symptom_cui,disease_cui,symptom_name,disease_name
C0041834,C0263323,,Herpes iris; Herpes iris (disorder)
C0041834,C0263357,,Erythema gyratum repens; Erythema gyratum repens (disorder)
C0041834,C0263358,,"Erythema annulare centrifugum; annulare centrifugum erythema; erythema annulare centrifugum; Erythema gyratum perstans; Erythema figuratum perstans; figuratum perstans; erythema; erythema; figuratum perstans; erythema annulare centrifugum (diagnosis); Erythema annulare centrifugum (disorder); Darier; erythema annulare centrifugum; erythema; annulare centrifugum, Darier"
C0041834,C0263359,,Erythema dyschromicum perstans; Ashy dermatosis of Ramirez; Erythema dyschromicum perstans (disorder)
C0041834,C0263360,,"Other specified erythematous condition, NEC in SNOMEDCT; Other specified erythematous condition, NEC"
C0041834,C0263398,,Erythema elevatum diutinum; elevatum diutinum; erythema; erythema elevatum diutinum; erythema; elevatum diutinum; EED - Erythema elevatum diutinum; erythema elevatum diutinum (diagnosis); Erythema diutinum; Erythema elevatum diutinum (disorder); Bury
C0041834,C0263426,,"ulerythema; Ulerythema, NOS"
C0041834,C0263427,,Ulerythema of cheeks; Ulerythema of cheeks (disorder)
C0041834,C0263471,,Granulosis Rubra Nasi; Granulosis rubra nasi; granulosis rubra nasi; GRANULOSIS RUBRA NASI; Granulosis rubra nasi (disorder); granulosis rubra nasi (diagnosis)
C0041834,C0263577,,Erythromelanosis follicularis of face AND/OR neck; Erythromelanosis follicularis of face and neck; Erythromelanosis follicularis faciei et colli; Erythromelanosis follicularis of face AND/OR neck (disorder)
C0041834,C0272267,,Cold erythema associated with cryoglobulin
C0041834,C0272268,,Cold erythema associated with cold agglutinins
C0041834,C0272269,,Cold erythema associated with hemolysins; Cold erythema associated with haemolysins
C0041834,C0275747,,"Erythematous pinta plaque; Erythematous plaques of pinta; erythematous; plaques, pinta; pinta; erythematous plaques; Erythematous plaques of carate; pinta intermediate lesions erythematous plaque; Erythematous pinta plaque (diagnosis); Erythematous pinta plaque (disorder)"
C0041834,C0276672,,Coccidioidomycosis with erythema multiforme; Coccidioidomycosis with erythema multiforme (disorder)
C0041834,C0341021,,Oral erythematous candidiasis; Acute erythematous candidosis; Erythematous candidosis; Erythematous candidiasis; Oral erythematous candidiasis (disorder)
C0041834,C0343467,,Erythema nodosum leprosum; erythema nodosum leprosum; ENL - Erythema nodosum leprosum; erythema nodosum leprosum (diagnosis)
C0041834,C0406138,,Staphylococcal intertrigo; Staphylococcal intertrigo (diagnosis); Staphylococcal intertrigo (disorder)
C0041834,C0406139,,Streptococcal intertrigo; Streptococcal intertrigo (diagnosis); Streptococcal intertrigo (disorder)
C0041834,C0406418,,Pigmented peribuccal erythrosis of Brocq; Erythrose peribuccale pigmentaire of Brocq; Erythrose peribuccale pigmentaire de Brocq; Erythrosis pigmentata faciei; Pigmented peribuccal erythrosis of Brocq (disorder)
C0041834,C0406531,,Erythema papulatum; Erythema papulatum (disorder)
C0041834,C0406532,,Erythema tuberculatum; Erythema tuberculatum (disorder)
C0041834,C0406533,,Erythema urticatum; Erythema urticatum (disorder)
C0041834,C0406534,,Erythema vesiculosum; Erythema vesiculosum (disorder)
C0041834,C0406535,,
C0041834,C0406536,,Other erythematous conditions
C0041834,C0406539,,Toxic urticated erythema; Toxic urticated erythema (disorder)
C0041834,C0406541,,"Non-bullous erythema multiforme; nonbullous erythema multiforme (diagnosis); Non-bullous erythema multiforme (disorder); nonbullous; multiforme; Nonbullous erythema multiforme; erythema; multiforme, nonbullous; nonbullous erythema multiforme"
C0041834,C0406543,,Erythema multiforme of pregnancy; erythema multiforme of pregnancy; erythema multiforme of pregnancy (diagnosis); Erythema multiforme of pregnancy (disorder)
C0041834,C0406598,,Lipogranulomatosis subcutanea of Rothmann and Makai; Subcutaneous lipogranulomatosis; Rothmann-Makai syndrome; Lipogranulomatosis subcutanea of Rothmann and Makai (disorder)
C0041834,C0406691,,Erythroderma caused by drug; Drug-induced erythroderma; Generalized exfoliative dermatitis caused by drug; Generalised exfoliative dermatitis caused by drug; Erythroderma caused by drug (disorder)
C0041834,C0411277,,Submammary intertrigo; Submammary intertrigo (disorder)
C0041834,C0424734,,Liver palms; liver palms; liver palm; Liver palms (disorder)
C0041834,C0451910,,"Erythema marginatum in acute rheumatic fever; erythema marginatum in acute rheumatic fever; erythema marginatum in acute rheumatic fever (diagnosis); Erythema marginatum in acute rheumatic fever (disorder); erythema; marginatum, in acute rheumatic fever (manifestation)"
C0041834,C0457000,,Neonatal annular erythema; neonatal annular erythema; neonatal annular erythema (diagnosis); Neonatal annular erythema (disorder)
C0041834,C0520530,,Erythema simplex; Dermatitis simplex; Erythema simplex (disorder)
C0041834,C0543820,,"Secondary erythromelalgia; Erythromelalgia, secondary; secondary erythromelalgia; Secondary erythermalgia; secondary erythromelalgia (diagnosis); Secondary erythromelalgia (disorder); Erythromelalgia Type III"
C0041834,C0560922,,"Candidiasis of finger web; Erosio interdigitalis blastomycetica; erosio interdigitalis blastomycetica; Interdigital moniliasis; Moniliasis, interdigital; Candidosis of finger web; Candidiasis of finger web (diagnosis); Candidiasis of finger web (disorder)"
C0041834,C0574713,,Erythema nodosum caused by drug; Drug-induced erythema nodosum; drug-induced erythema nodosum; drug-induced erythema nodosum (diagnosis); Erythema nodosum caused by drug (disorder)
C0041834,C0574714,,Toxic erythema caused by drug; Drug-induced toxic erythema; Toxic erythema caused by drug (disorder)
C0041834,C0574715,,Drug-induced erythema multiforme; ERYTHEMA MULTIFORME DRUG INDUCED; drug-induced erythema multiforme; drug-induced erythema multiforme (diagnosis); Drug-induced erythema multiforme (disorder)
C0041834,C0577711,,Intertrigo of abdominal skin fold; Intertrigo of abdominal skin fold (disorder)
C0041834,C0581287,,Erythema at injection site; Injection site erythema; Injection site redness; Injection site erythema (disorder)
C0041834,C0595956,,Drug exanthem; drug; exanthem; Drug-exanthems; Drug exanthem (disorder); exanthema; drugs
C0041834,C0877440,,Periorbital erythema; Erythema periorbital; Periorbital erythema (disorder)
C0041834,C1265579,,Exfoliative erythema; Exfoliative erythema (morphologic abnormality)
C0041834,C1274380,,Erythema nodosum due to streptococcal infection; Erythema nodosum due to genus Streptococcus; Erythema nodosum due to genus Streptococcus (diagnosis); Erythema nodosum due to streptococcal infection (disorder)
C0041834,C1274381,,Erythema nodosum due to Yersinia enterocolitica; Erythema nodosum due to Yersinia enterocolitica (diagnosis); Erythema nodosum due to Yersinia enterocolitica (disorder)
C0041834,C1274382,,Erythema multiforme due to mycoplasma infection; Erythema multiforme due to mycoplasma infection (disorder)
C0041834,C1274605,,
C0041834,C1274606,,Familial actinic prurigo of lip; Familial actinic prurigo of lip (disorder)
C0041834,C1274607,,"Papular form erythema multiforme; Papular form erythema multiforme (disorder); Erythema multiforme, papular (simplex) form"
C0041834,C1274608,,"Vesicobullous form erythema multiforme; Vesicobullous form erythema multiforme (disorder); Erythema multiforme, vesiculobullous form"
C0041834,C1274609,,Erythema multiforme due to malignancy; Erythema multiforme due to malignancy (disorder)
C0041834,C1274933,,"Drug-Induced Stevens Johnson Syndrome; Drug-induced Stevens-Johnson syndrome; Drug Induced Stevens Johnson Syndrome; Drug-Induced Stevens-Johnson Syndromes; Drug-Induced Stevens-Johnson Syndrome; Stevens-Johnson Syndromes, Drug-Induced; Stevens-Johnson Syndrome, Drug-Induced; Stevens-Johnson syndrome caused by drug (disorder); Stevens-Johnson syndrome caused by drug; Stevens-Johnson syndrome caused by drug (diagnosis)"
C0041834,C1274939,,
C0041834,C1274942,,Erythroderma caused by vancomycin; erythroderma caused by vancomycin; Erythroderma caused by vancomycin (disorder); Vancomycin infusion reaction; erythroderma caused by vancomycin (diagnosis)
C0041834,C1274960,,Acral erythema due to cytotoxic therapy; Palmar-plantar erythrodysaesthesia due to cytotoxic therapy; Palmar-plantar erythrodysesthesia due to cytotoxic therapy; Acral erythema due to cytotoxic therapy (disorder); Acral erythema due to cytotoxic drugs; Palmoplantar erythrodysaesthesia due to cytotoxic therapy; Palmoplantar erythrodysesthesia due to cytotoxic therapy; Erythrodysaesthesia Syndrome; Erythrodysesthesia Syndrome
C0041834,C1275434,,Erythroderma of unknown etiology; erythroderma unknown etiology; Erythroderma of unknown aetiology; Idiopathic erythroderma; Erythroderma of unknown etiology (diagnosis); Exfoliative dermatitis of unknown etiology; Exfoliative dermatitis of unknown aetiology; Erythroderma of unknown etiology (disorder)
C0041834,C1275488,,Scaling eczema; Desquamative eczematous dermatitis; Scaling eczematous dermatitis; Desquamative eczema; Scaling eczema (disorder); Exfoliative eczema
C0041834,C1279983,,Exanthematous disorder; Exanthematous disorder (disorder)
C0041834,C1304360,,Diffuse inflammatory erythema; Diffuse inflammatory erythema (disorder)
C0041834,C1313946,,Contact dermatitis caused by urine; contact dermatitis caused by urine; Urine-induced contact dermatitis; Contact dermatitis caused by urine (disorder); contact dermatitis caused by urine (diagnosis)
C0041834,C1576410,,
C0041834,C3247203,,
C0041889,C0269099,Unspecified symptom associated with female genital organs,Essential vulvodynia; Essential vulvodynia (disorder)
C0041889,C0406670,Unspecified symptom associated with female genital organs,"Vulvodynia; vulvodynia; Vulvodynia NOS; discomfort of vulva; Vulvar pain; VULVAR PAIN; vulvar pain; Burning (of);vulva; Burning vulva; burning vulva; vulva burning; vulval discomfort; vulvar discomfort; Pain of vulva; pain of vulva; pain vulva; Pain;vulva; vulva pain; Vulval pain; vulval pain; Vulva painful; Vulvodynia (disorder); Vulval pain (finding); vulvodynia (diagnosis); vulvar burning (symptom); vulvar pain (symptom); vulvar burning; Vulvodynia, unspecified"
C0041889,C0567085,Unspecified symptom associated with female genital organs,
C0042256,C0042251,Pruritus of vagina; Pruritus;vagina; Vaginal itching; Itching;vaginal; VAGINAL ITCHING; Vaginal Itching; vaginal itching; vaginal itch; Itching of vagina; itching of vagina; VAGINA ITCHING; vagina itching; vagina itch; Vaginal pruritus; VAGINAL PRURITUS; vaginal pruritus; Pruritus of vagina (disorder); pruritis of vagina; vaginal itching (symptom),"Vaginal Diseases; diseases vaginal; vaginal diseases; Disease, Vaginal; Vaginal Disease; disease vaginal; diseases vaginals; vaginal disease; Diseases, Vaginal; Disorder of vagina; vagina disorder; disorders vagina; disease of the vagina; Disease of vagina, NOS; disease of vagina; disease vagina; diseases vagina; vagina disease; Vagina--Diseases; Vaginal disorder; Vaginal Disorder; vaginal disorder; Vaginal disorder, NOS; disorders vaginal; Vaginal disorder NOS; vaginosis; disease (or disorder); vagina; Disorder of vagina (disorder); vaginal disorder (diagnosis)"
C0042256,C0459146,Pruritus of vagina; Pruritus;vagina; Vaginal itching; Itching;vaginal; VAGINAL ITCHING; Vaginal Itching; vaginal itching; vaginal itch; Itching of vagina; itching of vagina; VAGINA ITCHING; vagina itching; vagina itch; Vaginal pruritus; VAGINAL PRURITUS; vaginal pruritus; Pruritus of vagina (disorder); pruritis of vagina; vaginal itching (symptom),Disorder of soft tissue of body cavity; Disorder of soft tissue of body cavity (disorder)
C0042571,C0155503,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness","Central Nervous System Origin Vertigo; Vertigo central nervous system origin; Vertigo, Central Nervous System Origin; Vertigo, Central Origin; central origin vertigo; VERTIGO CENTRAL ORIGIN; Vertigo of central origin; Central Origin Vertigos; Origin Vertigos, Central; Vertigos, Central Origin; vertigo of central origin; Origin Vertigo, Central; Central Origin Vertigo; Central vestibular vertigo; CNS Origin Vertigo; VERTIGO CNS ORIGIN; Vertigo CNS origin; Origin Vertigos, CNS; Vertigos, CNS Origin; CNS Origin Vertigos; Origin Vertigo, CNS; Vertigo, CNS Origin; labrynthitis; Vertigo of central origin (disorder); vertigo; central; central; vertigo; vertigo of central origin (diagnosis)"
C0042571,C0234753,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness","Cortical vertigo; Vertigo, cortical; Cortical vertigo (disorder)"
C0042571,C0234755,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness","Ocular vertigo; Vertigo, ocular; Ocular vertigo (finding)"
C0042571,C0234756,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness","Cerebellar vertigo; Vertigo, cerebellar; cerebellar vertigo; cerebellar vertigo (diagnosis); Cerebellar vertigo (disorder); vertigo; cerebral; cerebral; vertigo"
C0042571,C0270860,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness","Basilar-Type Migraine; Basilar Type Migraine; Migraine, Basilar-Type; Basilar Migraine; migraine; basilar; Basilar migraine; basilar; migraine; basilar migraine; basilar migraines; Basilar Migraines; Migraine, Basilar; Basilar Artery Migraine; Basilar artery migraine; basilar artery migraine; artery basilar migraines; Migraine, Basilar Artery; Bickerstaff's migraine; Vertebrobasilar migraine; migraines vertebrobasilar; basilar migraine headache (diagnosis); Basilar migraine (disorder); basilar migraine headache"
C0042571,C0271487,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness","Vertiginous syndrome; Vertiginous Syndrome; vertiginous syndrome; Vertiginous syndrome, NOS; Vertiginous syndromes; Vertiginous syndrome NOS; Vertiginous disorder; vertiginous disorder; Vertiginous disorder, NOS; Vertiginous syndrome (disorder)"
C0042571,C0395920,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness",Migrainous vertigo; vertigo migrainous; Vestibular migraine; Migrainous vertigo (diagnosis); Migrainous vertigo (disorder)
C0042571,C0395921,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness",
C0042571,C0395932,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness","Recurrent Vestibular Neuritis; Neuritides, Recurrent Vestibular; Recurrent Vestibular Neuritides; Vestibular Neuritides, Recurrent; Neuritis, Recurrent Vestibular; Vestibular Neuritis, Recurrent; Episodic Recurrent Vertigo; vertigo episodic recurrent; Episodic recurrent vertigo; Episodic Recurrent Vertigos; Recurrent Vertigos, Episodic; Vertigos, Episodic Recurrent; Recurrent Vertigo, Episodic; Vertigo, Episodic Recurrent; Recurrent vestibular neuronitis; Recurrent Vestibulopathy; Recurrent vestibulopathy; Recurrent Vestibulopathies; Vestibulopathies, Recurrent; Vestibulopathy, Recurrent; Episodic recurrent vertigo (diagnosis); Episodic recurrent vertigo (disorder); Recurrent vestibulopathy (disorder)"
C0042571,C0422855,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness","Vertiginous seizure; Seizure, Vertiginous; Vertiginous Seizure; Seizures, Vertiginous; Vertiginous Seizures; Epileptic vertigo; Vertigo, epileptic; vertigo; epileptic; epileptic vertigo; epileptic; vertigo; Vertiginous epilepsy; vertiginous epilepsy; Seizures, Vestibular; vestibular seizures; Seizure, Vestibular; Vestibular Seizure; Vestibular Seizures; epileptic vertigo (diagnosis); Epileptic vertigo (disorder)"
C0042571,C0456750,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness","Central positional vertigo; NYSTAGMUS, POSITIONAL, CENTRAL TYPE; Central positional nystagmus; Central positional nystagmus (disorder); Central positional vertigo (disorder); nystagmus; central positional nystagmus; central positional nystagmus; nystagmus; vertigo of central origin with positional nystagmus; vertigo of central origin with positional nystagmus (diagnosis)"
C0042571,C1960869,"Vertigo; VERTIGO; vertigo; Vertigos; Vertigo, NOS; Vertigo NOS; dizziness; Head revolving round; Head spinning; HEAD SPINNING; head spinning; Spinning Sensation; SPINNING SENSATION; spinning sensation; Spinning sensation; Sensations, Spinning; Spinning Sensations; Sensation, Spinning; Vertigo, Subjective; Subjective vertigo; VERTIGO SUBJECTIVE; Vertigo subjective; Subjective Vertigos; Vertigos, Subjective; Subjective Vertigo; Feel I'm spinning round; Rotary vertigo; Rotation of self; Rotatory vertigo; Systematic vertigo; Head revolving around; HEAD REVOLVING AROUND; Vertigo (spinning sensation); Dizzy spell; vertigo (symptom); Subjective vertigo (finding); Vertigo (finding); vertigo; syndrome; syndrome; vertigo; vertigo (diagnosis); spinning dizziness",Vertigo as late effect of stroke; Vertigo as late effect of stroke (disorder)
C0042755,C0016696,,Freemartin; Freemartin (disorder)
C0042755,C0271609,,Isosexual virilization; Isosexual virilisation; Isosexual virilization (disorder)
C0042755,C0342517,,Drug-induced virilization; Drug-induced virilisation; Drug-induced virilization (disorder)
C0042755,C0701163,,"Adrenogenital disorder; adrenogenital; disorder; Adrenogenital disorders; adrenogenital disorders; Adrenogenital disorder, unspecified; adrenogenital disorders (diagnosis); Adrenogenital disorder (disorder); disease (or disorder); adrenogenital"
C0042755,C1571826,,
C0042818,C0004095,"Visual discomfort; visual discomfort; Visual Discomfort; Visual discomfort, NOS; visual discomfort (diagnosis); Visual discomfort (finding); Visual discomfort, unspecified",
C0042818,C0278212,"Visual discomfort; visual discomfort; Visual Discomfort; Visual discomfort, NOS; visual discomfort (diagnosis); Visual discomfort (finding); Visual discomfort, unspecified",Muscular asthenopia; Muscular asthenopia (finding)
C0042818,C0278213,"Visual discomfort; visual discomfort; Visual Discomfort; Visual discomfort, NOS; visual discomfort (diagnosis); Visual discomfort (finding); Visual discomfort, unspecified",Nervous asthenopia; Nervous asthenopia (finding)
C0042963,C0012634,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Disease; disease; DISEASE; Diseases; Disease, NOS; diseases; Disease (disorder); disease/disorder; Diseases and Disorders; Clinical disease or syndrome present, NOS; Clinical disease or syndrome present; Clinical disease AND/OR syndrome; Clinical disease or syndrome; Clinical disease or syndrome, NOS; Disease or syndrome present, NOS; Disease or syndrome present; Disorder; disorder; Disorders; Disorder, NOS; disorders; Disease or Disorder; disease (or disorder); diagnoses, syndromes, and conditions; diagnoses, syndromes, and conditions (diagnosis)"
C0042963,C0020451,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Mild hyperemesis gravidarum; Hyperemesis gravidarum, mild; mild hyperemesis gravidarum; Mild hyperemesis in pregnancy; Mild hyperemesis gravidarum (disorder); mild hyperemesis gravidarum (diagnosis)"
C0042963,C0156697,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Hyperemesis gravidarum with metabolic disturbance, delivered; Hyperemesis gravidarum with metabolic disturbance, delivered, with or without mention of antepartum condition; hyperemesis gravidarum with metabolic disturbance with baby delivered; hyperemesis gravidarum with metabolic disturbance with baby delivered (diagnosis)"
C0042963,C0267172,"Vomiting; VOMITING; vomiting; Vomiting, NOS; Vomiting NOS; vomited; vomits; vomit; Vomited; VOMIT; Emesis; EMESIS; emesis; Being sick; Throwing up; throwing up; throw up; Vomiting (disorder); Vomiting disorder; Vomiting symptom; vomiting (symptom); symptoms vomiting; vomiting symptoms; Observation of vomiting; Finding of vomiting (finding); Finding of vomiting; regurgitation; gastric contents; gastric contents; regurgitation; Vomiting symptom (finding); vomiting (physical finding); vomiting was observed; Vomiting, unspecified","Habit vomiting; Vomiting, habit; Habit vomiting (disorder)"
