PMID,Sentence,MeSH Term Found,Title/Abstract
38426045,Management of neurotoxicity syndrome complicated by autologous hematopoietic stem cell transplantation bridge to chimeric antigen receptor T-Cell therapy: A case report.,Syndrome,Title
38426045,"Effectively addressing the challenges posed by relapsed and refractory diffuse large B-cell lymphoma, particularly when employing autologous hematopoietic stem cell transplantation and CAR-T therapy, requires a comprehensive approach to treatment and nursing.",Lymphoma,Abstract
38426043,"In Nigeria, cancer leads to over 100,000 new cases and 70,000 deaths annually.",Death,Abstract
38425575,"• Leaflet prolapse, flail, and perforation often result in eccentric MR.",Prolapse,Abstract
38425574,Saddle Pulmonary Embolism Detected by Transthoracic Echocardiography in a Patient With Suspected Myocardial Infarction.,Embolism,Title
38425571,Migrating Grass Awns in a Dog with Pericardial Effusion.,Pericardial Effusion,Title
38425571,• Migrating grass awns should be a differential diagnosis for pericardial effusion.,Pericardial Effusion,Abstract
38425520,"We present PoseBusters, a Python package that performs a series of standard quality checks using the well-established cheminformatics toolkit RDKit.",Tics,Abstract
38425445,A total of 525 juvenile largemouth bass with an initial body weight of 7.00 ± 0.20 g were used.,Body Weight,Abstract
38425445,The results showed that dietary SA and SB improved the weight gain rate and specific growth rate (,Weight Gain,Abstract
38425410,"It may become a useful tool in the early detection and response to future pandemics, enabling public health authorities to implement timely interventions and mitigate the spread of infectious diseases with the fecal excretion of their agents.",Disease,Abstract
38423742,Applications and workflows around spinal robotics have evolved since these systems were first introduced in 2004.,Tics,Abstract
38423742,"Initially approved for lumbar pedicle screw placement, the scope of robotics has expanded to instrumentation across different regions.",Tics,Abstract
38423739,"This can provide physicians with patient and disease-specific medical information, facilitating personalized patient care.",Disease,Abstract
38423738,"Real-time monitoring, remote control and programming, and data analytics are actively being developed and translated into clinical practice.",Tics,Abstract
38423735,"In addition, the modern incorporation of new technologies is discussed, including interbody cages, intraoperative image guidance, robotics, augmented reality, and machine learning, which have significantly improved the spine surgery safety and efficacy profile.",Tics,Abstract
38423734,Functional Stimulation and Imaging to Predict Neuromodulation of Chronic Low Back Pain.,Back Pain,Title
38423734,Back pain is one of the most common aversive sensations in human experience.,Back Pain,Abstract
38423734,"Pain is not limited to the sensory transduction of tissue damage; rather, it encompasses a range of nervous system activities including lateral modulation, long-distance transmission, encoding, and decoding.",Pain,Abstract
38423734,"Although spine surgery may address peripheral pain generators directly, aberrant signals along canonical aversive pathways and maladaptive influence of affective and cognitive states can result in persistent subjective pain refractory to classical surgical intervention.",Pain,Abstract
38423709,"It is used for the treatment of patients with metastatic colorectal cancer (CRC), advanced gastrointestinal stromal tumors, and hepatocellular carcinoma.",Carcinoma,Abstract
38423709,"This chapter is divided into five main sections: General Description of the drug, Physical Characteristics, Methods of Preparation, Methods of Analysis, Pharmacology and List of References.",Tics,Abstract
38423709,"Among these sub-titles are the formulae, Elemental Analysis, physical characteristics which include constant of ionization, solubility, X-ray powder diffraction pattern, TGA, thermal conduct and spectroscopic and stability.",Tics,Abstract
38423708,The Food and Drug Administration (FDA) recently approved DUV for the management of small lymphocytic lymphoma (SLL) and relapsed or refractory chronic lymphocytic leukemia (CLL) in adult patients.,Leukemia,Abstract
38423708,"This chapter provides a critical extensive review of the literature, the description of DUV in terms of its names, formulae, elemental composition, appearance, and use in the treatment of CLL, SLL, and follicular lymphoma.",Lymphoma,Abstract
38423706,Avanafil is an oral medication used to treat erectile dysfunction (ED).,Erectile Dysfunction,Abstract
38423706,"The pharmacology of avanafil, including its pharmacokinetics and pharmacodynamics, is also examined.",Tics,Abstract
38423680,"First-line treatment options with the greatest evidence include systemic corticosteroids, cyclosporine, and tumor necrosis factor alpha inhibitors.",Necrosis,Abstract
38423679,"The diagnosis is made as a clinicopathologic correlation when assessing a rapidly progressing ulcer with irregular and undermined borders following a surgical procedure, trauma, or the creation of a stoma.",Ulcer,Abstract
38422665,Tumor microenvironment-activatable nanocatalysts with chemodynamic therapy and enhanced autophagy for specific treatment of oral squamous cell carcinoma.,Carcinoma,Title
38421226,Prenatal diagnosis of Freeman-Sheldon syndrome using ultrasound and genetic testing.,Syndrome,Title
38421226,To describe a case of prenatal diagnosis of Freeman-Sheldon syndrome based on ultrasound findings and complete fetal exome sequencing.,Syndrome,Abstract
38420575,The impact of mosquito sampling strategies on molecular xenomonitoring prevalence for filariasis: a systematic review.,Filariasis,Title
38420575,"To explore the impact of mosquito collection methods, sampling intensity and target genus on molecular xenomonitoring detection of parasites causing lymphatic filariasis.",Filariasis,Abstract
38420563,Racial disparities among patients on venovenous extracorporeal membrane oxygenation in the pre-Coronavirus Disease 2019 and Coronavirus Disease 2019 eras: A retrospective registry review.,Disease,Title
38420563,"Although many studies have addressed such disparities caused by COVID-19, to our knowledge, no study has focused on the association of race on outcomes for patients with COVID-19 requiring venovenous extracorporeal membrane oxygenation support.",COVID-19,Abstract
38420563,The goal of this study was to assess association of race on death and duration on venovenous extracorporeal membrane oxygenation in both the pre-COVID-19 and COVID-19 eras.,Death,Abstract
38420549,A comprehensive deep venous thrombosis prophylaxis regimen in isolated coronary artery bypass grafting.,Thrombosis,Title
38420549,Deep venous thrombosis (DVT) is a known surgical complication that can lead to pulmonary embolism with subsequent morbidity and mortality.,Embolism,Abstract
38420549,Prophylaxis regimens vary and some guidelines advocate against use of routine chemoprophylaxis in patients at low-moderate risk for venous thromboembolism.,Embolism,Abstract
38420549,We utilized postoperative lower extremity venous ultrasound to determine the incidence of DVT following coronary artery bypass grafting in patients with low- to moderate-risk of venous thromboembolism receiving aggressive postoperative DVT prophylaxis.,Embolism,Abstract
38420547,Covering the intercostal artery branching of the Adamkiewicz artery during endovascular aortic repair increases the risk of spinal cord ischemia.,Ischemia,Title
38420547,This study aimed to determine the relationship between covering the intercostal artery branching of the Adamkiewicz artery (ICA-AKA) and spinal cord ischemia (SCI) during thoracic endovascular aortic repair (TEVAR).,Ischemia,Abstract
38420546,Discussion to: Lobe-specific lymph node sampling is associated with lower risk of cancer recurrence.,Recurrence,Title
38420313,"Potential vision tester using adaptive optics, Maxwellian view, and small pupil.",Tics,Title
38420309,"To meet the growing demand for early fatal disease screening among large populations, current fluorescence detection instruments aiming at point-of-care diagnosis have the tendency to be low cost and high sensitivity, with a high potential for the analysis of low-volume, multiplex analytes with easy operation.",Disease,Abstract
38420304,Descanned fast light targeting (deFLiT) two-photon optogenetics.,Tics,Title
38420304,Two-photon light-targeting optogenetics allows controlling selected subsets of neurons with near single-cell resolution and high temporal precision.,Tics,Abstract
38420303,Pathogenic microbes contribute to several major global diseases that kill millions of people every year.,Disease,Abstract
38420303,"Bloodstream infections caused by these microbes are associated with high morbidity and mortality rates, which are among the most common causes of hospitalizations.",Infections,Abstract
38420301,Tandem aberration correction optics (TACO) in wide-field structured illumination microscopy.,Tics,Title
38420301,Conventional adaptive optics (AO) techniques that employ wavefront correctors at the pupil plane are not capable of effectively correcting these spatially-dependent aberrations.,Tics,Abstract
38420301,We introduce the Tandem Aberration Correction Optics (TACO) approach that combines both pupil AO and conjugate AO for aberration correction in SIM.,Tics,Abstract
38420298,"In clinical screening, accurate diagnosis of various diseases relies on the extraction of blood vessels from fundus images.",Disease,Abstract
38419787,"In EMPA-REG OUTCOME, empagliflozin was associated with slower kidney disease progression.",Disease,Abstract
38419720,"This article covers the available literature regarding the definition, diagnostic criteria, and prevalence of SO, with available evidence linking it to CVD, metabolic disease and mortality, and an overview of current directives on management.",Disease,Abstract
38419606,We aimed to determine the association between an increased AF burden and OSA and investigate the differences in clinical characteristics between women and men with AF and OSA.,Tics,Abstract
38418024,"The use of rehabilitative devices without continuous supervision of medical experts is increasing manifold, mainly due to prolonged therapy costs and advancements in robotics.",Tics,Abstract
38418015,The approach proposed in this study will play a major role in the design of new RFA treatments for facet joint pain.,Pain,Abstract
38417400,The effect of a fatigue self-management program based on individual and family self-management theory in cancer patients: A single-blinded randomized controlled trial.,Fatigue,Title
38417400,"This study was conducted to investigate the effect of the Fatigue Self-Management Program based on the Individual and Family Self-Management Theory on fatigue, daily living activities, and well-being in cancer patients.",Fatigue,Abstract
38415359,Gastrointestinal cancers are one of the most frequent cancers and a leading cause of cancer deaths worldwide.,Death,Abstract
38415359,CheckMate 577 evaluated nivolumab in patients who had residual pathological disease after neoadjuvant chemoradiation followed by complete resection.,Disease,Abstract
38415359,Stereotactic body radiation therapy followed by sorafenib was compared to sorafenib alone in patients with hepatocellular carcinoma in the NRG/RTOG 1112 study.,Carcinoma,Abstract
38415045,Management of peri-implantitis using local drug delivery among Indian patients.,Peri-Implantitis,Title
38415045,"It is of interest to compare 0.2% chlorhexidine gel, 0.2% chlorhexidine chip, minocycline microspheres and slow-release doxycycline gel and tetracycline fibers as drug delivery systems in the management of peri-implantitis.",Peri-Implantitis,Abstract
38415045,"Thus, minocycline microspheres and 0.2% chlorhexidine gel is useful as an adjuvant for mechanical debridement in management of peri-implantitis.",Peri-Implantitis,Abstract
38415043,It was observed that reduction in periodontal pocket depth (PPD) and increase in clinical attachment level (CAL) was seen in patients in CHX group as compared to DH treated study participants.,Periodontal Pocket,Abstract
38415042,Management of temporo-mandibular joint ankylosis using different surgical approaches.,Ankylosis,Title
38415042,"Comparison of gap arthroplasty (GAP), interpositional arthroplasty (IAP) and distraction osteogenesis (DO) simultaneous with interpositional arthroplasty (DO+IAP) in management of TMJ ankylosis is of interest to dentists.",Ankylosis,Abstract
38415042,"The study comprised 36 individuals with TMJ ankylosis, 16 of whom were female and 20 of whom were male.",Ankylosis,Abstract
38415042,"In addition to lengthening the mandible, concurrently processed interpositional arthroplasty alongside DO for TMJ ankylosis corrects gross asymmetry of the face, occlusal mal-alignment, midline change, and creates room for previously un-erupted teeth to emerge.",Ankylosis,Abstract
38415040,"They were equally divided among frankal appliance (n=14), twin block appliance (n=14), PowerScope (American Orthodontics) (n=14), Forsus (3M Unitek Corp) groups (n=14).",Tics,Abstract
38415038,"In addition, zirconia group demonstrated respectable clinical and radiographic outcomes when compared to resin strip crowns and stainless steel crowns, with the added benefit of better aesthetics.",Tics,Abstract
38415037,Effect of NaOCl on cyclic fatigue resistance.,Fatigue,Title
38415037,"Inside the stainless steel blocks, man-made canals were created for the purpose of testing the cyclic fatigue.",Fatigue,Abstract
38415037,The TruNatomy file system reflected greatest cyclic fatigue resistance.,Fatigue,Abstract
38415037,It was also found that cyclic fatigue resistance in NiTi rotary files studied here is not hampered by 5.25% NaOCl.,Fatigue,Abstract
38415035,"Three aesthetic indices namely aesthetic component of index of orthodontic treatment needs (IOTN -AC), dental aesthetic index (DAI) and dental aesthetics screening index (DESI) were compared in orthodontic treatment.",Tics,Abstract
38415035,"The overall accuracy of DAI, AC-IOTN and DESI in assessment of dental aesthetics in orthodontic treatment was 62%, 68% and 64% respectively.",Tics,Abstract
38415034,Evaluation of immuno-histochemical markers in oral squamous cell carcinoma.,Carcinoma,Title
38415034,"Evaluation of immuno-histochemical (IHC) markers like p53, p63, PDPN, C-erb-B2, CK19, and VEGF in oral squamous cell carcinoma (OSCCs) is of interest to dentists.",Carcinoma,Abstract
38415031,"Four surgical treatment modalities namely cryosurgery, scalpel and blade surgery, diode LASER surgery and CO2 LASER surgery in the management of oral potentially malignant disorders (OPMDs) in terms of healing outcomes post operatively and recurrence is evaluated.",Recurrence,Abstract
38415031,It was observed that pain was low in cryosurgery treatment category at day of surgery as well as at one week of follow up as compared to diode LASER and CO2 LASER.,Pain,Abstract
38415029,Stress depression and anxiety with xerostomia among young Indian adults.,Xerostomia,Title
38415029,"The relationship of Oral health related quality of life (OHRQOL), stress, depression, anxiety, with xerostomia, un-stimulated salivary flow rate among young Indian adults is of interest.",Xerostomia,Abstract
38415029,The first phase involved xerostomia along with salivary flow rate measurements.,Xerostomia,Abstract
38415029,Xerostomia has a stronger effect on OHRQOL.,Xerostomia,Abstract
38415029,"Anxiety, stress, and depression are examples of psychological factors that significantly impact xerostomia and the reduction of salivary flow rate.",Xerostomia,Abstract
38415027,"Expression analysis of cyclin D, Ki-67, MCM3 and MCM2 in oral squamous cell carcinoma.",Carcinoma,Title
38415027,"The expression analysis of cyclin D1, Ki-67, MCM3 and MCM2 in oral squamous cell carcinoma to identify biomarkers is of interest.",Carcinoma,Abstract
38415027,30 blocks of OSCC with histological diagnosis have 15 tissue blocks of well-differentiated oral carcinoma and 15 tissue blocks of moderately-differentiated oral carcinoma.,Carcinoma,Abstract
38415027,"Data shows that cyclin D1, Ki-67, MCM3 and MCM2 effectively indicate cellular proliferation for consideration as potential biomarkers of oral squamous cell carcinoma.",Carcinoma,Abstract
38415019,Cognitive dysfunction in early experimental metabolic dysfunction-associated steatotic liver disease is associated with systemic inflammation and neuroinflammation.,Disease,Title
38415019,"Cognitive dysfunction is an increasingly recognised manifestation of metabolic dysfunction-associated steatotic liver disease (MASLD), but the mechanistic link remains unclear.",Disease,Abstract
38415019,The aim of this study was to investigate the hypothesis that experimental MASLD leads to cognitive dysfunction via systemic inflammation and neuroinflammation.,Inflammation,Abstract
38414966,"Human papillomavirus (HPV) DNA testing is more sensitive than cytology for detecting cervical precancer; however, increasing reports of high-risk HPV (hr-HPV)-negative cases of cervical intraepithelial neoplasia (CIN) and even malignancy motivate the use of combined testing.",Papilloma,Abstract
38414965,Barriers to optimal management of cancer pain in sub-Saharan Africa: a scoping review.,Pain,Title
38414965,"Although cancer is a significant issue in sub-Saharan Africa, and cancer pain is prevalent, there is insufficient data and research on the barriers to cancer pain management.",Pain,Abstract
38414933,Safe re-challenge of ICIs with concurrent immunosuppression has been reported with irAEs like gastrointestinal toxicity and arthritis.,Arthritis,Abstract
38414933,"There was no recurrence of the pneumonitis after rechallenging, and there was partial radiographic resolution of the ICI-interstitial lung disease after the combination therapy.",Disease,Abstract
38413359,"Uric acid, the end-product of purine metabolism within the human body, has been the subject of studies exploring its potential association with cardiovascular and cerebrovascular diseases.",Disease,Abstract
38413292,This prospective cohort study examined the changes in airway area and soft tissue parameters following interpositional arthroplasty for temporomandibular joint (TMJ) ankylosis.,Ankylosis,Abstract
38413292,"Ten patients with TMJ ankylosis underwent surgery, and preoperative and postoperative skeletal and soft tissue measurements were obtained.",Ankylosis,Abstract
38413019,[Molecular epidemiological characteristics of newly diagnosed HIV-1 cases in Fujian Province in 2020].,Tics,Title
38412806,The creation of the WHO Foundation during the COVID-19 pandemic represents a significant institutional development in the politics of financing the World Health Organization (WHO).,Tics,Abstract
38412572,Dosage of joint mobilization for the management of patients with rotator cuff-related shoulder pain: A scoping review.,Pain,Title
38412572,Evidence supporting type and dosage of joint mobilizations and rationale for selecting joint mobilization dosage for patients with rotator cuff-related shoulder pain are limited.,Pain,Abstract
38412465,"This resistance has largely been associated with the syndromic management of sexually transmitted infections, particularly in low- and middle-income countries where affordable point of care tests are unavailable.",Infections,Abstract
38411020,The bioelectrical impedance analysis and sarcopenia: Devices & standardization protocols.,Sarcopenia,Title
38411018,A prospective study to assess the impact of a novel CFTR therapy combination on body composition in patients with cystic fibrosis with F508del mutation.,Cystic Fibrosis,Title
38411018,Cystic fibrosis transmembrane regulator (CFTR) modulator therapies are improving the CF-related care and outcomes.,Cystic Fibrosis,Abstract
38410615,A better method to evaluate the reliability of echocardiography for assessment of pulmonary hypertension: comparison of tricuspid regurgitant spectrum quality grading and tricuspid valve regurgitation degree.,Hypertension,Title
38410615,"Transthoracic echocardiography (TTE) is recommended as the most important noninvasive screening tool for the diagnosis of pulmonary hypertension (PH), sonographers usually measure the volume of regurgitant flow rather than evaluating the spectral quality, so physicians will determine whether the ultrasound measurements of pulmonary arterial systolic pressure (US-PASP) are reliable based on the volume of tricuspid regurgitation (TR).",Hypertension,Abstract
38410580,"These injuries, along with dysregulated wound repair and fibroblast dysfunction, lead to continuous tissue remodeling and fibrosis, eventually resulting in end-stage pulmonary fibrosis.",Fibrosis,Abstract
38410580,"The role of inflammation in the development of IPF is still a topic of debate, and it is sometimes considered incidental to fibrosis.",Fibrosis,Abstract
38410580,"Over the past decade, macrophages have emerged as significant contributors to the pathogenesis of fibrosis.",Fibrosis,Abstract
38410580,"In recent years, there has been growing interest in understanding macrophage polarization and its role in the development of pulmonary fibrosis.",Fibrosis,Abstract
38410580,"Histone deacetylase 6 (HDAC6), a member of the HDAC family with two functional deacetylase structural domains and a ubiquitin-binding zinc finger structural domain (ZnF-BUZ), plays a crucial role in pulmonary fibrosis.",Fibrosis,Abstract
38410580,This article explores the role of HDAC6 in pulmonary fibrosis and evaluates its potential as a treatment approach for IPF.,Fibrosis,Abstract
38410567,This study will evaluate the safety and efficacy of S-HITHOC in the treatment of TETs with pleural spread or recurrence.,Recurrence,Abstract
38410220,"Therefore, understanding the epidemiological characteristics of liver cancer is of utmost importance.",Tics,Abstract
38410220,"In this study, to analyze the spatial distribution characteristics and clustering of the DALY rate of liver cancer in 1990 and 2017 in China based on provincial administrative divisions, and to explore its possible influencing factor.",Tics,Abstract
38410155,Are disorders of consciousness 'dis'connection or 'dys'connection syndromes?,Syndrome,Title
38410068,The Relationship Between Using Smartphones andText Neck Syndrome in Online Learning Among University Students in Jordan: A Survey Study.,Syndrome,Title
38410068,The use of online learning methods has expanded considerably in many countries since the declaration of COVID-19 as a global pandemic by the World Health Organization.,COVID-19,Abstract
38410068,The aim of this study was to investigate the relationship between using smartphones and text neck syndrome.,Syndrome,Abstract
38410067,Effect of Chronic Inflammation on Bone Density in Type 2 Diabetes Following Total Hip Arthroplasty.,Inflammation,Title
38410067,Patients with Type 2 Diabetes Mellitus (T2DM) constitute 20% of patients qualified for Total Hip Arthroplasty (THA).,Diabetes Mellitus,Abstract
38410067,The aim of the study was to evaluate the effect of T2DM-induced inflammation on changes in bone density around the endoprosthesis stem in female patients.,Inflammation,Abstract
38410066,Comparison of Different Methods of Semiquantitative Assessment and Subjective Scores for Retropatellar Articular Cartilage Evaluation in Advancing Osteoarthritis.,Arthritis,Title
38408412,The gut microbe-derived metabolite trimethylamine-N-oxide induces aortic valve fibrosis via PERK/ATF-4 and IRE-1α/XBP-1s signaling in vitro and in vivo.,Fibrosis,Title
38408412,The gut microbe-derived metabolite trimethylamine-N-oxide (TMAO) has been implicated in the development of cardiovascular fibrosis.,Fibrosis,Abstract
38408412,Recent reports have suggested that the activation of PERK/ATF-4 and IRE-1α/XBP-1s signaling contributes to cardiovascular fibrosis.,Fibrosis,Abstract
38408412,"However, whether TMAO mediates aortic valve fibrosis by activating PERK/ATF-4 and IRE-1α/XBP-1s signaling remains unclear.",Fibrosis,Abstract
38407818,The REBOA Zone 1 provokes hepatic and intestinal ischemia that may alter coagulation factor production and lead to molecular pathway alterations that compromises hemostasis.,Ischemia,Abstract
38407818,ELISA assays and mass spectrometry proteomics were used to measure plasma protein levels related to coagulation and systemic inflammation.,Inflammation,Abstract
38407085,Animal Model of Cisplatin-Induced Oral Mucositis: Dose Optimization.,Mucositis,Title
38407083,Investigation of Correlation between Resistance to Diazepam and Expression of Inflammatory Markers in The Peripheral Blood of Patients with Status Epilepticus.,Status Epilepticus,Title
38407083,This study investigated several inflammatory markers' gene and protein expression in status epilepticus (SE) and their correlation with diazepam resistance.,Status Epilepticus,Abstract
38407082,Inherited Thrombophilia and Risk of Thrombosis in Children with Cancer: a Single-center Experience.,Thrombosis,Title
38407082,Thrombosis is an increasingly recognized complication of childhood malignancy and its treatment.,Thrombosis,Abstract
38407082,The incidence and etiology of pediatric cancer-related thrombosis is still not well understood.,Thrombosis,Abstract
38407082,"The aim of this study was to evaluate the prevalence of common prothrombotic genetic conditions in children with cancer, the frequency of thrombosis, and the role of inherited thrombophilia in the development of thrombosis in a pediatric oncology population.",Thrombosis,Abstract
38406617,Umbrella Review on Cancer Stem Cell in Oral and Head and Neck Squamous Cell Carcinoma.,Carcinoma,Title
38406617,Recent advances in detection of biomarkers for identifying CSCs as well as development of new techniques for evaluating the tumorigenesis and carcinogenesis roles of CSCs have been considerable.,Carcinogenesis,Abstract
38406617,"In recent years, more systematic review papers have been published about CSCs and head and neck squamous cell carcinoma (HNSCC), highlighting the need to accumulate information and draw final conclusions from these studies.",Carcinoma,Abstract
38406573,"In summary, excessive production of ROS by uremic toxins not only reduces the number and function of osteoblasts but also induces PTH hyporesponsiveness, contributing to the initiation and progression of low bone turnover disease in CKD.",Disease,Abstract
38406548,"Does Caplacizumab for the management of thrombotic thrombocytopenic purpura increase the risk of relapse, exacerbation, and bleeding?",Purpura,Title
38406548,An updated systematic review and meta-analysis based on revised criteria by the International Working Group for thrombotic thrombocytopenic purpura.,Purpura,Title
38406548,Thrombotic thrombocytopenic purpura (TTP) is a rare and life-threatening condition marked by abnormal blood clotting and organ damage.,Purpura,Abstract
38406548,Revised criteria proposed by the IWG for TTP recurrence were employed for a comprehensive assessment of Caplacizumab's impact on relapse and exacerbation.,Recurrence,Abstract
38406545,Trousseau's syndrome in diffuse large B-cell lymphoma.,Lymphoma,Title
38406522,Immune reconstitution inflammatory syndrome-associated lymphoma: A retrospective Brazilian cohort.,Lymphoma,Title
38406522,"This retrospective cohort study evaluated the incidence, clinical features and prognosis of IRIS-associated lymphomas in Brazilian patients.",Lymphoma,Abstract
38406522,Incidence in 2000-2019 was 9.8% (27/276 patients with HIV and lymphoma; viral load drop >1 log).,Lymphoma,Abstract
38406522,Time between cART initiation and lymphoma diagnosis was <3 months in 11 cases and 3-6 months in 16 cases.,Lymphoma,Abstract
38406522,Overall and progression-free survival rates were similar between cases of non-IRIS-associated lymphoma and IRIS-associated lymphoma.,Lymphoma,Abstract
38406507,Patient and clinician beliefs about potential barriers to treatment of neuropathic pain for adolescents with sickle cell disease.,Disease,Title
38406507,"Pain is the hallmark symptom causing morbidity for people with sickle cell disease (SCD) and may present as nociceptive, neuropathic, or mixed type pain.",Disease,Abstract
38406507,Neuropathic pain (NP) is underrecognized and undertreated in patients with SCD and is associated with decreased patient-reported quality of life.,Pain,Abstract
38406507,Ninety-four percent of responding clinicians agreed that NP significantly contributes to reported pain in SCD.,Pain,Abstract
38406507,Clinicians believed that NP medications are effective for reducing chronic pain (62%) and decreasing opioid utilization (44%).,Pain,Abstract
38406507,Clinician-identified barriers to referral to a pain management specialist included scheduling concerns (88%) and perceived patient/family lack of interest (77%).,Pain,Abstract
38406507,"Most patients expressed willingness to take a medication for NP (78%), see a pain management specialist (84%), or learn more about nonpharmacologic interventions (72%), although most (51%) also reported some concerns about taking a medication for NP, citing insufficient knowledge (34%), and potential for side effects (32%).",Pain,Abstract
38406507,A minority of respondents (15%) worried about referral to a pain management specialist.,Pain,Abstract
38406393,Role of Radiation in Combination With CD30-Directed Chimeric Antigen Receptor T-Cell Therapy for Relapsed/Refractory Hodgkin Lymphoma.,Lymphoma,Title
38406391,Stereotactic body radiation therapy (SBRT) is a promising treatment for oligometastatic disease in bone because of its delivery of high dose to target tissue and minimal dose to surrounding tissue.,Disease,Abstract
38406391,The purpose of this study is to assess the efficacy and toxicity of this treatment in patients with previously unirradiated oligometastatic bony disease.,Disease,Abstract
38406382,Efficacy of N-163 beta-glucan in beneficially improving biomarkers of relevance to muscle function in patients with muscular dystrophies in a pilot clinical study.,Muscular Dystrophies,Title
38406381,"Fukutin-related protein (FKRP) mutations cause a broad spectrum of muscular dystrophies, from a relatively mild limb-girdle muscular dystrophy type 9 (LGMDR9) to severe congenital muscular dystrophy (CMD).",Muscular Dystrophies,Abstract
38406378,"Massive parallel sequencing methods, such as exome, genome, and targeted DNA sequencing, have aided molecular diagnosis of genetic diseases in the last 20 years.",Disease,Abstract
38406378,"LRS methods are contributing to the detection of repeat expansions in novel disease-causing genes (e.g., ",Disease,Abstract
38405993,A genome-wide association study suggests new susceptibility loci for primary antiphospholipid syndrome.,Syndrome,Title
38405630,The value of PMCTA in the diagnosis of coronary atherosclerosis in isolated human hearts.,Sclerosis,Title
38405630,"Postmortem computed tomography (PMCT) has a limited value in investigating coronary artery disease, despite several obvious advantages over the conventional autopsy.",Coronary Artery Disease,Abstract
38405623,Ground penetrating radar used to detect drowning victims under ice.,Drowning,Title
38405623,A robust and contact-less sensing system is required to locate drowning victims that does not put rescue teams at risk of falling through the ice themselves.,Drowning,Abstract
38405623,"In this paper, we demonstrate the feasibility of a ground penetrating radar (GPR) for detecting deceased drowning victims that have floated up to the underside of the ice.",Drowning,Abstract
38405623,We placed three euthanized pigs simulating drowning victims under ice ranging in thickness from 5 to 26 cm.,Drowning,Abstract
38405204,Does exogenous hormonal therapy affect the risk of glioma among females: A systematic review and meta-analysis.,Glioma,Title
38405204,"The effect of exogenous hormone replacement therapy (HRT) and oral contraceptive pills (OCPs) on glioma risk in females is unclear despite numerous studies; hence, we conducted a meta-analysis to evaluate this relationship.",Glioma,Abstract
38405098,"Dose-dependent, non-pigmenting fixed drug eruption with eczematous lesions induced by bosutinib: case report.",Eczema,Title
38405098,"A correlation exists between the dosage of certain medications, such as levetiracetam, and the emergence of drug eruptions.",Drug Eruptions,Abstract
38405098,"In managing cutaneous drug eruptions, particularly when the causative drug is crucial for treatment, a strategy of tapering the dosage should be considered.",Drug Eruptions,Abstract
38405097,Seroprevalence and risk factors for rubella infection in pregnant women attending a tertiary hospital in Kano-Nigeria.,Rubella,Title
38405097,rubella is a leading cause of vaccine preventable birth defects especially in developing countries.,Rubella,Abstract
38405097,Limited data exist on the seroprevalence of rubella antibodies in pregnant women in Nigeria.,Rubella,Abstract
38405097,"The aim of this study was to determine the seroprevalence of rubella antibodies in pregnant women attending antenatal clinic in Aminu Kano Teaching Hospital, Kano State.",Rubella,Abstract
38405095,[Williams-Beuren syndrome: a retrospective study of a series of 11 cases at the Mohammed VI University Hospital in Marrakech].,Syndrome,Title
38405095,"Williams-Beuren syndrome is a rare genetic disease (1/20 000) characterized by a microdeletion at 7q11.23 encompassing about 28 genes, including the elastin gene, ELN.",Disease,Abstract
38405095,It is a sporadic disease in the majority of cases.,Disease,Abstract
38405095,We conducted a retrospective study of 11 patients with Williams-Beuren syndrome whose data were collected in the Genetics Department of the Mohammed VI University Hospital of Marrakech.,Syndrome,Abstract
38405093,Characterizing the progress in traumatic brain injuries research in North Africa: a systematic review.,Brain Injuries,Title
38404743,Deciphering the Synthetic and Refolding Strategy of a Cysteine-Rich Domain in the Tumor Necrosis Factor Receptor (TNF-R) for Racemic Crystallography Analysis and d-Peptide Ligand Discovery.,Necrosis,Title
38404743,Many cell-surface receptors are promising targets for chemical synthesis because of their critical roles in disease development.,Disease,Abstract
38404743,"Here, we describe the chemical synthesis and folding of a central, cysteine-rich domain of the cell-surface receptor tumor necrosis factor 1 which is integral to binding of the cytokine TNF-α, namely, TNFR-1 CRD2.",Necrosis,Abstract
38404593,Powdery mildew (PM) is one of the most destructive diseases that threaten cucumber production globally.,Disease,Abstract
38404495,Enhancing Quantitative Analysis of Xenobiotics in Blood Plasma through Cross-Matrix Calibration and Bayesian Hierarchical Modeling.,Tics,Title
38404494,"This enzyme plays an important role in protecting cells from oxidative stress, thus being tested as a key biomarker for several medical conditions, such as liver injury, carcinogenesis, and tumor progression.",Carcinogenesis,Abstract
38404493,"It allows revealing structure-activity relationships beyond averaged properties by considering crucial particle-selective descriptors including structure/morphology dynamics, intrinsic heterogeneity, and dynamic fluctuations in reactivity (kinetics, mechanisms).",Tics,Abstract
38404486,"In this technical report, we describe an electrochemical paper-based device for selectively determining nitrite in complex biofluids, such as blood, cadaveric blood, vitreous humor, serum, plasma, and urine.",Cadaver,Abstract
38404486,"1, 2, 4, 5, 3, and 4 μM were obtained in vitreous humor, urine, serum and plasma, blood, and cadaveric blood, also highlighting a satisfactory accuracy comprised between 91 and 112%.",Cadaver,Abstract
38404419,Preventative Hepatology and the Reduction of All-Cause Mortality in Liver Disease.,Disease,Title
38404418,Endoscopic Approaches to Crohn's Disease Strictures.,Disease,Title
38404416,Are All Janus Kinase Inhibitors for Inflammatory Bowel Disease the Same?,Disease,Title
