PMID,Sentence,Found Terms,Classification
39045059,"SCAD has a strong association with extra-coronary arteriopathies, including either more common entities such as dissections, intracranial or other aneurysms, and extra-coronary and coronary arterial tortuosity or less common inherited vascular disorders such as Ehlers-Danlos syndrome, Marfan syndrome, and Loeys-Dietz syndrome, leading to the conclusion that systemic arterial disorders may underlie SCAD.",Marfan Syndrome,LABEL_0
39045059,"SCAD has a strong association with extra-coronary arteriopathies, including either more common entities such as dissections, intracranial or other aneurysms, and extra-coronary and coronary arterial tortuosity or less common inherited vascular disorders such as Ehlers-Danlos syndrome, Marfan syndrome, and Loeys-Dietz syndrome, leading to the conclusion that systemic arterial disorders may underlie SCAD.",Marfan Syndrome,LABEL_0
39045059,"SCAD has a strong association with extra-coronary arteriopathies, including either more common entities such as dissections, intracranial or other aneurysms, and extra-coronary and coronary arterial tortuosity or less common inherited vascular disorders such as Ehlers-Danlos syndrome, Marfan syndrome, and Loeys-Dietz syndrome, leading to the conclusion that systemic arterial disorders may underlie SCAD.",Loeys-Dietz Syndrome,LABEL_0
39045059,"SCAD has a strong association with extra-coronary arteriopathies, including either more common entities such as dissections, intracranial or other aneurysms, and extra-coronary and coronary arterial tortuosity or less common inherited vascular disorders such as Ehlers-Danlos syndrome, Marfan syndrome, and Loeys-Dietz syndrome, leading to the conclusion that systemic arterial disorders may underlie SCAD.",Loeys-Dietz Syndrome,LABEL_0
39045059,"SCAD has a strong association with extra-coronary arteriopathies, including either more common entities such as dissections, intracranial or other aneurysms, and extra-coronary and coronary arterial tortuosity or less common inherited vascular disorders such as Ehlers-Danlos syndrome, Marfan syndrome, and Loeys-Dietz syndrome, leading to the conclusion that systemic arterial disorders may underlie SCAD.",Ehlers-Danlos Syndrome,LABEL_0
39045059,"SCAD has a strong association with extra-coronary arteriopathies, including either more common entities such as dissections, intracranial or other aneurysms, and extra-coronary and coronary arterial tortuosity or less common inherited vascular disorders such as Ehlers-Danlos syndrome, Marfan syndrome, and Loeys-Dietz syndrome, leading to the conclusion that systemic arterial disorders may underlie SCAD.",Syndrome,LABEL_0
39045059,"The American Heart Association, in a scientific statement regarding the management of SCAD, recommends that patients with SCAD should undergo additional evaluation with imaging techniques including either computed tomography angiography (CTA) or magnetic resonance angiography (MRA).",Computed Tomography Angiography,LABEL_0
39042768,Medical applications of machine learning (ML) have shown promise in analyzing patient data to support clinical decision-making and provide patient-specific outcomes.,Clinical Decision-Making,LABEL_1
39042768,Medical applications of machine learning (ML) have shown promise in analyzing patient data to support clinical decision-making and provide patient-specific outcomes.,Clinical Decision-Making,LABEL_0
39036761,Risks and side effects in the medical management of benign prostatic hyperplasia.,Hyperplasia,LABEL_0
39036761,Risks and side effects in the medical management of benign prostatic hyperplasia.,Prostatic Hyperplasia,LABEL_0
39036761,Benign prostatic hyperplasia affects up to 80% of men in their lifetime.,Hyperplasia,LABEL_0
39036761,Benign prostatic hyperplasia affects up to 80% of men in their lifetime.,Prostatic Hyperplasia,LABEL_0
39036761,The purpose of this review is to provide a current overview of the risks and side effects of commonly used medications in benign prostatic hyperplasia management.,Hyperplasia,LABEL_0
39036761,The purpose of this review is to provide a current overview of the risks and side effects of commonly used medications in benign prostatic hyperplasia management.,Prostatic Hyperplasia,LABEL_0
39036761,The purpose of this review is to provide a current overview of the risks and side effects of commonly used medications in benign prostatic hyperplasia management.,Prostatic Hyperplasia,LABEL_0
39036668,Accurate prognostic predictions and personalized decision-making on induction chemotherapy (IC) for individuals with locally advanced nasopharyngeal carcinoma (LA-NPC) remain challenging.,Carcinoma,LABEL_0
39036668,Accurate prognostic predictions and personalized decision-making on induction chemotherapy (IC) for individuals with locally advanced nasopharyngeal carcinoma (LA-NPC) remain challenging.,Nasopharyngeal Carcinoma,LABEL_0
39036667,"In an oncogenic context, senescence is considered a tumor suppressive mechanism as it prevents cell proliferation and inhibits the progression from pre-malignant to malignant disease.",Disease,LABEL_0
39036667,"In an oncogenic context, senescence is considered a tumor suppressive mechanism as it prevents cell proliferation and inhibits the progression from pre-malignant to malignant disease.",Disease Progression,LABEL_0
39036667,"In an oncogenic context, senescence is considered a tumor suppressive mechanism as it prevents cell proliferation and inhibits the progression from pre-malignant to malignant disease.",Disease Progression,LABEL_0
39036663,Febrile neutropenia: Clinical approach to a controversial presentation of the COVID-19 era.,Febrile Neutropenia,LABEL_0
39036662,"With the proven therapeutic effect of trastuzumab deruxtecan (T-DXd) in patients with HER2-low (immunohistochemistry [IHC] 1+, or IHC2+/in situ hybridization [ISH]-) breast cancer, HER2-low may become a new subtype of targeted therapy for breast cancer.",Immunohistochemistry,LABEL_0
39036662,"With the proven therapeutic effect of trastuzumab deruxtecan (T-DXd) in patients with HER2-low (immunohistochemistry [IHC] 1+, or IHC2+/in situ hybridization [ISH]-) breast cancer, HER2-low may become a new subtype of targeted therapy for breast cancer.",Immunohistochemistry,LABEL_0
39036662,"With the proven therapeutic effect of trastuzumab deruxtecan (T-DXd) in patients with HER2-low (immunohistochemistry [IHC] 1+, or IHC2+/in situ hybridization [ISH]-) breast cancer, HER2-low may become a new subtype of targeted therapy for breast cancer.",Immunohistochemistry,LABEL_1
39036662,"With the proven therapeutic effect of trastuzumab deruxtecan (T-DXd) in patients with HER2-low (immunohistochemistry [IHC] 1+, or IHC2+/in situ hybridization [ISH]-) breast cancer, HER2-low may become a new subtype of targeted therapy for breast cancer.",In Situ Hybridization,LABEL_0
39036662,"With the proven therapeutic effect of trastuzumab deruxtecan (T-DXd) in patients with HER2-low (immunohistochemistry [IHC] 1+, or IHC2+/in situ hybridization [ISH]-) breast cancer, HER2-low may become a new subtype of targeted therapy for breast cancer.",In Situ Hybridization,LABEL_0
39036662,"The purpose of this consensus was to guide the clinical diagnosis and treatment of HER2-low breast cancer, thereby prolonging the overall survival of patients.",Consensus,LABEL_0
39036441,"Racial discrimination and mental health in the context of anti-Asian xenophobia: An intersecting approach of race, ethnicity, nativity, and socioeconomic status.",Xenophobia,LABEL_1
39036441,"Racial discrimination and mental health in the context of anti-Asian xenophobia: An intersecting approach of race, ethnicity, nativity, and socioeconomic status.",Mental Health,LABEL_0
39036441,"The COVID-19 pandemic, polarized politics, and heightened stigma and discrimination are salient drivers for negative mental health outcomes, particularly among marginalized racial and ethnic minoritized groups.",COVID-19,LABEL_1
39036441,"The present study examines the differential associations of racial discrimination and mental health based on an individual's race, ethnicity, foreign-born status, and educational attainment during the COVID-19 pandemic.",COVID-19,LABEL_0
39036441,"The present study examines the differential associations of racial discrimination and mental health based on an individual's race, ethnicity, foreign-born status, and educational attainment during the COVID-19 pandemic.",COVID-19,LABEL_1
39036441,"The present study examines the differential associations of racial discrimination and mental health based on an individual's race, ethnicity, foreign-born status, and educational attainment during the COVID-19 pandemic.",Mental Health,LABEL_1
39036441,"Our results suggest that association of racial discrimination and mental health varies across racial, ethnic, foreign-born, and education subgroups.",Mental Health,LABEL_1
39036441,Using an intersectional approach to address the widening inequities in racial discrimination and mental health during the COVID-19 pandemic contextualizes unique experience of discrimination and provides crucial insight on the patterns of mental health among marginalized groups.,COVID-19,LABEL_0
39036441,Using an intersectional approach to address the widening inequities in racial discrimination and mental health during the COVID-19 pandemic contextualizes unique experience of discrimination and provides crucial insight on the patterns of mental health among marginalized groups.,Mental Health,LABEL_1
39036441,Using an intersectional approach to address the widening inequities in racial discrimination and mental health during the COVID-19 pandemic contextualizes unique experience of discrimination and provides crucial insight on the patterns of mental health among marginalized groups.,Mental Health,LABEL_0
39036441,Using an intersectional approach to address the widening inequities in racial discrimination and mental health during the COVID-19 pandemic contextualizes unique experience of discrimination and provides crucial insight on the patterns of mental health among marginalized groups.,Mental Health,LABEL_0
39036093,Distinguishing between sickle cell disease and trait is crucial during the diagnosis of sickle cell disease.,Disease,LABEL_0
39036093,"The different rates of Hb polymerization resulting from slow and fast hypoxia lead to two distinct RBC shape distributions in the same blood sample, which allows us to identify it as healthy, trait, or disease.",Disease,LABEL_0
39036093,"Additionally, our field studies have demonstrated that ShapeDx™ is the first reported microscopy test capable of distinguishing between sickle cell disease and trait samples in resource-limited settings with the same accuracy as a gold standard test.",Sickle Cell Trait,LABEL_0
39035746,Chronic Myeloid Leukemia is characterized by the presence of the Philadelphia Chromosome (Ph) which contains the,Philadelphia Chromosome,LABEL_0
39035746,Chronic Myeloid Leukemia is characterized by the presence of the Philadelphia Chromosome (Ph) which contains the,Philadelphia Chromosome,LABEL_0
39035694,"The Traditional Chinese Medicine compound preparation known as Diwu Yanggan capsule (DWYG) can effectively hinder the onset and progression of hepatocellular carcinoma (HCC), which is recognized worldwide as a significant contributor to fatalities associated with cancer.",Carcinoma,LABEL_0
39035694,"The Traditional Chinese Medicine compound preparation known as Diwu Yanggan capsule (DWYG) can effectively hinder the onset and progression of hepatocellular carcinoma (HCC), which is recognized worldwide as a significant contributor to fatalities associated with cancer.",Carcinoma,LABEL_0
39035694,"The Traditional Chinese Medicine compound preparation known as Diwu Yanggan capsule (DWYG) can effectively hinder the onset and progression of hepatocellular carcinoma (HCC), which is recognized worldwide as a significant contributor to fatalities associated with cancer.",Hepatocellular,LABEL_0
39035338,The impact of COVID-19 pandemic on head and neck cancer diagnosis and treatment.,COVID-19,LABEL_0
39035249,Point-of-care ultrasonography (POCUS) is being increasingly recognized as an adjunct to physical examination.,Ultrasonography,LABEL_0
39035247,Health-Related Quality of Life Improves in Parallel with FEV1 and 6-Minute Walking Distance Test at Between 3 and 12 Months in Critical COVID-19 Survivors.,Walking,LABEL_1
39035247,"The aim of this study was to assess (1) changes in chest CT, pulmonary function test (PFT), functional capacity (6-minute walking distance test (6MWT)), and health-related quality of life (HR-QoL) among ICU COVID-19 survivors at 3, 6, and 12 months after ICU discharge and (2) predictors of persistent impairment/improvement in 6MWT and HR-QoL.",Walking,LABEL_0
39035247,"The aim of this study was to assess (1) changes in chest CT, pulmonary function test (PFT), functional capacity (6-minute walking distance test (6MWT)), and health-related quality of life (HR-QoL) among ICU COVID-19 survivors at 3, 6, and 12 months after ICU discharge and (2) predictors of persistent impairment/improvement in 6MWT and HR-QoL.",Walking,LABEL_0
39035247,"The aim of this study was to assess (1) changes in chest CT, pulmonary function test (PFT), functional capacity (6-minute walking distance test (6MWT)), and health-related quality of life (HR-QoL) among ICU COVID-19 survivors at 3, 6, and 12 months after ICU discharge and (2) predictors of persistent impairment/improvement in 6MWT and HR-QoL.",COVID-19,LABEL_0
39035247,"The aim of this study was to assess (1) changes in chest CT, pulmonary function test (PFT), functional capacity (6-minute walking distance test (6MWT)), and health-related quality of life (HR-QoL) among ICU COVID-19 survivors at 3, 6, and 12 months after ICU discharge and (2) predictors of persistent impairment/improvement in 6MWT and HR-QoL.",COVID-19,LABEL_0
39035247,"The aim of this study was to assess (1) changes in chest CT, pulmonary function test (PFT), functional capacity (6-minute walking distance test (6MWT)), and health-related quality of life (HR-QoL) among ICU COVID-19 survivors at 3, 6, and 12 months after ICU discharge and (2) predictors of persistent impairment/improvement in 6MWT and HR-QoL.",COVID-19,LABEL_1
39035244,Clinical Features and Impact on One Year Prognosis of Prescribing Low Doses of Direct Oral Anticoagulant Agents in a Middle Eastern Population with Atrial Fibrillation: Analysis from the Jordan Atrial Fibrillation Study.,Atrial Fibrillation,LABEL_0
39035244,Clinical Features and Impact on One Year Prognosis of Prescribing Low Doses of Direct Oral Anticoagulant Agents in a Middle Eastern Population with Atrial Fibrillation: Analysis from the Jordan Atrial Fibrillation Study.,Atrial Fibrillation,LABEL_0
39035244,Clinical Features and Impact on One Year Prognosis of Prescribing Low Doses of Direct Oral Anticoagulant Agents in a Middle Eastern Population with Atrial Fibrillation: Analysis from the Jordan Atrial Fibrillation Study.,Atrial Fibrillation,LABEL_0
39035244,Clinical Features and Impact on One Year Prognosis of Prescribing Low Doses of Direct Oral Anticoagulant Agents in a Middle Eastern Population with Atrial Fibrillation: Analysis from the Jordan Atrial Fibrillation Study.,Prognosis,LABEL_0
39035244,Direct oral anticoagulant agents (DOACs) are indicated for stroke prevention in patients with nonvalvular atrial fibrillation (NVAF).,Atrial Fibrillation,LABEL_1
39035244,Direct oral anticoagulant agents (DOACs) are indicated for stroke prevention in patients with nonvalvular atrial fibrillation (NVAF).,Atrial Fibrillation,LABEL_0
39035242,ST Elevation Myocardial Infarction Complicated by Cardiogenic Shock: Systematic Review of Survival Predictors.,Myocardial Infarction,LABEL_0
39035242,ST Elevation Myocardial Infarction Complicated by Cardiogenic Shock: Systematic Review of Survival Predictors.,ST Elevation Myocardial Infarction,LABEL_1
39035242,ST Elevation Myocardial Infarction Complicated by Cardiogenic Shock: Systematic Review of Survival Predictors.,ST Elevation Myocardial Infarction,LABEL_0
39035242,ST Elevation Myocardial Infarction Complicated by Cardiogenic Shock: Systematic Review of Survival Predictors.,ST Elevation Myocardial Infarction,LABEL_0
39035242,ST Elevation Myocardial Infarction Complicated by Cardiogenic Shock: Systematic Review of Survival Predictors.,Shock,LABEL_1
39035241,Trends and Outcomes of Interhospital Transfer for High-Risk Acute Pulmonary Embolism: A Nationwide Analysis.,Pulmonary Embolism,LABEL_1
39035241,Data on outcomes of patients with high-risk acute pulmonary embolism (PE) transferred from other hospitals are scarce.,Embolism,LABEL_0
39035241,Data on outcomes of patients with high-risk acute pulmonary embolism (PE) transferred from other hospitals are scarce.,Pulmonary Embolism,LABEL_0
39035237,Predictors of All-Cause 30-Day Readmissions in Patients with Heart Failure at an Urban Safety Net Hospital: The Importance of Social Determinants of Health and Mental Health.,Heart Failure,LABEL_0
39035237,Predictors of All-Cause 30-Day Readmissions in Patients with Heart Failure at an Urban Safety Net Hospital: The Importance of Social Determinants of Health and Mental Health.,Mental Health,LABEL_0
39034938,The Impact of Iron Deficiency on Disease Severity and Myocardial Function in Cardiac Amyloidosis.,Disease,LABEL_1
39027194,Extension of the theory of adherence to treatment in patients with coronary heart disease.,Coronary Disease,LABEL_0
39027145,"Approximately 10% of patients with damage to target organs such as the thyroid, pituitary, pancreas, and adrenal glands develop endocrine system immune-related adverse events (irAEs) such as thyroid dysfunction, pituitary gland inflammation, diabetes mellitus, and primary adrenal insufficiency.",Adrenal Insufficiency,LABEL_0
39027145,"Approximately 10% of patients with damage to target organs such as the thyroid, pituitary, pancreas, and adrenal glands develop endocrine system immune-related adverse events (irAEs) such as thyroid dysfunction, pituitary gland inflammation, diabetes mellitus, and primary adrenal insufficiency.",Diabetes Mellitus,LABEL_0
39027144,Coexistence of myeloproliferative neoplasms with multiple myeloma.,Neoplasms,LABEL_0
39027067,Intracameral mydriatic agents (ICMAs) are replacing the conventional method of topical mydriasis for its fast action and no need for repeated instillation before cataract surgery.,Mydriasis,LABEL_0
39027067,Intracameral mydriatic agents (ICMAs) are replacing the conventional method of topical mydriasis for its fast action and no need for repeated instillation before cataract surgery.,Cataract,LABEL_0
39022754,Food protein-induced enterocolitis syndrome (FPIES): Beyond the guidelines.,Enterocolitis,LABEL_0
39022754,Food protein-induced enterocolitis syndrome (FPIES) is a non-immunoglobulin E (IgE) cell mediated food allergy that can cause severe symptoms and is considered an allergic emergency.,Enterocolitis,LABEL_1
39022754,Food protein-induced enterocolitis syndrome (FPIES) is a non-immunoglobulin E (IgE) cell mediated food allergy that can cause severe symptoms and is considered an allergic emergency.,Syndrome,LABEL_1
39022752,Asthma is one of the most common chronic health conditions that affect children and adults.,Asthma,LABEL_0
39022752,"It is associated with many comorbid conditions, particularly those along the allergic spectrum, such as atopic dermatitis, allergic rhinitis, and food allergy.",Allergic,LABEL_0
39022752,"It is associated with many comorbid conditions, particularly those along the allergic spectrum, such as atopic dermatitis, allergic rhinitis, and food allergy.",Allergic,LABEL_0
39022752,"The relationship between asthma and food allergies involves prognosis, management, and understanding of risk for severe reactions.",Prognosis,LABEL_0
39022752,"The relationship between asthma and food allergies involves prognosis, management, and understanding of risk for severe reactions.",Asthma,LABEL_0
39022752,It is important for clinicians to have a current understanding of the evidence about the relationship between asthma and food allergy to participate in shared decision-making and counseling with patients.,Counseling,LABEL_1
39022752,It is important for clinicians to have a current understanding of the evidence about the relationship between asthma and food allergy to participate in shared decision-making and counseling with patients.,Asthma,LABEL_0
39022126,Transcriptional factor Forkhead box M1 (FOXM1) plays an important role in pancreatic ductal adenocarcinoma (PDAC) development and progression.,Role,LABEL_0
39021439,"Autism Spectrum Disorder (ASD) is a heterogeneous disorder in children, and the current clinical diagnosis is accomplished using behavioral, cognitive, developmental, and language metrics.",Diagnosis,LABEL_0
39021439,"Autism Spectrum Disorder (ASD) is a heterogeneous disorder in children, and the current clinical diagnosis is accomplished using behavioral, cognitive, developmental, and language metrics.",Autism Spectrum Disorder,LABEL_0
39021439,"Autism Spectrum Disorder (ASD) is a heterogeneous disorder in children, and the current clinical diagnosis is accomplished using behavioral, cognitive, developmental, and language metrics.",Autism Spectrum Disorder,LABEL_0
39017329,: A Nobel laureate in economics explains how artificial intelligence will affect the workforce.,Affect,LABEL_0
39011267,"With the help of this study, we determined the prevalence of COVID-19 IgG antibodies with respect to vaccination.",Respect,LABEL_0
39011267,"The above study has shown that COVID-19 vaccination enhances covid antibody formation, and multiple doses of vaccine ensure longevity of these antibodies.",Antibody Formation,LABEL_0
39011267,"The above study has shown that COVID-19 vaccination enhances covid antibody formation, and multiple doses of vaccine ensure longevity of these antibodies.",COVID-19,LABEL_0
39010957,Q fever is an important zoonotic disease with a worldwide distribution.,Fever,LABEL_0
39010957,Q fever is an important zoonotic disease with a worldwide distribution.,Q Fever,LABEL_1
39010957,Q fever is an important zoonotic disease with a worldwide distribution.,Q Fever,LABEL_0
39010957,"Outbreaks of Q fever are unpredictable and can affect many people, resulting in a significant burden on public health.",Fever,LABEL_0
39010957,"Outbreaks of Q fever are unpredictable and can affect many people, resulting in a significant burden on public health.",Q Fever,LABEL_1
39010957,"Outbreaks of Q fever are unpredictable and can affect many people, resulting in a significant burden on public health.",Q Fever,LABEL_0
39010957,The epidemiology of the disease is complex and substantial efforts are required to understand and control Q fever outbreaks.,Fever,LABEL_0
39010957,The epidemiology of the disease is complex and substantial efforts are required to understand and control Q fever outbreaks.,Disease,LABEL_0
39010957,The epidemiology of the disease is complex and substantial efforts are required to understand and control Q fever outbreaks.,Q Fever,LABEL_0
39010957,Documented Q fever outbreaks varied in size (2 to 4107 cases) and duration (4 to 1722 days).,Fever,LABEL_0
39010957,Documented Q fever outbreaks varied in size (2 to 4107 cases) and duration (4 to 1722 days).,Q Fever,LABEL_1
39010957,Documented Q fever outbreaks varied in size (2 to 4107 cases) and duration (4 to 1722 days).,Q Fever,LABEL_0
39007954,"Unveiling the intricacies of COVID-19: Autoimmunity, multi-organ manifestations and the role of autoantibodies.",Autoimmunity,LABEL_0
39007954,"Unveiling the intricacies of COVID-19: Autoimmunity, multi-organ manifestations and the role of autoantibodies.",Autoimmunity,LABEL_0
39007954,"Unveiling the intricacies of COVID-19: Autoimmunity, multi-organ manifestations and the role of autoantibodies.",COVID-19,LABEL_1
39007954,COVID-19 is a severe infectious disease caused by a SARS-CoV-2 infection.,Disease,LABEL_1
39007954,COVID-19 is a severe infectious disease caused by a SARS-CoV-2 infection.,COVID-19,LABEL_1
39007954,COVID-19 is a severe infectious disease caused by a SARS-CoV-2 infection.,COVID-19,LABEL_0
39007954,COVID-19 is a severe infectious disease caused by a SARS-CoV-2 infection.,COVID-19,LABEL_1
39007954,It has caused a global pandemic and can lead to acute respiratory distress syndrome (ARDS).,Respiratory Distress Syndrome,LABEL_1
39007954,"A pivotal factor in the disease's progression is autoimmunity, which intensifies its severity and contributes to multi-organ injuries.",Autoimmunity,LABEL_0
39007088,In this study we developed a neuroimaging synthesis technique to augment data for training fully-convolutional networks (U-nets) to perform automatic glioma segmentation.,Neuroimaging,LABEL_0
39007088,Future work may seek to optimize the efficiency of synthetic data generation for augmentation of neuroimaging data.,Neuroimaging,LABEL_0
39007087,"These studies reported that the onset of multiple diseases can be attributed to impairment in the glymphatic system, which is newly referred as central nervous system (CNS) interstitial fluidopathy.",Central Nervous System Diseases,LABEL_0
39007087,"These studies reported that the onset of multiple diseases can be attributed to impairment in the glymphatic system, which is newly referred as central nervous system (CNS) interstitial fluidopathy.",Nervous System Diseases,LABEL_0
39007085,"The rapidly advancing neural organoid technology enables the use of living human neural tissue as research material and contributes to our understanding of the development, structure and function of the human nervous system, and is expected to be used to overcome neurological diseases and for regenerative medicine.",Human Development,LABEL_0
39005971,"Invasive fungal infections are a major health threat with high morbidity and mortality, highlighting the urgent need for rapid diagnostic tools to detect antifungal resistance.",Invasive Fungal Infections,LABEL_0
39005971,"Invasive fungal infections are a major health threat with high morbidity and mortality, highlighting the urgent need for rapid diagnostic tools to detect antifungal resistance.",Infections,LABEL_0
39005567,"This study aimed to evaluate the association between SLC22A1 rs72552763 and rs628031, SLC47A1 rs2289669 and KCNJ11 rs5219 genetic variations with sulfonylurea and metformin combination therapy efficacy and safety in Egyptian type 2 diabetes mellitus patients.",Association,LABEL_0
39005567,"This study aimed to evaluate the association between SLC22A1 rs72552763 and rs628031, SLC47A1 rs2289669 and KCNJ11 rs5219 genetic variations with sulfonylurea and metformin combination therapy efficacy and safety in Egyptian type 2 diabetes mellitus patients.",Diabetes Mellitus,LABEL_1
39005567,"This study aimed to evaluate the association between SLC22A1 rs72552763 and rs628031, SLC47A1 rs2289669 and KCNJ11 rs5219 genetic variations with sulfonylurea and metformin combination therapy efficacy and safety in Egyptian type 2 diabetes mellitus patients.",Diabetes Mellitus,LABEL_0
39005567,"This study aimed to evaluate the association between SLC22A1 rs72552763 and rs628031, SLC47A1 rs2289669 and KCNJ11 rs5219 genetic variations with sulfonylurea and metformin combination therapy efficacy and safety in Egyptian type 2 diabetes mellitus patients.",Diabetes Mellitus,LABEL_1
39005567,"This study aimed to evaluate the association between SLC22A1 rs72552763 and rs628031, SLC47A1 rs2289669 and KCNJ11 rs5219 genetic variations with sulfonylurea and metformin combination therapy efficacy and safety in Egyptian type 2 diabetes mellitus patients.",Diabetes Mellitus,LABEL_0
39005567,"This study aimed to evaluate the association between SLC22A1 rs72552763 and rs628031, SLC47A1 rs2289669 and KCNJ11 rs5219 genetic variations with sulfonylurea and metformin combination therapy efficacy and safety in Egyptian type 2 diabetes mellitus patients.",Type 2,LABEL_0
39005563,"Therefore, this study aimed to investigate how the electrical stimulation and the temporary inactivation of VTA affect the morphine- dependent behavior in male rats.",Behavior,LABEL_1
39005563,"Therefore, this study aimed to investigate how the electrical stimulation and the temporary inactivation of VTA affect the morphine- dependent behavior in male rats.",Affect,LABEL_0
39005562,Retinitis pigmentosa (RP) accounts for 2 percent of global cases of blindness.,Retinitis Pigmentosa,LABEL_0
39005562,Retinitis pigmentosa (RP) accounts for 2 percent of global cases of blindness.,Retinitis Pigmentosa,LABEL_1
39005562,Retinitis pigmentosa (RP) accounts for 2 percent of global cases of blindness.,Retinitis Pigmentosa,LABEL_0
39005562,Retinitis pigmentosa (RP) accounts for 2 percent of global cases of blindness.,Retinitis,LABEL_0
39005562,Retinitis pigmentosa (RP) accounts for 2 percent of global cases of blindness.,Retinitis,LABEL_0
39003051,So we aimed to prospectively investigate the role of serum uric acid (SUA) on the association between blood As exposure and incident MetS.,Role,LABEL_0
39003051,"To investigate the role of SUA in the association between As and MetS, a mediation analysis was conducted.",Association,LABEL_1
38995289,Obesity and High Blood Pressure in Chronic Kidney Disease.,Obesity,LABEL_0
38995289,Obesity and High Blood Pressure in Chronic Kidney Disease.,Chronic Disease,LABEL_0
38995289,Obesity and High Blood Pressure in Chronic Kidney Disease.,Blood Pressure,LABEL_0
38995288,Successful Management of Pulmonary Mucormycosis Presenting as Round Pneumonia by Lung Resection in a Kidney Transplant Recipient.,Pneumonia,LABEL_1
38995288,We report a case of pulmonary mucormycosis presenting as round pneumonia 1 year and 1 month after the transplant.,Pneumonia,LABEL_1
38995287,"We report a case of a 69-year-old Caucasian male with a history of hypertension, Type 2 diabetes, and Stage IIIa chronic kidney disease (CKD), who presented to the emergency department with positional dizziness, generalized weakness, weight loss, and suppressed appetite.",Disease,LABEL_0
38995287,"We report a case of a 69-year-old Caucasian male with a history of hypertension, Type 2 diabetes, and Stage IIIa chronic kidney disease (CKD), who presented to the emergency department with positional dizziness, generalized weakness, weight loss, and suppressed appetite.",Chronic Disease,LABEL_1
38995287,"We report a case of a 69-year-old Caucasian male with a history of hypertension, Type 2 diabetes, and Stage IIIa chronic kidney disease (CKD), who presented to the emergency department with positional dizziness, generalized weakness, weight loss, and suppressed appetite.",Chronic Disease,LABEL_0
38995287,"We report a case of a 69-year-old Caucasian male with a history of hypertension, Type 2 diabetes, and Stage IIIa chronic kidney disease (CKD), who presented to the emergency department with positional dizziness, generalized weakness, weight loss, and suppressed appetite.",Weight Loss,LABEL_1
38995287,"We report a case of a 69-year-old Caucasian male with a history of hypertension, Type 2 diabetes, and Stage IIIa chronic kidney disease (CKD), who presented to the emergency department with positional dizziness, generalized weakness, weight loss, and suppressed appetite.",Dizziness,LABEL_0
38995287,The urinalysis showed hematuria and significant non-nephrotic proteinuria.,Urinalysis,LABEL_0
38995287,A kidney biopsy showed focal crescentic glomerulonephritis of the pauci-immune type.,Glomerulonephritis,LABEL_0
38995287,A kidney biopsy showed focal crescentic glomerulonephritis of the pauci-immune type.,Biopsy,LABEL_0
38995287,"Initially, treatment with immunosuppressive medication was deferred because the biopsy findings suggested a poor renal outcome, as the cortical sample showed tubular atrophy and interstitial fibrosis of more than 50%.",Biopsy,LABEL_0
38995287,"Initially, treatment with immunosuppressive medication was deferred because the biopsy findings suggested a poor renal outcome, as the cortical sample showed tubular atrophy and interstitial fibrosis of more than 50%.",Treatment Outcome,LABEL_0
38995287,"He required dialysis and brief empiric antibiotics for pneumonia, and anticoagulation for deep venous thrombosis, and was treated with intravenous (IV) pulsed steroids, followed by gradually tapering oral steroids and rituximab induction therapy.",Venous Thrombosis,LABEL_0
38995287,"He required dialysis and brief empiric antibiotics for pneumonia, and anticoagulation for deep venous thrombosis, and was treated with intravenous (IV) pulsed steroids, followed by gradually tapering oral steroids and rituximab induction therapy.",Thrombosis,LABEL_0
38995286,"Adapting Clinical Practice Guidelines for Chronic Kidney Disease: Blood Pressure Management and Kidney Replacement Therapy in Adults and Children in the Saudi Arabian Context Using the Grading of Recommendations Assessment, Development, and Evaluation-ADOLOPMENT Methodology.",Chronic Disease,LABEL_0
38995286,"Adapting Clinical Practice Guidelines for Chronic Kidney Disease: Blood Pressure Management and Kidney Replacement Therapy in Adults and Children in the Saudi Arabian Context Using the Grading of Recommendations Assessment, Development, and Evaluation-ADOLOPMENT Methodology.",Blood Pressure,LABEL_0
38995286,"This practice guideline was developed by the chronic kidney disease (CKD) Task Force, which was composed of clinical and methodological experts.",Chronic Disease,LABEL_1
38995285,Evaluation of Serum Visfatin as a Biomarker of Lupus Nephritis in Egyptian Patients with Systemic Lupus Erythematosus.,Lupus Nephritis,LABEL_0
38995285,Evaluation of Serum Visfatin as a Biomarker of Lupus Nephritis in Egyptian Patients with Systemic Lupus Erythematosus.,Lupus Nephritis,LABEL_0
38995285,Evaluation of Serum Visfatin as a Biomarker of Lupus Nephritis in Egyptian Patients with Systemic Lupus Erythematosus.,Lupus Nephritis,LABEL_0
38995285,Evaluation of Serum Visfatin as a Biomarker of Lupus Nephritis in Egyptian Patients with Systemic Lupus Erythematosus.,Nephritis,LABEL_0
38995285,One of the most significant consequences of systemic lupus erythematosus (SLE) is lupus nephritis (LN).,Lupus Nephritis,LABEL_0
38995285,One of the most significant consequences of systemic lupus erythematosus (SLE) is lupus nephritis (LN).,Lupus Nephritis,LABEL_0
38995284,"Diabetic nephropathy (DN) is a major complication of diabetes mellitus (DM), leading to end-stage renal disease.",Disease,LABEL_0
