symptom_cui|disease_cui|symptom_name|disease_name|icd9_code
C0232968|C0156407|Menopausal problem; Menopausal problem, NOS; Menopausal problem (finding)|Unspecified menopausal and postmenopausal disorder; Menopausal and postmenopausal disorders|6279 - Unspecified menopausal and postmenopausal disorder
C0232978|C0029782|Spermatoschesis; Spermatoschesis (finding)|Other specified disorders of male genital organs; Other specified disorders of the male genital organs|2218 - Benign neoplasm of other specified sites of female genital organs
C0232979|C0029782|Spermatemphraxis; Spermatemphraxis (finding)|Other specified disorders of male genital organs; Other specified disorders of the male genital organs|2218 - Benign neoplasm of other specified sites of female genital organs
C0232982|C0004509|Complete spermatogenic arrest; Complete spermatogenic arrest (finding)|Azoospermia; AZOOSPERMIA; azoospermia; Azoospermia NOS; azospermia; AZOSPERMIA; Azoospermatism; Sperm absent - azoospermia; Sperm absent; Spermatozoa absent; Absent sperm in semen; Azoospermia disorder (disorder); Azoospermia (finding); Azoospermia disorder; azoospermia (diagnosis)|6142 - Salpingitis and oophoritis not specified as acute, subacute, or chronic
C0232982|C0268979|Complete spermatogenic arrest; Complete spermatogenic arrest (finding)|Infertility due to complete spermatogenic arrest; Infertility due to complete spermatogenic arrest (disorder); Male infertility due to complete spermatogenic arrest|V230 - Supervision of high-risk pregnancy with history of infertility
C0232983|C0004509|Incomplete spermatogenic arrest; Incomplete spermatogenic arrest (finding)|Azoospermia; AZOOSPERMIA; azoospermia; Azoospermia NOS; azospermia; AZOSPERMIA; Azoospermatism; Sperm absent - azoospermia; Sperm absent; Spermatozoa absent; Absent sperm in semen; Azoospermia disorder (disorder); Azoospermia (finding); Azoospermia disorder; azoospermia (diagnosis)|6142 - Salpingitis and oophoritis not specified as acute, subacute, or chronic
C0232983|C0268982|Incomplete spermatogenic arrest; Incomplete spermatogenic arrest (finding)|Infertility due to incomplete spermatogenic arrest; Infertility due to incomplete spermatogenic arrest (disorder)|V230 - Supervision of high-risk pregnancy with history of infertility
C0233138|C0269839|Uterine incoordination, first degree; uterine incoordination - first degree; uterine incoordination, first degree; uterine incoordination, first degree (diagnosis); Uterine incoordination, first degree (disorder)|Dyscoordinate labor; labor; dyscoordinate; dyscoordinate; labor; Dyscoordinate labour; Uterine incoordination; Uterine incoordination, NOS; Incoordinate uterine action; Incoordinate uterine activity; Dyscoordinate labor (disorder); uterus; incoordination; incoordination; uterus; incoordination of uterine contractions (diagnosis); incoordination of uterine contractions; incoordinate uterine contractions|6181 - Uterine prolapse without mention of vaginal wall prolapse
C0233179|C0233213|Clinical sign related to pregnancy; CLINICAL SIGNS RELATED TO PREGNANCY; Clinical sign related to pregnancy (physical finding); Clinical sign related to pregnancy (finding); clinical finding related to pregnancy sign|Hydrorrhea gravidarum; Hydrorrhoea gravidarum; clinical finding related to pregnancy sign hydrorrhea gravidarum; Hydrorrhea gravidarum (physical finding); Hydrorrhea gravidarum (finding); pregnancy; hydrorrhea|6181 - Uterine prolapse without mention of vaginal wall prolapse
C0233193|C0159027|Fetal souffle; Souffle, fetal; Foetal souffle; Fetal souffle (physical finding); heart sounds fetal souffle; Fetal souffle (finding)|Other specified conditions originating in the perinatal period|7712 - Other congenital infections specific to the perinatal period
C0233200|C0549567|Cullen's sign; cullen's sign; CULLEN SIGN; Cullen sign; cullen sign; cullen's signs; PERIUMBILICAL PURPURA; Abdominal discoloration - around umbilicus; Abdominal discolouration - around umbilicus; Blood staining of periumbilical area; Cullen's sign (finding); abdomen Cullen's sign (periumbilical bluish discoloration); periumbilical bluish discoloration; Cullen's sign (physical finding)|Pigmentation Disorders; disorders pigmentation; Pigmentation disorders; pigmentation disorders; Disorder, Pigmentation; Pigmentation Disorder; pigmentation disorder; Pigmentation disorder NOS; Pigmentation disorder; disorder; pigmentation; pigmentation; disorder; Disorder of pigmentation; Disorders, Pigmentation; Pigment alteration; Pigment Alterations; Pigment alteration, NOS; Disorder of pigmentation, unspecified; Pigmen Disorders; pigment disorders; pigment disorder; pigmentation disorder (diagnosis); Pigment alteration (morphologic abnormality); Disorder of pigmentation (disorder)|7789 - Unspecified condition involving the integument and temperature regulation of fetus and newborn
C0233389|C0156325|Subinvolution of breast; subinvolution of breast; breast; subinvolution; subinvolution; breast; Subinvolution of breast (finding); subinvolution of breast (diagnosis)|Other specified disorders of breast|6028 - Other specified disorders of prostate
C0233390|C0006145|Postpartum subinvolution of breast; Subinvolution of breast (postpartum); postpartum breast subinvolution; Postlactation subinvolution of breast; Postlactational subinvolution of breast; Subinvolution of breast (postlactational); post-lactational subinvolution of breast; post-lactational subinvolution of breast (diagnosis); Postpartum subinvolution of breast (finding); postpartum breast subinvolution (diagnosis)|Breast Diseases; breast diseases; Disease of breast; Diseases of Breast; Breast Disease; Disease, Breast; DISEASES OF THE BREAST; Disease of breast, NOS; breast disease; disease of breast; diseases of breast; diseases of the breast; Breast disease; Breast--Diseases; BREAST DISEASE; Diseases, Breast; Disorder of breast; Disorders of breast; BREAST DISORDER; Disorder of breast, NOS; DISORDERS OF BREAST; breast disorder; BREAST DISORDERS; Breast disorder NOS; Breast disorders; Breast disorder; Breast Disorder; breast disorders; Unspecified breast disorder; Disorder of breast, unspecified; mammary disorder; Mastopathy; mastopathy; Disorder of breast (disorder); breast disorders (diagnosis); Disorders of breast (N60-N65)|677 - Late effect of complication of pregnancy, childbirth, and the puerperium
C0233390|C0156325|Postpartum subinvolution of breast; Subinvolution of breast (postpartum); postpartum breast subinvolution; Postlactation subinvolution of breast; Postlactational subinvolution of breast; Subinvolution of breast (postlactational); post-lactational subinvolution of breast; post-lactational subinvolution of breast (diagnosis); Postpartum subinvolution of breast (finding); postpartum breast subinvolution (diagnosis)|Other specified disorders of breast|6028 - Other specified disorders of prostate
C0233509|C0233501|Mood hypersomnia|Physiological disturbance associated with mood, NOS; PHYSIOLOGICAL DISTURBANCES ASSOCIATED WITH MOOD|3094 - Adjustment disorder with mixed disturbance of emotions and conduct
C0233763|C0155006|Hallucinations, Visual; Visual hallucinations; visual hallucinations; hallucinations visual; HALLUCINATION VISUAL; Hallucination, visual; VISUAL HALLUCINATION; Visual hallucination; Hallucinations Visual; visual hallucination; Hallucination visual; Hallucination, Visual; Visual Hallucination; hallucination; visual; visual; hallucination; hallucination visual; Visual Hallucinations; Seeing things; seeing things; see things; see thing; seeing thing; visual hallucinations (symptom); Visual hallucinations (finding); vision; hallucinations; visual hallucination (physical finding); visual hallucinations (diagnosis)|Psychophysical visual disturbance; Psychophysical visual disturbances; Psychophysical visual disturbance, NOS; psychophysical visual disturbances; psychophysical visual disturbances (diagnosis); Psychophysical visual disturbance (disorder)|7239 - Unspecified musculoskeletal disorders and symptoms referable to neck
C0233769|C1720062|Micropsia; MICROPSIA; micropsia; Micropsias; Lilliputian hallucination; Hallucination, lilliputian; lilliputian hallucination; Small visual image; Micropsia (disorder); objects appear smaller than real (micropsia); objects appear smaller than real; objects appear smaller than real (symptom); micropsia (physical finding)|Subjective visual disturbance of image size; Subjective visual disturbance of image size (disorder)|7811 - Disturbances of sensation of smell and taste
C0233769|C1720077|Micropsia; MICROPSIA; micropsia; Micropsias; Lilliputian hallucination; Hallucination, lilliputian; lilliputian hallucination; Small visual image; Micropsia (disorder); objects appear smaller than real (micropsia); objects appear smaller than real; objects appear smaller than real (symptom); micropsia (physical finding)|Micropsia due to organic disease; Micropsia due to organic disease (disorder)|3383 - Neoplasm related pain (acute) (chronic)
C0233769|C2242981|Micropsia; MICROPSIA; micropsia; Micropsias; Lilliputian hallucination; Hallucination, lilliputian; lilliputian hallucination; Small visual image; Micropsia (disorder); objects appear smaller than real (micropsia); objects appear smaller than real; objects appear smaller than real (symptom); micropsia (physical finding)|Hysterical micropsia; Micropsia, hysterical|6274 - Symptomatic states associated with artificial menopause
C0233973|C0033117|Painful penile erection; Penile erection, painful; pain; erection; ERECTION PAIN; Pain;erection; pain erection; erection pain; erection; pain; Painful erection; erection painful; erection; painful; painful erection; erections painful; painful erections; Painful penile erection (finding)|Priapism; PRIAPISM; priapism; Priapisms; Pathologic erection; chronic erection; CHRONIC ERECTION; Mentulagra; hulseyism; Priapism (disorder); priapism (diagnosis); Priapism, unspecified|6142 - Salpingitis and oophoritis not specified as acute, subacute, or chronic
C0233973|C0393776|Painful penile erection; Penile erection, painful; pain; erection; ERECTION PAIN; Pain;erection; pain erection; erection pain; erection; pain; Painful erection; erection painful; erection; painful; painful erection; erections painful; painful erections; Painful penile erection (finding)|Sleep-Related Painful Erections; Sleep-related painful erections; Erection, Sleep-Related Painful; Painful Erection, Sleep-Related; Sleep Related Painful Erections; Sleep-Related Painful Erection; Erections, Sleep-Related Painful; Painful Erections, Sleep Related; Painful Erections, Sleep-Related; Sleep-related painful erections (disorder)|9073 - Late effect of injury to nerve root(s), spinal plexus(es), and other nerves of trunk
C0234248|C0347894|Reminiscent neuralgia; Neuralgia, reminiscent; Reminiscent neuralgia (finding)|Neuralgia, neuritis, and radiculitis, unspecified|7292 - Neuralgia, neuritis, and radiculitis, unspecified
C0234357|C0013384|Adiadochokinesis; ADIADOKOKINESIS; Adiadochokinesia; Adiadokokinesia; Adiadokokinesis; Adiadochokineses; Adiadochokinesia (finding)|Dyskinetic syndrome; SYNDROME DYSKINETIC; Syndrome dyskinetic; DYSKINETIC SYNDROME; Dyskinesias; Dyskinesia; DYSKINESIA; Dyskinesia NOS; dyskinesia; Dyscinesia; Dyskenesic; Abnormal Movements; Abnormal Movement; Movement, Abnormal; Movements, Abnormal; Disorder of involuntary muscle movements; Dyskinesia (finding); Dyskinesis|5305 - Dyskinesia of esophagus
C0234362|C0392702|Synkinesis; synkinesis; Synkineses; Synkinesia; synkinesia; synkinesias; Synkinesis (finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234363|C0154706|Post-hemiplegic chorea; posthemiplegic; chorea; posthemiplegic chorea; chorea; posthemiplegic; Post-hemiplegic chorea (disorder)|Other specified paralytic syndromes; Other Specified Paralytic Syndromes; Other specified paralytic syndrome|3239 - Unspecified causes of encephalitis, myelitis, and encephalomyelitis
C0234363|C0393572|Post-hemiplegic chorea; posthemiplegic; chorea; posthemiplegic chorea; chorea; posthemiplegic; Post-hemiplegic chorea (disorder)|Disorders presenting primarily with chorea|3148 - Other specified manifestations of hyperkinetic syndrome
C0234369|C0392702|Trembling; TREMBLING; trembling; Trembles; trembles; tremble; Tremble; Involuntary trembling; tremulous; TREMULOUS; Trembles (finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234370|C0392702|Persistent Tremor; Persistent tremor; persistent tremor; Persistent Tremors; Tremor, Persistent; persistent tremor (physical finding); Persistent tremor (finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234371|C0392702|Continuous Tremor; Continuous tremor; continuous tremor; Continuous Tremors; Tremor, Continuous; continuous tremor (physical finding); Continuous tremor (finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234372|C0392702|Intermittent Tremor; Intermittent tremor; Intermittent Tremors; Tremor, Intermittent; Intermittent tremor (finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234373|C0392702|Fine Tremor; TREMOR FINE; Tremor, fine; Tremor fine; Fine tremor; fine tremor; fine tremors; Fine Tremors; Tremor, Fine; Fine tremor (finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234374|C0392702|Coarse Tremor; TREMOR COARSE; Tremor coarse; Coarse tremor; coarse tremor; Coarse Tremors; Tremor, Coarse; Coarse tremor (finding); coarse tremor (physical finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234375|C0392702|Massive Tremor; Massive tremor; Massive Tremors; Tremor, Massive; Massive tremor (finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234377|C0392702|Passive Tremor; Passive tremor; Passive Tremors; Tremor, Passive; Passive tremor (finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234378|C0270736|Static Tremor; Tremor, static; Static tremor; static tremor; static tremors; Static Tremors; Tremor, Static; Postural tremor; Tremor, postural; postural tremor; postural tremors; Static tremor (finding)|Essential Tremor; Tremor, essential; tremor essential; TREMOR ESSENTIAL; tremor; essential; Essential tremor; essential tremor; essential; tremor; essential tremors; Essential Tremors; Tremors, Essential; Tremor, Essential; benign essential tremor syndrome; BENIGN ESSENTIAL TREMOR SYNDROME; PRESENILE TREMOR SYNDROME; Benign Essential Tremor; essential benign tremor; Benign essential tremor; benign essential tremor; benign essential tremors; essential benign tremors; Benign Essential Tremors; Essential Tremors, Benign; Tremors, Benign Essential; Essential Tremor, Benign; Tremor, Benign Essential; Essential tremor (hereditary); Tremor, physiological; physiological tremor; Essential tremor (disorder); Essential tremor (diagnosis)|V062 - Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with typhoid-paratyphoid (DTP + TAB)
C0234378|C0392702|Static Tremor; Tremor, static; Static tremor; static tremor; static tremors; Static Tremors; Tremor, Static; Postural tremor; Tremor, postural; postural tremor; postural tremors; Static tremor (finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234379|C0392702|Resting Tremor; tremor resting; TREMOR RESTING; Resting tremor; resting tremor; Rest tremor; rest tremors; rest tremor; resting tremors; Rest Tremor; Rest Tremors; Resting Tremors; Tremor, Rest; rest; tremor; tremor; rest; Tremor Resting; Tremor, Resting; Tremor at rest; Resting tremor (finding); resting tremor (physical finding)|Abnormal involuntary movements; abnormal involuntary movements; Abnormal involuntary movement; abnormal involuntary movement; abnormal; involuntary movement; involuntary movement; abnormal; movement; abnormal, involuntary; Abnormal;movements;involuntary; Unspecified abnormal involuntary movements|7810 - Abnormal involuntary movements
C0234542|C0014544|Epileptic aura; Aura, epileptic; epileptic aura; EPILEPTIC AURA; auras epileptic; Premonition of epileptic fit|Epilepsy; EPILEPSY; epilepsy; Epilepsies; Epilepsy, NOS; Epilepsy NOS; epilepsies; Seizure Disorder; disorder seizure; SEIZURE DISORDER; seizure disorder; Seizure disorder; disorder seizures; disorders seizures; disorders seizure; seizure disorders; Seizure Disorders; Seizure disorder NOS; epileptic seizure; Seizure;epileptic; Epileptic seizures, NOS; Epileptic seizures NOS; epileptic seizures; seizure epileptic; CLINICAL EPILEPSY DIAGNOSES; CLINICAL EPILEPTIC SYNDROMES AND SEIZURES; convulsions; epileptic; Epileptic convulsions, NOS; Epileptic convulsions NOS; convulsion epileptic; epileptic; convulsions; Epileptic disorder, NOS; disorders epileptic; Epileptic fits NOS; Epileptic fits, NOS; Epileptic fit; epileptic fits; epileptic fit; Epilepsy, unspecified; Epilepsy all types; Epileptic attack, NOS; attacks epileptic; epileptic attack; Seizure syndrome; syndrome seizure; seizure syndrome; seizures syndromes; seizures syndrome; Seizure Syndromes; EF - Epileptic fit; EP - Epilepsy; Epileptic; epileptic; epileptics; epilepsia; Seizure disorder (disorder); Epilepsy (disorder); disorder epilepsy; morbus; caducus; caducus; morbus; epilepsy; cerebral; cerebral; epileptic; epilepsy; cortical; epilepsy; fit; syndrome; epileptic; epileptic; syndrome; epilepsy (diagnosis); epilepsis; Types of epilepsy; epilepsy types|V063 - Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio]
C0234544|C0154706|Todd Paralysis; paralysis; Todd; todd paralysis; Todd; paralysis; Paralysis, Todd's; Todd's paralysis; todd's paralysis; todds paralysis; Todd's Paralysis; Todds Paralysis; Paralysis, Todd; Postictal paralysis; Postseizure paralysis; Todd's paresis; todd's paresis; Todd paresis; Todd's paralysis (diagnosis); Todd's paresis (finding)|Other specified paralytic syndromes; Other Specified Paralytic Syndromes; Other specified paralytic syndrome|3239 - Unspecified causes of encephalitis, myelitis, and encephalomyelitis
C0234705|C0042798|Spherical aberration of vision; Spherical aberration, vision; Spherical aberration of vision (finding)|Low Vision; Low vision; low vision; Low vision, NOS; Vision, Low; Vision decreased; Decreased vision; Decreased;vision; decreased vision; Vision, Diminished; DIMINISHED VISION; Diminished Vision; Vision, Subnormal; Subnormal Vision; Visual impairment; loss of vision; Darkened vision; Dim vision; VISION DIM; Vision dim; dim vision; dimming vision; LV - Low vision; Poor vision; vision; poor; poor; vision; poor vision; Poor;vision; Loss of eyesight; Vision, Reduced; Reduced vision; Reduced Vision; Dim vision (disorder)|8972 - Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, without mention of complication
C0234706|C0042798|Chromatic aberration of vision; Chromatic aberration, vision; Chromatic aberration of vision (finding)|Low Vision; Low vision; low vision; Low vision, NOS; Vision, Low; Vision decreased; Decreased vision; Decreased;vision; decreased vision; Vision, Diminished; DIMINISHED VISION; Diminished Vision; Vision, Subnormal; Subnormal Vision; Visual impairment; loss of vision; Darkened vision; Dim vision; VISION DIM; Vision dim; dim vision; dimming vision; LV - Low vision; Poor vision; vision; poor; poor; vision; poor vision; Poor;vision; Loss of eyesight; Vision, Reduced; Reduced vision; Reduced Vision; Dim vision (disorder)|8972 - Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, without mention of complication
C0234706|C0474381|Chromatic aberration of vision; Chromatic aberration, vision; Chromatic aberration of vision (finding)|Chromatopsia; CHROMATOPSIA; chromatopsia; Perception of things changing color; Perception of things changing colour; Chromatopsia (finding)|9764 - Poisoning by keratolytics, keratoplastics, other hair treatment drugs and preparations
C0234862|C0013080|Cry of Down's syndrome; Cry of Down syndrome; Cry of Down's syndrome (finding)|Down Syndrome; DOWN SYNDROME; Down syndrome; Down's Syndrome; Downs Syndrome; Syndrome, Down's; DOWN'S SYNDROME; Down's syndrome; SYNDROME DOWN'S; downing syndrome; Downs syndrome; Syndrome Down's; Syndrome, Down; Chromosomal imbalance syndrome, pair 21, trisomy; Mongolism; MONGOLISM; mongolism; Trisomy 21 Syndrome; syndrome; trisomy, 21; trisomy; syndrome, 21; Trisomy 21 syndrome; TRISOMY 21 SYNDROME; trisomy 21 syndrome; Trisomy 21; 21 trisomy; TRISOMY 21; trisomy 21; trisomy; 21; Trisomy 21 NOS; 21 trisomies; mongoloidism; MONGOLOIDISM; Complete trisomy 21 syndrome; Langdon Down syndrome; Trisomy G; G Trisomy; Down; Down's syndrome, unspecified; Down syndrome, unspecified; T21 - Trisomy 21; 47,XX,+21; 47,XY,+21; Trisomy 21 (morphologic abnormality); chromosome 21 trisomy syndrome; congenital acromicria syndrome; morbus down; morbus Down; chromosome; 21, trisomy; Chromosome 21 trisomy; Complete trisomy 21 syndrome (disorder); trisomy 21 Down syndrome; Trisomy 21 (Down Syndrome); Langdon Down; trisomy 21 Down syndrome (diagnosis); down s syndrome|V062 - Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with typhoid-paratyphoid (DTP + TAB)
C0234979|C0013384|Dysdiadochokinesis; DYSDIADOCHOKINESIS; dysdiadochokinesis; DYSDIADOCHOKINESIA; Dysdiadochokinesia; Dysdiadokokinesia; Dysdiadokokinesis; dysdiadokokinesia; dysdiadokokinesis; dysdiadochokinesia; Difficulty performing quick and alternating movements; Dysdiadochokinesis (finding); dysdiadochokinesia (physical finding); dysdiadochokinesia was seen|Dyskinetic syndrome; SYNDROME DYSKINETIC; Syndrome dyskinetic; DYSKINETIC SYNDROME; Dyskinesias; Dyskinesia; DYSKINESIA; Dyskinesia NOS; dyskinesia; Dyscinesia; Dyskenesic; Abnormal Movements; Abnormal Movement; Movement, Abnormal; Movements, Abnormal; Disorder of involuntary muscle movements; Dyskinesia (finding); Dyskinesis|5305 - Dyskinesia of esophagus
C0235031|C0476214|Neurologic Symptoms; NEUROLOGIC SYMPTOMS; neurologic symptoms; Neurologic symptoms; NEUROLOGIC SYMPTOM; Neurologic Symptom; Symptom, Neurologic; Symptoms, Neurologic; Neurological complaint; Neurological symptom; neurological symptom; Neurological symptoms NOS; neurological symptoms; Symptom of nervous system; nervous symptoms system; nervous system symptoms; nervous system; symptoms; symptoms; nervous system; Neurological symptom (finding); Neurological Signs and Symptoms; Sympt/complaint;neurological; symptom or complaint of the neurological system; neurological symptoms (symptom)|post viral syndrome; Post viral syndrome; post syndrome viral; syndrome post viral; Postviral asthenic syndrome; syndrome; postviral; Postviral syndrome; postviral syndromes; postviral syndrome; postviral; syndrome|V063 - Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio]
C0235242|C0340854|Syncope, Effort; Effort syncope; Effort Syncopes; Syncopes, Effort; Effort Syncope; Exertional syncope; SYNCOPE EXERTIONAL; Syncope exertional; Syncope on exertion; Syncope with Exertion; Effort syncope (finding)|Syncope, Situational; Situational syncope; Situational Syncopes; Syncopes, Situational; Situational Syncope; Situational syncope (finding)|4270 - Paroxysmal supraventricular tachycardia
C0235267|C0270997|Redness of eye; redness of eye; eye redness; eyes redness; Eye redness; Redness of eyes; Redness;eyes; redness of the eyes; Red eye; Eye red; eye; red; RED EYE; red; eye; Red Eye; red eye; Eyes red; Red eyes; red eyes; Red eye (finding); red eyes (symptom)|Ill-defined disorder of eye, NOS|3798 - Other specified disorders of eye and adnexa
C0235477|C0348626|Bigeminal pulse; pulse; bigeminal; bigeminal pulse; bigeminal; pulse; Coupled beats; COUPLED BEATS; Pulsus bigeminus; PULSUS BIGEMINUS; pulsus bigeminus; PULSUS BIGEMINIS; Pulsus bigeminis; Coupled pulse; Extrasystoles bigeminal; EXTRASYSTOLES BIGEMINAL; Heartbeats coupled; HEARTBEATS COUPLED; Bigeminal pulse (finding); bigeminal; Coupled heart beats; COUPLED HEART BEATS; pulsus bigeminus (physical finding); pulsus bigeminus was appreciated|Other specified cardiac arrhythmias; Other specified cardiac dysrhythmias|4271 - Paroxysmal ventricular tachycardia
C0235568|C0155872|Bronchorrhea; BRONCHORRHEA; bronchorrhea; BRONCHORRHOEA; Bronchorrhoea; Bronchorrhea (finding); coughing up large amounts of clear sputum (symptom); coughing up large amounts of clear sputum|Catarrhal bronchitis; bronchitis; catarrhal; catarrhal; bronchitis; Catarrhal bronchitis NOS; Simple chronic bronchitis; BRONCHITIS CHRONIC <SIMPLE>; BRONCHITIS CHRONIC SIMPLE; bronchitis; chronic, simple; chronic; bronchitis, simple; Simple Chronic Bronchitis; simple chronic bronchitis; Chronic catarrhal bronchitis; Catarrhal bronchitis, chronic; bronchitis; catarrhal, chronic; catarrhal; bronchitis, chronic; Chronic mucus hypersecretion; Catarrhal bronchitis (disorder); Simple chronic bronchitis (disorder); tracheobronchitis; senile; senile; tracheobronchitis; simple chronic bronchitis (diagnosis)|V813 - Screening for chronic bronchitis and emphysema
C0235777|C0270148|Neonatal cyanosis; CYANOSIS NEONATAL; Cyanosis neonatal; neonatal cyanosis; Neonatal cyanosis, NOS; Neonatal cyanosis (disorder)|Perinatal cyanotic attacks; Perinatal cyanotic attacks, NOS; Perinatal Cyanotic Attack; Cyanotic attacks of newborn; cyanotic attacks of newborn; attack; cyanotic, newborn; Perinatal cyanotic attacks (finding); cyanotic attacks of newborn (diagnosis)|7680 - Fetal death from asphyxia or anoxia before onset of labor or at unspecified time
C0235777|C1285537|Neonatal cyanosis; CYANOSIS NEONATAL; Cyanosis neonatal; neonatal cyanosis; Neonatal cyanosis, NOS; Neonatal cyanosis (disorder)|Neonatal cardiovascular disorder; Neonatal cardiovascular disorder (disorder)|7603 - Other chronic maternal circulatory and respiratory diseases affecting fetus or newborn
C0235778|C0013384|Neonatal dyskinesia; DYSKINESIA NEONATAL; Dyskinesia neonatal; Neonatal dyskinesia (finding)|Dyskinetic syndrome; SYNDROME DYSKINETIC; Syndrome dyskinetic; DYSKINETIC SYNDROME; Dyskinesias; Dyskinesia; DYSKINESIA; Dyskinesia NOS; dyskinesia; Dyscinesia; Dyskenesic; Abnormal Movements; Abnormal Movement; Movement, Abnormal; Movements, Abnormal; Disorder of involuntary muscle movements; Dyskinesia (finding); Dyskinesis|5305 - Dyskinesia of esophagus
C0235808|C0029782|Pain in male perineum; Male perineal pain; PERINEAL PAIN MALE; Perineal pain male; perineal pain (male); Pain;perineum;M; Pain in male perineum (finding)|Other specified disorders of male genital organs; Other specified disorders of the male genital organs|2218 - Benign neoplasm of other specified sites of female genital organs
C0236075|C0404559|Menopausal symptom; menopausal symptom; MENOPAUSAL SYMPTOM; Menopausal Symptom; MENOPAUSAL SYMPTOMS; Menopausal symptom, NOS; Menopausal symptoms; menopausal symptoms; symptoms, menopausal; Menopausal Symptoms; Recurrence of menopausal symptoms; Menopausal symptom (finding)|Perimenopausal disorder; perimenopausal disorder; perimenopausal disorder (diagnosis); Perimenopausal disorder (disorder)|6278 - Other specified menopausal and postmenopausal disorders
C0236078|C0017412|Pain in scrotum; pain in scrotum; Pain of scrotum; pain scrotum; scrotum pain; SCROTUM PAIN; Pain;scrotum; pain; scrotum; scrotum; pain; pain in the scrotum; Scrotal pain; pain scrotal; SCROTAL PAIN; Scrotal Pain; scrotal pain; pains scrotal; Scrotum painful; Pain in scrotum (finding); scrotal pain (symptom)|Genital Diseases, Male; diseases genital male; male genital diseases; Disease, Male Genital; Genital Disease, Male; Male Genital Disease; genital disease male; male genital disease; Diseases, Male Genital; Male Genital Diseases; Disorder of male genital organs, unspecified; Unspecified disorder of male genital organs; Male genital organ disease; Diseases of male genital organs; DISEASES OF THE MALE GENITAL ORGANS; Disease of male genital organs, NOS; DISEASES OF MALE GENITAL ORGANS; diseases genital male organ; DISEASES OF THE MALE GENITAL ORGANS: GENERAL TERMS; Male genital tract disorder; Genital disorder male; male genital disorder; male genital disorders; Male Genital Disorders; Genital disorder male NOS; Disease;genital;M; disease (or disorder); genital organ, male; Disorder of male genital organ; genital organs; disorder, male; disorder of male genital organs; Disorder of male genital organ (disorder); disorder of male genital organs (diagnosis); disorders genitals male|6269 - Unspecified disorders of menstruation and other abnormal bleeding from female genital tract
