PMID,Sentence,Found Terms,Classification
38432821,The impacts of exercise training programs on balance in children with hearing loss: A systematic review and meta-analysis.,Hearing,Unknown
38432821,The impacts of exercise training programs on balance in children with hearing loss: A systematic review and meta-analysis.,Hearing Loss,Disease
38432821,"According to the prevalence of balance disorders among children with hearing loss (HL), researchers used exercise programs to improve balance in children with HL.",Exercise,Unknown
38432821,"According to the prevalence of balance disorders among children with hearing loss (HL), researchers used exercise programs to improve balance in children with HL.",Hearing Disorders,Disease
38432821,"According to the prevalence of balance disorders among children with hearing loss (HL), researchers used exercise programs to improve balance in children with HL.",Hearing,Unknown
38432821,"According to the prevalence of balance disorders among children with hearing loss (HL), researchers used exercise programs to improve balance in children with HL.",Hearing Loss,Disease
38432820,"This study aimed to clarify the relationship between the transition of kinesiophobia and knee joint function from the preoperative period to three months postoperative, the time to resume running, six months post-ACLR, and the goal time to resume sports.",Running,Unknown
38432820,"This study aimed to clarify the relationship between the transition of kinesiophobia and knee joint function from the preoperative period to three months postoperative, the time to resume running, six months post-ACLR, and the goal time to resume sports.",Kinesiophobia,Unknown
38432818,A novel manual therapy approach for managing acute interscapular pain following median sternotomy for open cardiac surgery: A clinical comparative analysis.,Acute Pain,Symptom
38432818,A novel manual therapy approach for managing acute interscapular pain following median sternotomy for open cardiac surgery: A clinical comparative analysis.,Pain,Symptom
38432818,Acute interscapular pain is a frequent postoperative complication observed in patients who have undergone median sternotomy.,Acute Pain,Symptom
38432818,Acute interscapular pain is a frequent postoperative complication observed in patients who have undergone median sternotomy.,Pain,Symptom
38432817,The effect of lower back and lower-extremity kinesiology taping on static balance and physical function performance in people with multiple sclerosis: A pilot study.,Sclerosis,Unknown
38432817,The effect of lower back and lower-extremity kinesiology taping on static balance and physical function performance in people with multiple sclerosis: A pilot study.,Multiple Sclerosis,Disease
38432817,"Multiple sclerosis (MS) can lead to numerous deficits in body functions, including balance and mobility impairment.",Sclerosis,Unknown
38432817,"Multiple sclerosis (MS) can lead to numerous deficits in body functions, including balance and mobility impairment.",Multiple Sclerosis,Disease
38432811,"Knowledge, attitude and practice of physiotherapists about lymphedema: A Turkish perspective.",Attitude,Unknown
38432811,"Knowledge, attitude and practice of physiotherapists about lymphedema: A Turkish perspective.",Lymphedema,Disease
38432811,"Therefore, the level of knowledge and awareness of physiotherapists on this disease is substantial.",Disease,Disease
38432811,"Therefore, the level of knowledge and awareness of physiotherapists on this disease is substantial.",Awareness,Unknown
38432811,"This study was planned to investigate knowledge, attitude, and practice of physiotherapists about lymphedema in Turkey.",Attitude,Unknown
38432811,"This study was planned to investigate knowledge, attitude, and practice of physiotherapists about lymphedema in Turkey.",Lymphedema,Disease
38432808,Effects of auriculotherapy on muscle fatigue: A randomized crossover trial.,Muscle Fatigue,Unknown
38432808,Effects of auriculotherapy on muscle fatigue: A randomized crossover trial.,Fatigue,Symptom
38432808,"This study aimed investigate the effect of auriculotherapy on exercise-induced muscle fatigue, isometric torque production, and surface electromyographic activity (EMG).",Muscle Fatigue,Unknown
38432808,"This study aimed investigate the effect of auriculotherapy on exercise-induced muscle fatigue, isometric torque production, and surface electromyographic activity (EMG).",Fatigue,Symptom
38432758,"Both transthoracic and transesophageal echocardiography provide insight into the anatomy, pathology, and classification mitral valve dysfunction.",Echocardiography,Unknown
38432758,"Both transthoracic and transesophageal echocardiography provide insight into the anatomy, pathology, and classification mitral valve dysfunction.",Echocardiography,Unknown
38432758,"Both transthoracic and transesophageal echocardiography provide insight into the anatomy, pathology, and classification mitral valve dysfunction.",Transesophageal,Unknown
38432758,Cardiac computed tomography (CT) and cardiac MRI are useful adjunctive imaging techniques in mitral valve disease with CT providing detailed procedural specificity and MRI providing detailed ventricular and regurgitant flow analysis.,Cardiac Imaging Techniques,Unknown
38432758,Cardiac computed tomography (CT) and cardiac MRI are useful adjunctive imaging techniques in mitral valve disease with CT providing detailed procedural specificity and MRI providing detailed ventricular and regurgitant flow analysis.,Disease,Disease
38432758,Cardiac computed tomography (CT) and cardiac MRI are useful adjunctive imaging techniques in mitral valve disease with CT providing detailed procedural specificity and MRI providing detailed ventricular and regurgitant flow analysis.,Tomography,Unknown
38432723,"Cognitive ability, measured with standardized intelligence tests, predicted steeper math self-concept decline within both ability groups, and in both groups stronger math self-concept decline was associated with (a) higher levels of teacher-reported underachievement in Grade 7 (r",Intelligence Tests,Unknown
38432723,"Cognitive ability, measured with standardized intelligence tests, predicted steeper math self-concept decline within both ability groups, and in both groups stronger math self-concept decline was associated with (a) higher levels of teacher-reported underachievement in Grade 7 (r",Underachievement,Unknown
38432723,"Cognitive ability, measured with standardized intelligence tests, predicted steeper math self-concept decline within both ability groups, and in both groups stronger math self-concept decline was associated with (a) higher levels of teacher-reported underachievement in Grade 7 (r",Intelligence,Unknown
38432699,Adjunctive Therapies in Acute Respiratory Distress Syndrome.,Respiratory Distress Syndrome,Disease
38432699,Adjunctive Therapies in Acute Respiratory Distress Syndrome.,Syndrome,Disease
38432699,"Despite significant advances in understanding acute respiratory distress syndrome (ARDS), mortality rates remain high.",Respiratory Distress Syndrome,Disease
38432699,"Despite significant advances in understanding acute respiratory distress syndrome (ARDS), mortality rates remain high.",Syndrome,Disease
38432696,"Pharmacologic therapies for the most severe form of respiratory failure, acute respiratory distress syndrome (ARDS), are limited.",Severe Acute Respiratory Syndrome,Disease
38432696,"Pharmacologic therapies for the most severe form of respiratory failure, acute respiratory distress syndrome (ARDS), are limited.",Respiratory Distress Syndrome,Disease
38432696,"Pharmacologic therapies for the most severe form of respiratory failure, acute respiratory distress syndrome (ARDS), are limited.",Syndrome,Disease
38432693,"Understanding the pathophysiology of acute respiratory failure can help to facilitate recognition, diagnosis, and treatment.",Diagnosis,Unknown
38432693,"Understanding the pathophysiology of acute respiratory failure can help to facilitate recognition, diagnosis, and treatment.",Treatment Failure,Unknown
38432071,Adenomyosis diagnosis among adolescents and young women with dysmenorrhoea and heavy menstrual bleeding.,Diagnosis,Unknown
38432071,Adenomyosis diagnosis among adolescents and young women with dysmenorrhoea and heavy menstrual bleeding.,Adenomyosis,Disease
38432071,What is the prevalence of adenomyosis at ultrasonography among adolescents and young women reporting dysmenorrhoea and/or heavy menstrual bleeding (HMB)?,Adenomyosis,Disease
38432071,What is the prevalence of adenomyosis at ultrasonography among adolescents and young women reporting dysmenorrhoea and/or heavy menstrual bleeding (HMB)?,Ultrasonography,Unknown
38431953,Purine Nucleoside Phosphorylase Deficiency in Two Unrelated Patients with Autoimmune Hemolytic Anemia and Eosinophilia: Two Novel Mutations.,Eosinophilia,Disease
38431953,Purine Nucleoside Phosphorylase Deficiency in Two Unrelated Patients with Autoimmune Hemolytic Anemia and Eosinophilia: Two Novel Mutations.,Anemia,Disease
38431953,"Furthermore, patient 1 developed mild cortical atrophy, and patient 2 presented developmental delay, general muscular hypotonia, and food allergy.",Atrophy,Unknown
38431953,"Furthermore, patient 1 developed mild cortical atrophy, and patient 2 presented developmental delay, general muscular hypotonia, and food allergy.",Muscular Atrophy,Unknown
38431953,"The two unrelated patients with developed autoimmune hemolytic anemia and T cells lymphopenia and eosinophilia were referred to Immunology, Asthma and Allergy Research Institute (IAARI) in 2019.",Eosinophilia,Disease
38431953,"The two unrelated patients with developed autoimmune hemolytic anemia and T cells lymphopenia and eosinophilia were referred to Immunology, Asthma and Allergy Research Institute (IAARI) in 2019.",Anemia,Disease
38431953,"The two unrelated patients with developed autoimmune hemolytic anemia and T cells lymphopenia and eosinophilia were referred to Immunology, Asthma and Allergy Research Institute (IAARI) in 2019.",Hemolytic,Unknown
38431953,"The two unrelated patients with developed autoimmune hemolytic anemia and T cells lymphopenia and eosinophilia were referred to Immunology, Asthma and Allergy Research Institute (IAARI) in 2019.",Anemia,Disease
38431953,"The two unrelated patients with developed autoimmune hemolytic anemia and T cells lymphopenia and eosinophilia were referred to Immunology, Asthma and Allergy Research Institute (IAARI) in 2019.",Anemia,Disease
38431953,"The two unrelated patients with developed autoimmune hemolytic anemia and T cells lymphopenia and eosinophilia were referred to Immunology, Asthma and Allergy Research Institute (IAARI) in 2019.",Hemolytic,Unknown
38431953,"The two unrelated patients with developed autoimmune hemolytic anemia and T cells lymphopenia and eosinophilia were referred to Immunology, Asthma and Allergy Research Institute (IAARI) in 2019.",Autoimmune,Unknown
38431953,"The two unrelated patients with developed autoimmune hemolytic anemia and T cells lymphopenia and eosinophilia were referred to Immunology, Asthma and Allergy Research Institute (IAARI) in 2019.",Lymphopenia,Disease
38431953,"The two unrelated patients with developed autoimmune hemolytic anemia and T cells lymphopenia and eosinophilia were referred to Immunology, Asthma and Allergy Research Institute (IAARI) in 2019.",Asthma,Disease
38431952,Mixed hepatocellular-neuroendocrine carcinoma (HCC-NEC) is a rare entity with a poor prognosis.,Carcinoma,Unknown
38431952,Mixed hepatocellular-neuroendocrine carcinoma (HCC-NEC) is a rare entity with a poor prognosis.,Prognosis,Unknown
38431952,We report a case of a 44-yearold Tunisian man who was admitted for diffuse abdominal pain.,Abdominal Pain,Symptom
38431952,We report a case of a 44-yearold Tunisian man who was admitted for diffuse abdominal pain.,Pain,Symptom
38431952,Body computed tomography showed multinodular hepatomegaly.,Hepatomegaly,Unknown
38431952,Body computed tomography showed multinodular hepatomegaly.,Tomography,Unknown
38431951,Prevalence and Risk Factors for Suicidal Ideation Following the COVID-19 Pandemic in Kerman Province: A Cross-Sectional Study.,Suicidal Ideation,Unknown
38431951,Prevalence and Risk Factors for Suicidal Ideation Following the COVID-19 Pandemic in Kerman Province: A Cross-Sectional Study.,COVID-19,Disease
38431951,Suicidal ideation (SI) serves as an important predictor of suicide.,Suicide,Unknown
38431951,Suicidal ideation (SI) serves as an important predictor of suicide.,Suicidal Ideation,Unknown
38431950,Association Between Pet Keeping and Current Asthma Among Adolescents Living in Yazd; Evidence from Global Asthma Network (GAN) 2020 Cross-sectional Study.,Association,Unknown
38431950,Association Between Pet Keeping and Current Asthma Among Adolescents Living in Yazd; Evidence from Global Asthma Network (GAN) 2020 Cross-sectional Study.,Asthma,Disease
38431950,"The relationship between current pet keeping and allergic diseases, including bronchial asthma in adolescents, is controversial.",Bronchial Diseases,Disease
38431950,"The relationship between current pet keeping and allergic diseases, including bronchial asthma in adolescents, is controversial.",Asthma,Disease
38431949,"Association of Demographic, Clinical, and Vaccination Characteristics with COVID-19 Viral Load Assessed by qRT-PCR.",Association,Unknown
38431949,"Association of Demographic, Clinical, and Vaccination Characteristics with COVID-19 Viral Load Assessed by qRT-PCR.",Viral Load,Unknown
38431949,"Association of Demographic, Clinical, and Vaccination Characteristics with COVID-19 Viral Load Assessed by qRT-PCR.",COVID-19,Disease
38431949,The effect of vaccination on the SARS-CoV-2 baseline viral load and clearance during COVID-19 infection is debatable.,Viral Load,Unknown
38431949,The effect of vaccination on the SARS-CoV-2 baseline viral load and clearance during COVID-19 infection is debatable.,COVID-19,Disease
38431948,Clinical Manifestations Laboratory Tests Abdominal Ultrasonic Findings and In-hospital Prognosis of COVID-19 in 185 Pediatric Cases in a Tertiary Center.,Prognosis,Unknown
38431948,Clinical Manifestations Laboratory Tests Abdominal Ultrasonic Findings and In-hospital Prognosis of COVID-19 in 185 Pediatric Cases in a Tertiary Center.,COVID-19,Disease
38431946,"An association has already been hypothesized between iron, copper, and magnesium status assessed through food frequency questionnaires (FFQs) and the risk of esophageal squamous cell carcinoma (ESCC).",Association,Unknown
38431946,"An association has already been hypothesized between iron, copper, and magnesium status assessed through food frequency questionnaires (FFQs) and the risk of esophageal squamous cell carcinoma (ESCC).",Carcinoma,Unknown
38431946,"An association has already been hypothesized between iron, copper, and magnesium status assessed through food frequency questionnaires (FFQs) and the risk of esophageal squamous cell carcinoma (ESCC).",Carcinoma,Unknown
38431946,"An association has already been hypothesized between iron, copper, and magnesium status assessed through food frequency questionnaires (FFQs) and the risk of esophageal squamous cell carcinoma (ESCC).",Squamous Cell,Unknown
38431946,"An association has already been hypothesized between iron, copper, and magnesium status assessed through food frequency questionnaires (FFQs) and the risk of esophageal squamous cell carcinoma (ESCC).",Esophageal Squamous Cell Carcinoma,Unknown
38431311,"Bacterial cells were enumerated by plate counting, and biofilm spatial organization was deciphered by combining confocal laser scanning microscopy and image analysis.",Microscopy,Unknown
38431311,"Bacterial cells were enumerated by plate counting, and biofilm spatial organization was deciphered by combining confocal laser scanning microscopy and image analysis.",Microscopy,Unknown
38431311,"Bacterial cells were enumerated by plate counting, and biofilm spatial organization was deciphered by combining confocal laser scanning microscopy and image analysis.",Confocal,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Microscopy,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Electron,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Scanning,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Microscopy,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Electron,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Microscopy,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Electron,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Scanning Transmission,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Microscopy,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Electron,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Transmission,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Microscopy,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Scanning Probe,Unknown
38430297,"The paper presents the results of a correlation analysis of images of thin processes of astrocytes in nervous tissue of the mouse brain, which were obtained by scanning probe microscopy (SPM) and transmission electron microscopy (TEM) with high spatial resolution.",Microscopy,Unknown
38429214,The Association Between C-Reactive Protein Levels and Pediatric Appendicitis Score and the Severity of Appendicitis in Children.,Association,Unknown
38429214,The Association Between C-Reactive Protein Levels and Pediatric Appendicitis Score and the Severity of Appendicitis in Children.,Appendicitis,Disease
38429214,Acute appendicitis is a common cause of abdominal pain leading to emergent abdominal surgery in children.,Acute Pain,Symptom
38429214,Acute appendicitis is a common cause of abdominal pain leading to emergent abdominal surgery in children.,Appendicitis,Disease
38429214,Acute appendicitis is a common cause of abdominal pain leading to emergent abdominal surgery in children.,Abdominal Pain,Symptom
38429214,Acute appendicitis is a common cause of abdominal pain leading to emergent abdominal surgery in children.,Pain,Symptom
38429214,"C-reactive protein (CRP), an inflammatory marker typically elevated in acute appendicitis, and Pediatric Appendicitis Score (PAS), a clinical scoring system used for the diagnosis of appendicitis, have the potential to predict the severity of inflammation of the appendix.",Appendicitis,Disease
38429214,"C-reactive protein (CRP), an inflammatory marker typically elevated in acute appendicitis, and Pediatric Appendicitis Score (PAS), a clinical scoring system used for the diagnosis of appendicitis, have the potential to predict the severity of inflammation of the appendix.",Inflammation,Unknown
38429214,"C-reactive protein (CRP), an inflammatory marker typically elevated in acute appendicitis, and Pediatric Appendicitis Score (PAS), a clinical scoring system used for the diagnosis of appendicitis, have the potential to predict the severity of inflammation of the appendix.",Diagnosis,Unknown
38429048,"The leading cause of morbidity in burn patients is infection with pneumonia, urinary tract infection, cellulitis, and wound infection being the most common cause.",Pneumonia,Disease
38429048,"The leading cause of morbidity in burn patients is infection with pneumonia, urinary tract infection, cellulitis, and wound infection being the most common cause.",Cellulitis,Disease
38429048,"The leading cause of morbidity in burn patients is infection with pneumonia, urinary tract infection, cellulitis, and wound infection being the most common cause.",Wound Infection,Unknown
38429048,"Despite the criteria set forth by American Association of Burn, the diagnosis and treatment of burn infections are not always straightforward.",Association,Unknown
38429048,"Despite the criteria set forth by American Association of Burn, the diagnosis and treatment of burn infections are not always straightforward.",Diagnosis,Unknown
38429048,"Despite the criteria set forth by American Association of Burn, the diagnosis and treatment of burn infections are not always straightforward.",Infections,Disease
38429046,"Once wounds are optimized from a tissue viability and healing standpoint, coverage may be obtained through grafts or secondary intention healing for more superficial injuries.",Intention,Unknown
38429046,"Once wounds are optimized from a tissue viability and healing standpoint, coverage may be obtained through grafts or secondary intention healing for more superficial injuries.",Wounds and Injuries,Unknown
38429044,"Acute burn injury creates a complex and multifactorial local response which may have systemic sequelae such as hypovolemia, hypothermia, cardiovascular collapse, hypercoagulability, and multi-system organ failure.",Hypothermia,Unknown
38429044,"Acute burn injury creates a complex and multifactorial local response which may have systemic sequelae such as hypovolemia, hypothermia, cardiovascular collapse, hypercoagulability, and multi-system organ failure.",Hypovolemia,Unknown
38429043,"This evolution involved all areas of burn care including superficial dressings, wound assessment, fluid resuscitation, infection control, pathophysiology, nutritional support, burn surgery, and inhalation injury.",Inhalation,Unknown
38429043,"This evolution involved all areas of burn care including superficial dressings, wound assessment, fluid resuscitation, infection control, pathophysiology, nutritional support, burn surgery, and inhalation injury.",Wound Infection,Unknown
38428352,Pulmonary artery remodeling is a characteristic feature of broiler ascites syndrome (BAS).,Ascites,Disease
38428352,Pulmonary artery remodeling is a characteristic feature of broiler ascites syndrome (BAS).,Syndrome,Disease
38428352,"In addition, transcriptome sequencing analysis indicated that HIF-1α may regulate broiler ascites syndrome by mediating COL4A, vitronectin, vWF, ITGα8, and MKP-5 in the ECM, CAMs and MAPK pathways in PAECs.",Ascites,Disease
38428352,"In addition, transcriptome sequencing analysis indicated that HIF-1α may regulate broiler ascites syndrome by mediating COL4A, vitronectin, vWF, ITGα8, and MKP-5 in the ECM, CAMs and MAPK pathways in PAECs.",Syndrome,Disease
38428073,"We investigated the interaction mechanism of the components in zein-150 MPa-P-Cur using fluorescence spectroscopy, molecular dynamics simulation, Fourier-transform infrared spectrometry and scanning electron microscopy techniques.",Microscopy,Unknown
38428073,"We investigated the interaction mechanism of the components in zein-150 MPa-P-Cur using fluorescence spectroscopy, molecular dynamics simulation, Fourier-transform infrared spectrometry and scanning electron microscopy techniques.",Electron,Unknown
38428073,"We investigated the interaction mechanism of the components in zein-150 MPa-P-Cur using fluorescence spectroscopy, molecular dynamics simulation, Fourier-transform infrared spectrometry and scanning electron microscopy techniques.",Scanning,Unknown
38428073,"We investigated the interaction mechanism of the components in zein-150 MPa-P-Cur using fluorescence spectroscopy, molecular dynamics simulation, Fourier-transform infrared spectrometry and scanning electron microscopy techniques.",Microscopy,Unknown
38428073,"We investigated the interaction mechanism of the components in zein-150 MPa-P-Cur using fluorescence spectroscopy, molecular dynamics simulation, Fourier-transform infrared spectrometry and scanning electron microscopy techniques.",Electron,Unknown
38428073,"We investigated the interaction mechanism of the components in zein-150 MPa-P-Cur using fluorescence spectroscopy, molecular dynamics simulation, Fourier-transform infrared spectrometry and scanning electron microscopy techniques.",Microscopy,Unknown
38428073,"We investigated the interaction mechanism of the components in zein-150 MPa-P-Cur using fluorescence spectroscopy, molecular dynamics simulation, Fourier-transform infrared spectrometry and scanning electron microscopy techniques.",Microscopy,Unknown
38428073,"We investigated the interaction mechanism of the components in zein-150 MPa-P-Cur using fluorescence spectroscopy, molecular dynamics simulation, Fourier-transform infrared spectrometry and scanning electron microscopy techniques.",Fluorescence,Unknown
38426045,"Effectively addressing the challenges posed by relapsed and refractory diffuse large B-cell lymphoma, particularly when employing autologous hematopoietic stem cell transplantation and CAR-T therapy, requires a comprehensive approach to treatment and nursing.",Lymphoma,Unknown
38426045,"Effectively addressing the challenges posed by relapsed and refractory diffuse large B-cell lymphoma, particularly when employing autologous hematopoietic stem cell transplantation and CAR-T therapy, requires a comprehensive approach to treatment and nursing.",Large B-Cell,Unknown
38426045,"Effectively addressing the challenges posed by relapsed and refractory diffuse large B-cell lymphoma, particularly when employing autologous hematopoietic stem cell transplantation and CAR-T therapy, requires a comprehensive approach to treatment and nursing.",Diffuse,Unknown
38426045,"Effectively addressing the challenges posed by relapsed and refractory diffuse large B-cell lymphoma, particularly when employing autologous hematopoietic stem cell transplantation and CAR-T therapy, requires a comprehensive approach to treatment and nursing.",Lymphoma,Unknown
38426045,"Effectively addressing the challenges posed by relapsed and refractory diffuse large B-cell lymphoma, particularly when employing autologous hematopoietic stem cell transplantation and CAR-T therapy, requires a comprehensive approach to treatment and nursing.",Lymphoma,Unknown
38426045,"Effectively addressing the challenges posed by relapsed and refractory diffuse large B-cell lymphoma, particularly when employing autologous hematopoietic stem cell transplantation and CAR-T therapy, requires a comprehensive approach to treatment and nursing.",B-Cell,Unknown
38426045,"The diligent application of treatment and nursing care resulted in a remarkable recovery for the patient, as evidenced by the alleviation of central facial paralysis, improvement in swallowing function (from Grade 4 to Grade 2), and enhanced vocalization.",Facial Paralysis,Disease
38426045,"The diligent application of treatment and nursing care resulted in a remarkable recovery for the patient, as evidenced by the alleviation of central facial paralysis, improvement in swallowing function (from Grade 4 to Grade 2), and enhanced vocalization.",Paralysis,Unknown
38425771,"These disorders can cause cardiomyopathy and heart failure, myocarditis, and arrhythmias.",Heart Failure,Disease
38425771,"These disorders can cause cardiomyopathy and heart failure, myocarditis, and arrhythmias.",Myocarditis,Disease
38425746,"People with AUD are in great need of highly accessible and comprehensive management, involving medicine, exercise, and psychotherapy.",Exercise,Unknown
38425746,"People with AUD are in great need of highly accessible and comprehensive management, involving medicine, exercise, and psychotherapy.",Psychotherapy,Unknown
38425574,Saddle Pulmonary Embolism Detected by Transthoracic Echocardiography in a Patient With Suspected Myocardial Infarction.,Pulmonary Infarction,Disease
38425574,Saddle Pulmonary Embolism Detected by Transthoracic Echocardiography in a Patient With Suspected Myocardial Infarction.,Embolism,Unknown
38425574,Saddle Pulmonary Embolism Detected by Transthoracic Echocardiography in a Patient With Suspected Myocardial Infarction.,Pulmonary Embolism,Unknown
38425574,Saddle Pulmonary Embolism Detected by Transthoracic Echocardiography in a Patient With Suspected Myocardial Infarction.,Myocardial Infarction,Disease
38425574,Saddle Pulmonary Embolism Detected by Transthoracic Echocardiography in a Patient With Suspected Myocardial Infarction.,Infarction,Unknown
38425574,Saddle Pulmonary Embolism Detected by Transthoracic Echocardiography in a Patient With Suspected Myocardial Infarction.,Echocardiography,Unknown
38425571,• Migrating grass awns should be a differential diagnosis for pericardial effusion.,Diagnosis,Unknown
38425571,• Migrating grass awns should be a differential diagnosis for pericardial effusion.,Pericardial Effusion,Disease
38425450,Introducing adjuvant-loaded particulate hepatitis B core antigen as an alternative therapeutic hepatitis B vaccine component.,Hepatitis B,Disease
38425450,Introducing adjuvant-loaded particulate hepatitis B core antigen as an alternative therapeutic hepatitis B vaccine component.,Hepatitis,Disease
38425450,Particulate hepatitis B core antigen (HBcoreAg) is a potent immunogen used as a vaccine carrier platform.,Hepatitis A,Disease
38425450,Particulate hepatitis B core antigen (HBcoreAg) is a potent immunogen used as a vaccine carrier platform.,Hepatitis B,Disease
38425450,Particulate hepatitis B core antigen (HBcoreAg) is a potent immunogen used as a vaccine carrier platform.,Hepatitis,Disease
38423742,"The future of robotic spine surgery includes automated surgery, telerobotic surgery, and the inclusion of machine learning or artificial intelligence in preoperative planning.",Learning,Unknown
38423742,"The future of robotic spine surgery includes automated surgery, telerobotic surgery, and the inclusion of machine learning or artificial intelligence in preoperative planning.",Intelligence,Unknown
38423739,"Constant monitoring via smartphones and wearable devices has the potential to fill this role by providing an in-depth picture of human well-being, creating an unprecedented amount of objective data to augment clinical decision-making.",Role,Unknown
38423739,"Constant monitoring via smartphones and wearable devices has the potential to fill this role by providing an in-depth picture of human well-being, creating an unprecedented amount of objective data to augment clinical decision-making.",Clinical Decision-Making,Unknown
38423734,Functional Stimulation and Imaging to Predict Neuromodulation of Chronic Low Back Pain.,Back Pain,Symptom
38423734,Functional Stimulation and Imaging to Predict Neuromodulation of Chronic Low Back Pain.,Low Back Pain,Symptom
38423734,Functional Stimulation and Imaging to Predict Neuromodulation of Chronic Low Back Pain.,Pain,Symptom
38423734,Functional Stimulation and Imaging to Predict Neuromodulation of Chronic Low Back Pain.,Chronic Pain,Symptom
38423734,Back pain is one of the most common aversive sensations in human experience.,Back Pain,Symptom
38423734,Back pain is one of the most common aversive sensations in human experience.,Pain,Symptom
38423732,"Advances in Imaging (Intraop Cone-Beam Computed Tomography, Synthetic Computed Tomography, Bone Scan, Low-Dose Protocols).",Tomography,Unknown
38423732,"Advances in Imaging (Intraop Cone-Beam Computed Tomography, Synthetic Computed Tomography, Bone Scan, Low-Dose Protocols).",Cone-Beam Computed Tomography,Unknown
38423709,"It is used for the treatment of patients with metastatic colorectal cancer (CRC), advanced gastrointestinal stromal tumors, and hepatocellular carcinoma.",Carcinoma,Unknown
38423709,"It is used for the treatment of patients with metastatic colorectal cancer (CRC), advanced gastrointestinal stromal tumors, and hepatocellular carcinoma.",Gastrointestinal Stromal Tumors,Unknown
38423709,"It is used for the treatment of patients with metastatic colorectal cancer (CRC), advanced gastrointestinal stromal tumors, and hepatocellular carcinoma.",Carcinoma,Unknown
38423709,"It is used for the treatment of patients with metastatic colorectal cancer (CRC), advanced gastrointestinal stromal tumors, and hepatocellular carcinoma.",Hepatocellular,Unknown
38423708,The Food and Drug Administration (FDA) recently approved DUV for the management of small lymphocytic lymphoma (SLL) and relapsed or refractory chronic lymphocytic leukemia (CLL) in adult patients.,Leukemia,Unknown
38423708,The Food and Drug Administration (FDA) recently approved DUV for the management of small lymphocytic lymphoma (SLL) and relapsed or refractory chronic lymphocytic leukemia (CLL) in adult patients.,Lymphoma,Unknown
38423708,"This chapter provides a critical extensive review of the literature, the description of DUV in terms of its names, formulae, elemental composition, appearance, and use in the treatment of CLL, SLL, and follicular lymphoma.",Lymphoma,Unknown
38423708,"This chapter provides a critical extensive review of the literature, the description of DUV in terms of its names, formulae, elemental composition, appearance, and use in the treatment of CLL, SLL, and follicular lymphoma.",Follicular,Unknown
38423708,"This chapter provides a critical extensive review of the literature, the description of DUV in terms of its names, formulae, elemental composition, appearance, and use in the treatment of CLL, SLL, and follicular lymphoma.",Lymphoma,Unknown
38423680,Treatment of Pyoderma Gangrenosum.,Pyoderma,Disease
38423680,Treatment of Pyoderma Gangrenosum.,Pyoderma Gangrenosum,Disease
38423680,"Pyoderma gangrenosum is a rare neutrophilic dermatosis that results in painful cutaneous ulcers and is frequently associated with underlying hematologic disorders, inflammatory bowel disease, or other autoimmune disorders.",Disease,Disease
