cui,term,semantic_type
C1262223,Dull eye pain,T184
C1262279,Transient radicular irritation due to spinal anesthesia,T184
C1262279,Transient radicular irritation due to spinal anaesthesia,T184
C1262300,Decreased genital sensation,T184
C1262304,Gustatory rhinorrhoea,T184
C1262304,Gustatory rhinorrhea,T184
C1262535,Hepatocellular jaundice,T184
C1262535,Hepatocellular jaundice,T184
C1262535,Hepatocellular jaundice,T184
C1262535,"Jaundice, hepatocellular",T184
C1262535,JAUNDICE HEPATOCELLULAR,T184
C1262535,JAUNDICE HEPATOCELLULAR,T184
C1262535,Jaundice hepatocellular,T184
C1262535,Jaundice hepatocellular,T184
C1262535,hepatocellular jaundice,T184
C1262535,Hepatocellular jaundice (disorder),T184
C1268578,Palatal paresis,T184
C1268578,Palatal paresis,T184
C1268578,Palatal paresis (physical finding),T184
C1268578,Palatal paresis (finding),T184
C1268578,Palatal weakness,T184
C1268578,Palatal weakness,T184
C1268585,Headache due to intracranial disease,T184
C1268585,Headache due to intracranial disease (finding),T184
C1268587,Tympanic plexus neuralgia syndrome,T184
C1268587,Tympanic plexus neuralgia syndrome,T184
C1268587,Tympanic plexus neuralgia syndrome (disorder),T184
C1268587,Jacobson's nerve neuralgia,T184
C1268587,Reichert's syndrome,T184
C1268591,Quadrantic scotoma,T184
C1268591,Quadrantic scotoma,T184
C1268591,scotoma quadrantic,T184
C1268591,Quadrantic scotoma (symptom),T184
C1268591,Quadrantic scotoma (finding),T184
C1268593,Metabolic presbycusis,T184
C1268593,Metabolic presbycusis (disorder),T184
C1268594,Mechanical presbycusis,T184
C1268594,Mechanical presbycusis (disorder),T184
C1269642,Pain from metastases,T184
C1269642,Pain from metastases (finding),T184
C1269642,Pain of Metastatic Malignancy,T184
C1274923,Cutaneous hyperalgesia,T184
C1274923,Cutaneous hyperalgesia (finding),T184
C1274924,Cutaneous allodynia,T184
C1274924,Cutaneous allodynia (finding),T184
C1274925,Skin-ache syndrome,T184
C1274925,Skin-ache syndrome (finding),T184
C1274925,Painful skin,T184
C1274925,skin painful,T184
C1274925,painful skin,T184
C1274926,Stinging of skin,T184
C1274926,stinging of skin,T184
C1274926,skin stinging,T184
C1274926,stinging skin,T184
C1274926,Stinging skin,T184
C1274926,Stinging of skin (finding),T184
C1274926,Smarting of skin,T184
C1274926,smart skin,T184
C1274927,Formication of skin,T184
C1274927,Formication of skin (finding),T184
C1277287,Transient paresthesia,T184
C1277287,transient paresthesias,T184
C1277287,Transient paraesthesia,T184
C1277287,transient paresthesias (symptom),T184
C1277287,Transient paresthesia (finding),T184
C1277290,Mastalgia of puberty,T184
C1277290,Mastalgia of puberty (finding),T184
C1277295,Cough with fever,T184
C1277295,with cough fever,T184
C1277295,cough with fever,T184
C1277295,cough with fever,T184
C1277295,cough fever,T184
C1277295,coughing fever,T184
C1277295,coughs fever,T184
C1277295,fever cough,T184
C1277295,cough with fever (symptom),T184
C1277295,Cough with fever (finding),T184
C1277590,Unexplained cough,T184
C1277590,Unexplained cough,T184
C1277590,Unexplained cough (finding),T184
C1277598,Intermittent drowsiness,T184
C1277598,Intermittent drowsiness (finding),T184
C1277603,Pain in lymph nodes after alcohol consumption,T184
C1277603,Pain in lymph nodes after alcohol consumption (finding),T184
C1277643,Intractable breast pain,T184
C1277643,Intractable breast pain (finding),T184
C1277645,Persistent mastalgia,T184
C1277645,Persistent mastalgia (finding),T184
C1277673,Splitting toenail,T184
C1277673,splitting toenail,T184
C1277673,splitting of toenail,T184
C1277673,split toenail,T184
C1277673,splitting toenails,T184
C1277673,Splitting toenail (finding),T184
C1277673,splitting of toenail (symptom),T184
C1279511,Malarial pigment deposition,T184
C1279511,Malarial pigment deposition,T184
C1279511,Malarial pigment deposition,T184
C1279511,malaria pigment deposition,T184
C1279511,Malarial pigment deposition (diagnosis),T184
C1279511,Malarial pigment deposition (disorder),T184
C1280008,Abdominal angina,T184
C1280008,Abdominal angina,T184
C1280008,Abdominal angina,T184
C1280008,Abdominal angina,T184
C1280008,angina abdominal,T184
C1280008,ABDOMINAL ANGINA,T184
C1280008,Abdominal Angina,T184
C1280008,abdominal angina,T184
C1280008,Intestinal angina,T184
C1280008,Intestinal angina,T184
C1280008,Intestinal angina,T184
C1280008,Intestinal angina,T184
C1280008,Intestinal angina,T184
C1280008,angina intestinal,T184
C1280008,INTESTINAL ANGINA,T184
C1280008,INTESTINAL ANGINA,T184
C1280008,intestinal angina,T184
C1280008,intestinal angina,T184
C1280008,Abdominal angina (disorder),T184
C1281941,Abdominal pain in early pregnancy,T184
C1281941,abdominal pain in early pregnancy,T184
C1281941,abdominal early pain pregnancy,T184
C1281941,early pregnancy abdominal pain,T184
C1281941,Abdominal pain in early pregnancy (finding),T184
C1282002,Abdominal pain - cause unknown,T184
C1282002,Abdominal pain - cause unknown (finding),T184
C1282002,Unexplained abdominal pain,T184
C1282197,Contact lens related red eye,T184
C1282197,Contact lens related red eye (disorder),T184
C1282310,Intermittent pain,T184
C1282310,pain intermittent,T184
C1282310,intermittent pain,T184
C1282310,intermittent pain,T184
C1282310,intermittent pain (symptom),T184
C1282310,Intermittent pain (finding),T184
C1282322,Acute pelvic pain,T184
C1282322,acute pain pelvic,T184
C1282322,acute pelvic pain,T184
C1282322,acute pelvic pain,T184
C1282322,acute pelvic pain (symptom),T184
C1282322,Acute pelvic pain (finding),T184
C1282799,Penile swelling,T184
C1282799,Penile swelling,T184
C1282799,Penile swelling,T184
C1282799,Penile swelling,T184
C1282799,Penile swelling,T184
C1282799,PENILE SWELLING,T184
C1282799,penile swelling,T184
C1282799,penile swelling,T184
C1282799,swollen penis,T184
C1282799,swollen penis,T184
C1282799,Swollen;penis,T184
C1282799,Swelling of Penis,T184
C1282799,penis swelled,T184
C1282799,penis swellings,T184
C1282799,penis swell,T184
C1282799,swelling of penis,T184
C1282799,swelling penis,T184
C1282799,penis swelling,T184
C1282799,penis swollen,T184
C1282799,Penile swelling (disorder),T184
C1282799,penile swelling (symptom),T184
C1282799,penile swelling as symptom,T184
C1285747,Odor of ear,T184
C1285747,odor of ear,T184
C1285747,ear odors,T184
C1285747,ear odor,T184
C1285747,odor ear,T184
C1285747,Ear odor,T184
C1285747,Ear odor,T184
C1285747,Ear odour,T184
C1285747,Ear odour,T184
C1285747,Odour of ear,T184
C1285747,Odor of ear (observable entity),T184
C1286433,Headache character - finding,T184
C1286433,Finding of headache character,T184
C1286433,Finding of headache character (finding),T184
C1286433,quality of headache (symptom),T184
C1286433,quality of headache,T184
C1287517,Pattern of fever - finding,T184
C1287517,Finding of pattern of fever,T184
C1287517,Finding of pattern of fever (finding),T184
C1287526,Phase of fever - finding,T184
C1287526,Finding of phase of fever,T184
C1287526,Finding of phase of fever (finding),T184
C1287577,General appearance of retina - finding,T184
C1287577,Finding of general appearance of retina,T184
C1287577,Finding of general appearance of retina (finding),T184
C1287969,Lasègue test finding,T184
C1287969,Lasegue test - finding,T184
C1287969,Finding of Lasegue test,T184
C1287969,Lasègue test finding (finding),T184
C1288081,Inflammatory testicular mass,T184
C1288081,Inflammatory testicular mass,T184
C1288081,Inflammatory testicular mass (disorder),T184
C1290643,Extrinsic staining of teeth associated with inadequate oral hygiene,T184
C1290643,Extrinsic staining of teeth due to inadequate oral hygiene,T184
C1290643,Extrinsic staining of teeth due to inadequate oral hygiene (disorder),T184
C1290644,Extrinsic staining of teeth associated with oral habits,T184
C1290644,Extrinsic staining of teeth due to oral habits (disorder),T184
C1290644,Extrinsic staining of teeth due to oral habits,T184
C1290771,Edema of oral vestibule,T184
C1290771,edema of oral vestibule,T184
C1290771,Oedema of oral vestibule,T184
C1290771,Edema of oral vestibule (disorder),T184
C1290771,Oral vestibular swelling,T184
C1290771,edema of oral vestibule (physical finding),T184
C1290999,Froment's sign,T184
C1290999,Froment's sign,T184
C1290999,Froment's sign,T184
C1290999,Froment's sign,T184
C1290999,Froment's sign,T184
C1290999,Froment sign,T184
C1290999,Froment sign,T184
C1290999,Froment thumb sign,T184
C1290999,Froment's sign (finding),T184
C1290999,Froment's sign (physical finding),T184
C1290999,wrist neurological dysfunction Froment's sign,T184
C1290999,Froment's sign was observed,T184
C1291077,Abdominal bloating,T184
C1291077,Abdominal bloating,T184
C1291077,Abdominal bloating,T184
C1291077,Abdominal bloating,T184
C1291077,Abdominal bloating,T184
C1291077,Abdominal bloating,T184
C1291077,Abdominal bloating,T184
C1291077,bloating abdominal,T184
C1291077,ABDOMINAL BLOATING,T184
C1291077,abdominal bloating,T184
C1291077,abdominal bloating,T184
C1291077,abdominal bloating,T184
C1291077,abdominal bloated,T184
C1291077,abdominals bloated,T184
C1291077,Bloating,T184
C1291077,Bloating,T184
C1291077,Bloating,T184
C1291077,Bloating,T184
C1291077,Bloating,T184
C1291077,Bloating,T184
C1291077,Bloating,T184
C1291077,Bloating,T184
C1291077,BLOATING,T184
C1291077,BLOATING,T184
C1291077,BLOATING,T184
C1291077,bloating,T184
C1291077,bloating,T184
C1291077,bloating,T184
C1291077,bloating,T184
C1291077,bloating,T184
C1291077,Bloat,T184
C1291077,Bloating NOS,T184
C1291077,ABDOMINAL FULLNESS SENSATION,T184
C1291077,Gassiness,T184
C1291077,Gassiness,T184
C1291077,gassiness,T184
C1291077,Meteorism,T184
C1291077,Meteorism,T184
C1291077,Meteorism,T184
C1291077,METEORISM,T184
C1291077,METEORISM,T184
C1291077,meteorism,T184
C1291077,Tympanites,T184
C1291077,Tympanites,T184
C1291077,Tympanites,T184
C1291077,Tympanites,T184
C1291077,Tympanites,T184
C1291077,TYMPANITES,T184
C1291077,TYMPANITES,T184
C1291077,tympanites,T184
C1291077,Bloated abdomen,T184
C1291077,Bloated abdomen,T184
C1291077,bloated abdomen,T184
C1291077,abdomen bloating,T184
C1291077,ABDOMEN BLOATING,T184
C1291077,Abdomen feels bloated,T184
C1291077,bloating symptom,T184
C1291077,bloating symptoms,T184
C1291077,Abdominal bloating (finding),T184
C1291077,bloating (diagnosis),T184
C1291077,abdominal bloating (symptom),T184
C1291078,Epigastric discomfort,T184
C1291078,Epigastric discomfort,T184
C1291078,Epigastric discomfort,T184
C1291078,Epigastric discomfort,T184
C1291078,Epigastric discomfort,T184
C1291078,DISCOMFORT EPIGASTRIC,T184
C1291078,Discomfort epigastric,T184
C1291078,EPIGASTRIC DISCOMFORT,T184
C1291078,Epigastric discomfort (finding),T184
C1292420,Common eye AND/OR eyelid symptom,T184
C1292420,Common eye AND/OR eyelid symptom (navigational concept),T184
C1299637,Colicky hypogastric pain,T184
C1299637,Colicky hypogastric pain (finding),T184
C1300119,Generalized colicky abdominal pain,T184
C1300119,Generalised colicky abdominal pain,T184
C1300119,Generalized colicky abdominal pain (finding),T184
C1301340,Disorder of umbilicus,T184
C1301340,problem with umbilicus,T184
C1301340,Problem;umbilicus,T184
C1301340,Disorder of umbilicus (disorder),T184
C1301639,Pain during labor and delivery,T184
C1301639,pain during labor and and delivery,T184
C1301639,Pain during labour and delivery,T184
C1301639,Pain during labor and delivery (finding),T184
C1301639,labor delivery pain,T184
C1301797,Induced hypothermia (finding),T184
C1301797,Induced hypothermia (finding),T184
C1301797,Induced hypothermia,T184
C1301797,induced hypothermia,T184
C1301801,Pain during regional anesthesia for cesarean section,T184
C1301801,Pain during regional anaesthesia for caesarean section,T184
C1301801,Pain during regional anesthesia for cesarean section (finding),T184
C1302160,Uncompensated swallowing impairment,T184
C1302160,Uncompensated swallowing impairment,T184
C1302160,Uncompensated swallowing impairment (finding),T184
C1304408,Urticarial vasculitis,T184
C1304408,Urticarial vasculitis,T184
C1304408,Urticarial vasculitis,T184
C1304408,Urticarial vasculitis,T184
C1304408,Urticarial vasculitis,T184
C1304408,vasculitis urticarial,T184
C1304408,urticarial vasculitis,T184
C1304408,Urticarial vasculitis (disorder),T184
C1306878,Climacteric discomfort,T184
C1306878,Climacteric symptoms,T184
C1306878,symptoms; climacteric,T184
C1306878,Climacteric disturbance,T184
C1313952,Respiration intermittent,T184
C1313952,Respiration intermittent,T184
C1313952,Periodic respiration,T184
C1313952,Periodic respiration,T184
C1313952,Periodic respiration,T184
C1313952,Periodic respiration,T184
C1313952,Periodic respiration,T184
C1313952,respiration; periodic,T184
C1313952,periodic respiration,T184
C1313952,Periodic breathing,T184
C1313952,Periodic breathing,T184
C1313952,Periodic breathing,T184
C1313952,Periodic breathing,T184
C1313952,Periodic breathing,T184
C1313952,periodic breathing,T184
C1313952,periodic breathing,T184
C1313952,periodic breathing (physical finding),T184
C1313952,Respiration intermittent (finding),T184
C1313960,Sepsis-associated hypotension,T184
C1313960,Sepsis-associated hypotension,T184
C1313966,"Organ weight, abnormal increase",T184
C1319921,Unable to complete a sentence in one breath,T184
C1319921,Unable to complete a sentence in one breath (finding),T184
C1321324,Bruns nystagmus,T184
C1321324,Bruns nystagmus,T184
C1321324,nystagmus bruns,T184
C1321324,Bruns nystagmus (diagnosis),T184
C1321324,Bruns nystagmus (disorder),T184
C1321325,Elliptical nystagmus,T184
C1321325,Elliptical nystagmus,T184
C1321325,nystagmus elliptical,T184
C1321325,Elliptical nystagmus (diagnosis),T184
C1321325,Elliptical nystagmus (disorder),T184
C1321587,Breathing abnormally deep,T184
C1321587,Breathing abnormally deep,T184
C1321587,BREATHING ABNORMALLY DEEP,T184
C1321587,BREATHING ABNORMALLY DEEP,T184
C1321587,deep breathing,T184
C1321587,breathing deep,T184
C1321587,Respiratory depth increased,T184
C1321587,Respiratory depth increased,T184
C1321587,Increased respiratory depth,T184
C1321587,Increased respiratory depth,T184
C1321587,RESPIRATORY DEPTH INCREASED,T184
C1321587,Excessively deep breathing,T184
C1321587,Excessively deep breathing,T184
C1321587,Excessively deep breathing (finding),T184
C1321587,breath deep,T184
C1321587,breaths deep,T184
C1321587,deep breath,T184
C1321898,Blood in stool,T184
C1321898,Blood in stool,T184
C1321898,Blood in stool,T184
C1321898,Blood in stool,T184
C1321898,Blood in stool,T184
C1321898,Blood in stool,T184
C1321898,Blood in stool,T184
C1321898,Blood in stool,T184
C1321898,Blood in stool,T184
C1321898,BLOOD IN STOOL,T184
C1321898,blood in stool,T184
C1321898,blood in stool,T184
C1321898,Blood in Stool,T184
C1321898,Blood In stool,T184
C1321898,BLOOD STOOL,T184
C1321898,STOOL BLOOD,T184
C1321898,Blood stool,T184
C1321898,Blood in stools,T184
C1321898,Blood (in);stool,T184
C1321898,blood in stools,T184
C1321898,hematochezia,T184
C1321898,haematochezia,T184
C1321898,Passage of bloody stools,T184
C1321898,Bloody stool,T184
C1321898,Bloody stool,T184
C1321898,STOOL BLOODY,T184
C1321898,Stool bloody,T184
C1321898,bloody stool,T184
C1321898,bloody stool,T184
C1321898,bloody stools,T184
C1321898,blood in faeces,T184
C1321898,blood in faeces,T184
C1321898,Blood in faeces,T184
C1321898,Blood (in);faeces,T184
C1321898,Blood in feces,T184
C1321898,Faeces: blood,T184
C1321898,Feces: blood,T184
C1321898,blood in feces,T184
C1321898,blood in feces,T184
C1328286,Foaming at mouth,T184
C1328286,Foaming at mouth,T184
C1328286,Foaming at mouth,T184
C1328286,Foaming at mouth (finding),T184
C1328286,Frothing at mouth,T184
C1328308,Increased upper airway secretion,T184
C1328308,Increased upper airway secretion,T184
C1328466,Laryngopharyngeal Dysesthesia,T184
C1328466,Laryngopharyngeal Dysesthesia,T184
C1328466,laryngopharyngeal dysesthesia,T184
C1328466,Laryngopharyngeal dysesthesia,T184
C1328466,Laryngopharyngeal dysaesthesia,T184
C1328466,laryngopharyngeal dysesthesia (diagnosis),T184
C1328497,Scarlet fever-like rash,T184
C1328513,Subconjunctival redness,T184
C1328533,Malodorous flatulence,T184
C1328534,Malodorous burping,T184
C1331400,Lymph/immune mechanism symptom/complaint other,T184
C1331402,Contraception female other,T184
C1331403,Infertility/subfertility female,T184
C1331405,Limited function/disability (Z),T184
C1332239,Alterations in Smell or Taste,T184
C1332855,Cardiovascular System Signs and Symptoms,T184
C1333034,Chronic Cancer Pain,T184
C1333310,Disturbance in Bowel Function,T184
C1333389,Endocrine System Signs and Symptoms,T184
C1333811,Genitourinary Signs and Symptoms,T184
C1333811,Genitourinary signs and symptoms,T184
C1333811,Genital or Reproductive Signs and Symptoms,T184
C1334192,Integumentary System Signs and Symptoms,T184
C1334804,Motor Manifestations,T184
C1335944,Sensory Manifestations,T184
C1336953,Ventilation or Perfusion Signs and Symptoms,T184
C1336970,Visual Manifestations,T184
C1377828,Paraneoplastic Opsoclonus Ataxia,T184
C1377828,Paraneoplastic Opsoclonus Ataxia,T184
C1377828,Paraneoplastic Opsoclonus-Ataxia,T184
C1377828,POA,T184
C1384488,Restrained respiration,T184
C1384488,Restrained respiration,T184
C1384488,Restrained breathing,T184
C1384488,Restrained breathing,T184
C1384488,Restrained respiration (finding),T184
C1384493,Catarrh,T184
C1384493,Catarrh,T184
C1384493,Catarrh,T184
C1384493,Catarrh,T184
C1384493,Catarrh,T184
C1384493,Catarrh,T184
C1384493,CATARRH,T184
C1384493,catarrh,T184
C1384493,catarrh,T184
C1384493,catarrh,T184
C1384493,Catarrhs,T184
C1384493,Catarrhal discharge,T184
C1385682,"abdominal; pain, lower abdomen, pelvic or perineal",T184
C1385756,abnormal; clinical findings,T184
C1385756,finding; abnormal clinical,T184
C1386058,general physical; deterioration,T184
C1386058,General physical deterioration,T184
C1386058,deterioration; general physical,T184
C1386209,fetid; breath,T184
C1386209,breath; fetid,T184
C1386210,"holder; breath, seizures",T184
C1386210,"breath; holder, seizures",T184
C1386211,"holder; breath, child",T184
C1386211,"breath; holder, child",T184
C1386212,respiration; abnormality,T184
C1386215,respiration; paralysis,T184
C1386227,symptoms; respiratory system,T184
C1386227,respiratory system; symptoms,T184
C1386292,adenoid; hemorrhage,T184
C1386292,hemorrhage; adenoid,T184
C1386344,adenopathy; inguinal,T184
C1386344,inguinal; adenopathy,T184
C1386346,adenopathy; mediastinal,T184
C1386346,mediastinal; adenopathy,T184
C1386351,adenopathy; mesentery,T184
C1386351,mesenteric; adenopathy,T184
C1386353,tracheobronchial; adenopathy,T184
C1386353,adenopathy; tracheobronchial,T184
C1386605,aphonia; organic,T184
C1386605,organic; aphonia,T184
C1386619,"discharge; urinary, excessive",T184
C1387107,general; ataxia,T184
C1387107,ataxia; general,T184
C1387109,general; congestive,T184
C1387109,congestive; general,T184
C1387113,general; symptoms general perceptions and sensations,T184
C1387174,alternating; pulse,T184
C1387174,pulse; alternating,T184
C1387638,anesthesia; local skin lesion,T184
C1387638,local skin lesion; anesthesia,T184
C1387770,angina pectoris; de novo effort,T184
C1387772,angina pectoris; pre-infarctional,T184
C1387773,angina pectoris; progressive worsening effort related,T184
C1387773,"progressive; angina pectoris, worsening effort",T184
C1388031,anopsia; quadrant,T184
C1388031,Quadrant anopsia,T184
C1388031,quadrant anopsia,T184
C1388133,"anuria; sulfonamide, correct substance properly administered",T184
C1388133,"sulfonamide; anuria, correct substance properly administered",T184
C1388375,arrhythmia; abnormal heart rate (as a symptom),T184
C1388375,cardiac arrhythmia; abnormal heart rate (as a symptom),T184
C1388902,asynergy,T184
C1388933,unilateral; athetosis,T184
C1388933,athetosis; unilateral,T184
C1388945,dyspepsia; atonic,T184
C1388945,atonic; dyspepsia,T184
C1389183,autodigestion,T184
C1389192,autotoxemia,T184
C1389583,murmur; benign,T184
C1389583,benign; murmur,T184
C1389591,limitation; visual field,T184
C1389649,threatened; delivery,T184
C1389649,delivery; threatened,T184
C1389652,"delivery; threatened, at or after 37 completed weeks of gestation",T184
C1389653,"delivery; threatened, before 37 completed weeks of gestation",T184
C1389671,delivery; fever,T184
C1389711,trembling; paralysis,T184
C1389711,paralysis; trembling,T184
C1389772,movement; dystonic movements,T184
C1389777,symptoms; awareness,T184
C1389777,symptoms; awareness,T184
C1389777,awareness; symptoms,T184
C1390037,cornea; blood,T184
C1390037,blood; cornea,T184
C1390051,"blood pressure; low, incidental reading, without diagnosis of hypotension",T184
C1390183,intermenstrual; hemorrhage,T184
C1390183,hemorrhage; intermenstrual,T184
C1390310,nipple; hemorrhage,T184
C1390310,hemorrhage; nipple,T184
C1390319,"uterus; hemorrhage, intermenstrual (regular)",T184
C1390319,"hemorrhage; uterus, intermenstrual (regular)",T184
C1390438,congestive; chest,T184
C1390438,chest; congestive,T184
C1390877,tympany; abdomen,T184
C1390877,abdomen; tympany,T184
C1391707,"labor; false, complicating pregnancy",T184
C1391707,"c.pregnancy; labor, false",T184
C1391707,c.pregnancy; false labor,T184
C1391732,Malignant cachexia,T184
C1391732,cachexia; malignant,T184
C1391732,malignant; cachexia,T184
C1391732,Cachexia due to malignant neoplastic disease (finding),T184
C1391732,Cachexia due to malignant neoplastic disease,T184
C1391732,Cachexia due to malignant neoplastic disease,T184
C1391732,Cachexia due to malignant neoplastic disease (physical finding),T184
C1391732,cachectic due to malignant neoplastic disease,T184
C1391732,Muscle atrophy due to malignant neoplastic disease,T184
C1391732,Cancer cachexia,T184
C1391732,cachexia; cancer,T184
C1391732,cancer; cachexia,T184
C1391755,pain; cecum,T184
C1391755,cecum; pain,T184
C1392131,febrile; catarrh,T184
C1392131,catarrh; febrile,T184
C1392135,throat; catarrh,T184
C1392135,catarrh; throat,T184
C1392135,pharynx; catarrh,T184
C1392135,catarrh; pharynx,T184
C1392242,depression; cerebral,T184
C1392242,cerebral; depression,T184
C1392251,hypofunction; cerebral,T184
C1392251,cerebral; hypofunction,T184
C1392274,"paralysis; cerebral, hemiplegic",T184
C1392274,"cerebral; paralysis, hemiplegic",T184
C1392510,gonococcal; chordee,T184
C1392510,chordee; gonococcal,T184
C1392633,chyluria; nonfilarial,T184
C1392787,symptoms; cognitive functions,T184
C1392787,cognitive functions; symptoms,T184
C1392843,cramp(s); colon,T184
C1392843,colon; cramp(s),T184
C1392851,pain; colon,T184
C1392851,colon; pain,T184
C1393295,"pacemaker; complication, pain",T184
C1393295,"complications; pacemaker, pain",T184
C1393776,"drug; constipation, correct substance properly administered",T184
C1393776,"constipation; drug, correct substance properly administered",T184
C1393964,"deposition; cornea, hemosiderin in old scars",T184
C1393964,"cornea; deposit, hemosiderin in old scars",T184
C1394036,corpulence,T184
C1394289,retina; cyanosis,T184
C1394289,cyanosis; retina,T184
C1394765,de novo effort; angina,T184
C1394765,De novo effort angina,T184
C1394864,"severe; abdominal pain, abdominal rigidity",T184
C1394864,abdominal rigidity; severe abdominal pain,T184
C1394864,"rigidity; abdominal, severe abdominal pain",T184
C1395296,disintegration of the body,T184
C1395297,vision; disorientation,T184
C1395297,disorientation; vision,T184
C1395353,spasm; diaphragm,T184
C1395353,diaphragm; spasm,T184
C1395829,"pressure; hyposystolic incidental reading, without diagnosis of hypotension",T184
C1395946,dysorexia,T184
C1395965,hyperventilation; dyspnea,T184
C1395965,dyspnea; hyperventilation,T184
C1396024,pregnancy; eclampsia with pre-existing hypertension,T184
C1396024,"eclampsia; pregnancy, with pre-existing hypertension",T184
C1396398,symptoms; emotional state,T184
C1396398,emotional state; symptoms,T184
C1396733,epidemic; cough,T184
C1396733,cough; epidemic,T184
C1396873,ringed; eruption,T184
C1396873,eruption; ringed,T184
C1397020,posture; imbalance,T184
C1397020,imbalance; posture,T184
C1397022,labyrinth; imbalance,T184
C1397022,"labyrinth; imbalance,",T184
C1397022,"imbalance; labyrinth,",T184
C1397022,imbalance; labyrinth,T184
C1397229,Febricula,T184
C1397229,febricula,T184
C1397263,vasomotor; phenomenon,T184
C1397263,phenomenon; vasomotor,T184
C1397682,phosphatemia,T184
C1397829,micturition; frequency and painful,T184
C1397829,"frequency; micturition, and painful",T184
C1397859,dysfunction; physiological,T184
C1397891,functional activity; decreased,T184
C1397891,decreased; functional activity,T184
C1397923,physiological; functional disturbance,T184
C1398083,state; agitated,T184
C1398083,agitated; state,T184
C1398152,"lack of; responsiveness, behavior",T184
C1398200,behavior; poor responsiveness,T184
C1398206,slow; behavior,T184
C1398206,behavior; slow,T184
C1398207,slowness; behavior,T184
C1398207,behavior; slowness,T184
C1398282,"generalized; disorder, pain",T184
C1398289,nail; furrowed,T184
C1398289,furrowed; nail,T184
C1398352,coupled rhythm,T184
C1398357,"lump; localized, neck",T184
C1398357,"localized; lump, neck",T184
C1398358,"lump; localized, head",T184
C1398358,"localized; lump, head",T184
C1398361,"mass; localized, neck",T184
C1398361,"localized; mass, neck",T184
C1398362,"mass; localized, head",T184
C1398362,"localized; mass, head",T184
C1398372,"swelling; localized, neck",T184
C1398372,"localized; swelling, neck",T184
C1398452,murmur; cardiac valve,T184
C1398453,"murmur; cardiac valve, innocent",T184
C1398453,"heart valve; murmur, innocent",T184
C1398454,murmur; nonorganic,T184
C1398536,urinary stream; cleft,T184
C1398536,cleft; urinary stream,T184
C1398545,sense; anxiety,T184
C1398548,"sensation; disorder, skin",T184
C1398548,"disorder; sensation, skin",T184
C1398551,Loss of sensing,T184
C1398551,sense loss,T184
C1398551,sense; loss of,T184
C1398552,sense; diminished,T184
C1398595,"steroids; effects, fever, correct substance properly administered",T184
C1398595,"effects of; steroids, fever, correct substance properly administered",T184
C1398624,"weight; gain, insufficient, complicating pregnancy",T184
C1398624,"insufficient; weight gain, complicating pregnancy",T184
C1398624,"c.pregnancy; weight, gain, insufficient",T184
C1398624,c.pregnancy; insufficient weight gain,T184
C1398664,visual field; disability,T184
C1398665,visual field; deformity,T184
C1398665,deformity; visual field,T184
C1398667,visual field; vision,T184
C1398667,vision; visual field,T184
C1398734,hypertrophy; glandular,T184
C1398734,glandular; hypertrophy,T184
C1398935,petit mal; with grand mal seizures,T184
C1398935,"grand mal; seizures, petit mal",T184
C1399000,"growth; pain, children",T184
C1399101,hyperplasia; cervical gland,T184
C1399101,cervical gland; hyperplasia,T184
C1399104,swelling; cervical gland,T184
C1399104,cervical gland; swelling,T184
C1399115,paralysis of hand (symptom),T184
C1399115,paralysis of hand (symptom),T184
C1399115,unable to move hand,T184
C1399115,paralysis of hand,T184
C1399115,hand; paralysis,T184
C1399115,paralysis; hand,T184
C1399271,hematometra; hematocolpos,T184
C1399271,hematocolpos; hematometra,T184
C1399272,hematosalpinx; hematocolpos,T184
C1399272,hematocolpos; hematosalpinx,T184
C1399273,hemosalpinx; hematocolpos,T184
C1399273,hematocolpos; hemosalpinx,T184
C1399274,shock; hematogenous,T184
C1399274,hematogenous; shock,T184
C1399277,hematosalpinx; hematometra,T184
C1399277,Hematosalpinx with hematometra,T184
C1399277,hematometra; hematosalpinx,T184
C1399278,"hematosalpinx; hematometra, with hematocolpos",T184
C1399278,"hematometra; hematosalpinx, with hematocolpos",T184
C1399331,idiopathic; hematuria,T184
C1399331,hematuria; idiopathic,T184
C1399340,paroxysmal; hematuria,T184
C1399340,hematuria; paroxysmal,T184
C1399350,Hemiathetosis,T184
C1399350,hemiathetosis,T184
C1399357,Hemiparaesthesia,T184
C1399357,Hemiparaesthesia,T184
C1399357,Hemiparesthesia,T184
C1399357,hemiparesthesia,T184
C1399359,hypotonic; hemiplegia,T184
C1399359,hemiplegia; hypotonic,T184
C1399363,"spastic; hemiplegia, congenital or infantile",T184
C1399363,"hemiplegia; spastic, congenital or infantile",T184
C1399371,hemitremor,T184
C1399419,hemosalpinx; hematometra,T184
C1399420,"hemosalpinx; hematometra, with hematocolpos",T184
C1399662,hidroa,T184
C1399669,hypertrophy; hilus gland,T184
C1399669,hilus gland; hypertrophy,T184
C1399715,larynx; cough,T184
C1399715,cough; larynx,T184
C1399716,nervous; cough,T184
C1399716,cough; nervous,T184
C1399780,skin; sensibility disturbance,T184
C1399780,"sensibility; disturbance, skin",T184
C1399787,skin; change,T184
C1399787,change; skin,T184
C1399787,Unspecified skin changes,T184
C1399955,"hyperemesis; gravidarum, due to other diseases",T184
C1400026,tetany; hyperpnea,T184
C1400026,hyperpnea; tetany,T184
