Tree Number,Disease Name
C12.200.777.725.938.500,Ureteral Calculi
C12.200.777.967.374.500,Ureteral Calculi
C12.200.777.967.500.851,Ureteral Calculi
C12.950.725.938.500,Ureteral Calculi
C12.950.967.374.500,Ureteral Calculi
C12.950.967.500.851,Ureteral Calculi
C23.300.175.850.750,Ureteral Calculi
C12.050.351.968.725,Ureteral Diseases
C12.200.777.725,Ureteral Diseases
C12.950.725,Ureteral Diseases
C04.588.945.947.940,Ureteral Neoplasms
C12.050.351.937.820.875,Ureteral Neoplasms
C12.050.351.968.725.676,Ureteral Neoplasms
C12.200.758.820.875,Ureteral Neoplasms
C12.200.777.725.676,Ureteral Neoplasms
C12.900.820.875,Ureteral Neoplasms
C12.950.725.676,Ureteral Neoplasms
C12.950.983.875,Ureteral Neoplasms
C12.050.351.968.725.776,Ureteral Obstruction
C12.200.777.725.776,Ureteral Obstruction
C12.950.725.776,Ureteral Obstruction
C12.050.351.968.725.876,Ureterocele
C12.200.777.725.876,Ureterocele
C12.950.725.876,Ureterocele
C12.050.351.968.767,Urethral Diseases
C12.200.777.767,Urethral Diseases
C12.950.767,Urethral Diseases
C04.588.945.947.945,Urethral Neoplasms
C12.050.351.937.820.890,Urethral Neoplasms
C12.050.351.968.767.601,Urethral Neoplasms
C12.200.758.820.937,Urethral Neoplasms
C12.200.777.767.601,Urethral Neoplasms
C12.900.820.890,Urethral Neoplasms
C12.950.767.601,Urethral Neoplasms
C12.950.983.890,Urethral Neoplasms
C12.050.351.968.767.700,Urethral Obstruction
C12.200.777.767.700,Urethral Obstruction
C12.950.767.700,Urethral Obstruction
C12.050.351.968.767.700.700,Urethral Stricture
C12.200.777.767.700.700,Urethral Stricture
C12.950.767.700.700,Urethral Stricture
C12.050.351.968.767.851,Urethritis
C12.200.777.767.851,Urethritis
C12.950.767.851,Urethritis
C12.050.351.968.967.500,Urinary Calculi
C12.200.777.967.500,Urinary Calculi
C12.950.967.500,Urinary Calculi
C23.300.175.850,Urinary Calculi
C12.050.351.875.881,Urinary Fistula
C12.200.706.881,Urinary Fistula
C12.800.881,Urinary Fistula
C23.300.575.825,Urinary Fistula
C12.050.351.968.934.814,Urinary Incontinence
C12.200.777.934.852,Urinary Incontinence
C12.950.934.814,Urinary Incontinence
C23.888.942.343.800,Urinary Incontinence
C12.050.351.968.934.814.500,"Urinary Incontinence, Stress"
C12.200.777.934.852.249,"Urinary Incontinence, Stress"
C12.950.934.814.500,"Urinary Incontinence, Stress"
C23.888.942.343.800.500,"Urinary Incontinence, Stress"
C01.915,Urinary Tract Infections
C12.050.351.968.892,Urinary Tract Infections
C12.200.777.892,Urinary Tract Infections
C12.950.892,Urinary Tract Infections
C12.050.351.968.934,Urination Disorders
C12.200.777.934,Urination Disorders
C12.950.934,Urination Disorders
C12.050.351.875,Urogenital Abnormalities
C12.200.706,Urogenital Abnormalities
C12.800,Urogenital Abnormalities
C16.131.939,Urogenital Abnormalities
C04.588.945,Urogenital Neoplasms
C12.050.351.937,Urogenital Neoplasms
C12.200.758,Urogenital Neoplasms
C12.900,Urogenital Neoplasms
C12.050.351.968,Urologic Diseases
C12.200.777,Urologic Diseases
C12.950,Urologic Diseases
C04.588.945.947,Urologic Neoplasms
C12.050.351.937.820,Urologic Neoplasms
C12.200.758.820,Urologic Neoplasms
C12.900.820,Urologic Neoplasms
C12.950.983,Urologic Neoplasms
C17.800.862.945,Urticaria
C20.543.480.904,Urticaria
C04.557.450.565.465.500.850,Urticaria Pigmentosa
C04.588.805.309.850,Urticaria Pigmentosa
C17.800.621.893,Urticaria Pigmentosa
C17.800.882.356.850,Urticaria Pigmentosa
C20.762.750.563.850,Urticaria Pigmentosa
C12.050.351.500.852,Uterine Diseases
C12.100.250.852,Uterine Diseases
C12.050.351.500.852.691,Uterine Hemorrhage
C12.100.250.852.691,Uterine Hemorrhage
C23.550.414.993,Uterine Hemorrhage
C12.050.703.420.288.728,Uterine Inertia
C04.588.945.418.948,Uterine Neoplasms
C12.050.351.500.852.762,Uterine Neoplasms
C12.050.351.937.418.875,Uterine Neoplasms
C12.100.250.852.762,Uterine Neoplasms
C12.900.418.875,Uterine Neoplasms
C12.050.351.500.852.904.500,Uterine Perforation
C12.100.250.852.904.500,Uterine Perforation
C26.761.853.500,Uterine Perforation
C12.050.351.500.852.833,Uterine Prolapse
C12.100.250.852.833,Uterine Prolapse
C23.300.842.624.750,Uterine Prolapse
C12.050.351.500.852.904,Uterine Rupture
C12.050.703.420.904,Uterine Rupture
C12.100.250.852.904,Uterine Rupture
C26.761.853,Uterine Rupture
C11.941,Uveal Diseases
C04.588.364.978,Uveal Neoplasms
C11.319.494,Uveal Neoplasms
C11.941.855,Uveal Neoplasms
C11.941.879,Uveitis
C11.941.879.780.880,"Uveitis, Anterior"
C10.114.843,Uveomeningoencephalitic Syndrome
C11.941.879.980,Uveomeningoencephalitic Syndrome
C20.111.258.925,Uveomeningoencephalitic Syndrome
C15.604.515.827.865,Uveoparotid Fever
C20.543.418.575.865,Uveoparotid Fever
C01.925.256.743.929,Vaccinia
C12.050.351.500.894,Vaginal Diseases
C12.100.250.894,Vaginal Diseases
C12.050.351.500.894.767,Vaginal Fistula
C12.100.250.894.767,Vaginal Fistula
C23.300.575.925,Vaginal Fistula
C04.588.945.418.955,Vaginal Neoplasms
C12.050.351.500.894.834,Vaginal Neoplasms
C12.050.351.937.418.937,Vaginal Neoplasms
C12.100.250.894.834,Vaginal Neoplasms
C12.900.418.937,Vaginal Neoplasms
C12.050.351.500.894.906,Vaginitis
C12.100.250.894.906,Vaginitis
C12.100.500.936,Varicocele
C12.200.294.936,Varicocele
C14.907.903,Varicocele
C14.907.927.730,Varicose Ulcer
C17.800.893.592.730,Varicose Ulcer
C14.907.927,Varicose Veins
C14.907,Vascular Diseases
C10.228.140.300.800,Vascular Headaches
C10.228.140.546.699.500,Vascular Headaches
C14.907.253.937,Vascular Headaches
C14.907.940,Vasculitis
C07.465.525.955,Velopharyngeal Insufficiency
C07.550.966,Velopharyngeal Insufficiency
C07.650.525.955,Velopharyngeal Insufficiency
C09.775.955,Velopharyngeal Insufficiency
C16.131.850.525.955,Velopharyngeal Insufficiency
C04.588.945.956,"Venereal Tumors, Veterinary"
C22.950,"Venereal Tumors, Veterinary"
C14.907.952,Venous Insufficiency
C14.280.067.922,Ventricular Fibrillation
C23.550.073.922,Ventricular Fibrillation
C14.280.955,Ventricular Outflow Obstruction
C10.228.140.300.150.956,Vertebrobasilar Insufficiency
C14.907.253.092.956,Vertebrobasilar Insufficiency
C09.218.568.900.883,Vertigo
C10.597.951,Vertigo
C23.888.592.958,Vertigo
C12.050.351.968.829.920,Vesico-Ureteral Reflux
C12.200.777.829.920,Vesico-Ureteral Reflux
C12.950.829.920,Vesico-Ureteral Reflux
C12.050.351.500.894.767.500,Vesicovaginal Fistula
C12.050.351.875.881.312.733,Vesicovaginal Fistula
C12.050.351.968.829.548.733,Vesicovaginal Fistula
C12.100.250.894.767.500,Vesicovaginal Fistula
C12.950.829.548.733,Vesicovaginal Fistula
C23.300.575.825.250.775,Vesicovaginal Fistula
C23.300.575.925.816,Vesicovaginal Fistula
C01.925.782.160.927,Vesicular Exanthema of Swine
C22.905.927,Vesicular Exanthema of Swine
C01.150.252.400.959,Vibrio Infections
C01.925.937,Viremia
C23.550.470.790.500.900,Viremia
C23.888.971,Virilism
C01.925,Virus Diseases
C06.405.937,Visceral Prolapse
C23.300.842.624.875,Visceral Prolapse
C10.597.751.941,Vision Disorders
C11.966,Vision Disorders
C23.888.592.763.941,Vision Disorders
C18.654.521.500.133.628,Vitamin A Deficiency
C18.654.521.500.133.699,Vitamin B Deficiency
C18.654.521.500.133.699.923,Vitamin B 12 Deficiency
C18.654.521.500.133.770,Vitamin D Deficiency
C18.654.521.500.133.841,Vitamin E Deficiency
C15.378.100.920,Vitamin K Deficiency
C15.378.463.841,Vitamin K Deficiency
C18.654.521.500.133.912,Vitamin K Deficiency
C17.800.621.440.895,Vitiligo
C11.290.960,Vitreous Hemorrhage
C23.550.414.756.887,Vitreous Hemorrhage
C08.360.931,Vocal Cord Paralysis
C09.400.931,Vocal Cord Paralysis
C10.292.887.800,Vocal Cord Paralysis
C10.597.622.943,Vocal Cord Paralysis
C23.888.592.636.943,Vocal Cord Paralysis
C08.360.940,Voice Disorders
C09.400.940,Voice Disorders
C10.597.975,Voice Disorders
C23.888.592.979,Voice Disorders
C23.888.821.937,Vomiting
C23.888.821.937.080,"Vomiting, Anticipatory"
C15.378.100.100.900,von Willebrand Diseases
C15.378.100.141.900,von Willebrand Diseases
C15.378.140.900,von Willebrand Diseases
C15.378.463.920,von Willebrand Diseases
C16.320.099.920,von Willebrand Diseases
C12.050.351.500.944,Vulvar Diseases
C12.100.250.944,Vulvar Diseases
C04.588.945.418.968,Vulvar Neoplasms
C12.050.351.500.944.819,Vulvar Neoplasms
C12.050.351.937.418.968,Vulvar Neoplasms
C12.100.250.944.819,Vulvar Neoplasms
C12.900.418.968,Vulvar Neoplasms
C12.050.351.500.944.902,Vulvitis
C12.100.250.944.902,Vulvitis
C12.050.351.500.894.906.820,Vulvovaginitis
C12.050.351.500.944.902.737,Vulvovaginitis
C12.100.250.894.906.820,Vulvovaginitis
C12.100.250.944.902.737,Vulvovaginitis
C16.131.077.938,Waardenburg Syndrome
C10.228.140.300.150.477.100.500,Lateral Medullary Syndrome
C10.228.140.300.775.200.100.500,Lateral Medullary Syndrome
C14.907.253.092.477.100.500,Lateral Medullary Syndrome
C14.907.253.855.200.100.500,Lateral Medullary Syndrome
C23.550.513.355.250.100.500,Lateral Medullary Syndrome
C23.550.717.489.250.100.500,Lateral Medullary Syndrome
C23.550.737.750,Wallerian Degeneration
C01.925.256.650.810,Warts
C01.925.825.810,Warts
C01.925.928.914,Warts
C17.800.838.790.810,Warts
C18.452.950.932,Water Intoxication
C25.723.932,Water Intoxication
C18.452.950,Water-Electrolyte Imbalance
C01.150.252.223.500.750.500,Waterhouse-Friderichsen Syndrome
C01.150.252.400.625.549.449.800,Waterhouse-Friderichsen Syndrome
C01.207.180.500.750.500,Waterhouse-Friderichsen Syndrome
C10.228.228.180.500.750.500,Waterhouse-Friderichsen Syndrome
C10.586.625.280.505.904,Waterhouse-Friderichsen Syndrome
C15.378.100.802.843,Waterhouse-Friderichsen Syndrome
C15.378.463.950,Waterhouse-Friderichsen Syndrome
C19.053.500.740,Waterhouse-Friderichsen Syndrome
C23.550.414.950.843,Waterhouse-Friderichsen Syndrome
C23.888.885.687.843,Waterhouse-Friderichsen Syndrome
C08.381.483.950,Granulomatosis with Polyangiitis
C14.907.940.897.249.750,Granulomatosis with Polyangiitis
C17.800.862.105.875,Granulomatosis with Polyangiitis
C20.111.193.875,Granulomatosis with Polyangiitis
C01.150.252.400.794.511.739,Weil Disease
C10.228.854.468.800,Spinal Muscular Atrophies of Childhood
C10.574.500.812,Spinal Muscular Atrophies of Childhood
C10.574.562.500.750,Spinal Muscular Atrophies of Childhood
C10.668.467.500.750,Spinal Muscular Atrophies of Childhood
C16.320.400.765,Spinal Muscular Atrophies of Childhood
C16.320.925,Werner Syndrome
C18.452.284.960,Werner Syndrome
C10.228.140.163.960,Wernicke Encephalopathy
C18.452.132.960,Wernicke Encephalopathy
C18.654.521.500.133.699.827.822,Wernicke Encephalopathy
C25.775.100.625,Wernicke Encephalopathy
C01.207.245.340.300.887,West Nile Fever
C01.207.399.750.300.887,West Nile Fever
C01.920.313.156.950,West Nile Fever
C01.920.852.500.950,West Nile Fever
C01.925.081.343.950,West Nile Fever
C01.925.182.525.300.850,West Nile Fever
C01.925.782.310.950,West Nile Fever
C01.925.782.350.250.900,West Nile Fever
C10.228.140.430.520.750.300.887,West Nile Fever
C10.228.228.245.340.300.887,West Nile Fever
C10.228.228.399.750.300.887,West Nile Fever
C10.586.250.520.750.300.887,West Nile Fever
C26.700.500,Whiplash Injuries
C22.595.740,White Muscle Disease
C01.150.252.400.143.500,Whooping Cough
C01.748.969,Whooping Cough
C08.730.969,Whooping Cough
C15.378.100.100.970,Wiskott-Aldrich Syndrome
C15.378.243.750.605.900,Wiskott-Aldrich Syndrome
C15.378.463.960,Wiskott-Aldrich Syndrome
C15.378.553.546.605.900,Wiskott-Aldrich Syndrome
C16.320.099.970,Wiskott-Aldrich Syndrome
C16.320.322.937,Wiskott-Aldrich Syndrome
C16.320.798.875,Wiskott-Aldrich Syndrome
C20.673.627.900,Wiskott-Aldrich Syndrome
C20.673.795.875,Wiskott-Aldrich Syndrome
C05.550.114.843.823,Wissler's Syndrome
C05.799.825.823,Wissler's Syndrome
C20.543.928,Wissler's Syndrome
C14.280.067.780.977,Wolff-Parkinson-White Syndrome
C14.280.123.750.977,Wolff-Parkinson-White Syndrome
C16.131.240.400.980,Wolff-Parkinson-White Syndrome
C09.218.458.341.186.500.750,Wolfram Syndrome
C10.292.700.225.500.980,Wolfram Syndrome
C10.574.500.662.980,Wolfram Syndrome
C10.597.751.418.341.186.500.750,Wolfram Syndrome
C10.597.751.941.162.625.750,Wolfram Syndrome
C11.270.564.980,Wolfram Syndrome
C11.640.451.451.980,Wolfram Syndrome
C11.966.075.375.750,Wolfram Syndrome
C12.050.351.968.419.135.875,Wolfram Syndrome
C12.200.777.419.135.875,Wolfram Syndrome
C12.950.419.135.875,Wolfram Syndrome
C16.131.077.299.750,Wolfram Syndrome
C16.320.290.564.980,Wolfram Syndrome
C16.320.400.630.980,Wolfram Syndrome
C18.452.394.750.124.960,Wolfram Syndrome
C19.246.267.960,Wolfram Syndrome
C19.700.159.875,Wolfram Syndrome
C01.947,Wound Infection
C26,Wounds and Injuries
C26.986.900,"Wounds, Gunshot"
C26.974,"Wounds, Nonpenetrating"
C26.986,"Wounds, Penetrating"
C26.986.950,"Wounds, Stab"
C26.088.906,Wrist Injuries
C15.604.250.410.900,"Xanthogranuloma, Juvenile"
C17.800.973,"Xanthogranuloma, Juvenile"
C18.452.584.750,Xanthomatosis
C04.834.867,Xeroderma Pigmentosum
C16.131.831.936,Xeroderma Pigmentosum
C16.320.850.970,Xeroderma Pigmentosum
C17.800.600.925,Xeroderma Pigmentosum
C17.800.621.936,Xeroderma Pigmentosum
C17.800.804.936,Xeroderma Pigmentosum
C17.800.827.970,Xeroderma Pigmentosum
C18.452.284.975,Xeroderma Pigmentosum
C11.187.810,Xerophthalmia
C11.496.260.892,Xerophthalmia
C07.465.815.929,Xerostomia
C23.550.210.024.500,XYY Karyotype
C23.550.210.815.970,XYY Karyotype
C01.150.252.400.794.840.750,Yaws
C01.150.252.400.840.750,Yaws
C01.150.252.819.910,Yaws
C01.800.720.910,Yaws
C17.800.838.765.910,Yaws
C01.920.852.875,Yellow Fever
C01.925.081.980,Yellow Fever
C01.925.782.350.250.980,Yellow Fever
C01.925.782.417.881,Yellow Fever
C01.150.252.400.310.980,Yersinia Infections
C01.150.252.400.310.980.780,Yersinia pseudotuberculosis Infections
C04.730.713.988,Zollinger-Ellison Syndrome
C06.301.371.883,Zollinger-Ellison Syndrome
C06.405.249.883,Zollinger-Ellison Syndrome
C06.405.469.275.800.924,Zollinger-Ellison Syndrome
C06.405.469.965,Zollinger-Ellison Syndrome
C06.405.748.586.924,Zollinger-Ellison Syndrome
C06.405.748.947,Zollinger-Ellison Syndrome
C01.973,Zoonoses
C22.969,Zoonoses
C10.900.300.284.500.950,Zygomatic Fractures
C26.404.750.959,Zygomatic Fractures
C26.915.300.425.500.950,Zygomatic Fractures
C10.228.140.300.400,"Dementia, Vascular"
C10.228.140.300.510.800.500,"Dementia, Vascular"
C10.228.140.380.230,"Dementia, Vascular"
C10.228.140.695.500,"Dementia, Vascular"
C14.907.137.126.372.500,"Dementia, Vascular"
C14.907.253.560.350.500,"Dementia, Vascular"
C06.405.117.119.500,Esophageal Motility Disorders
C06.405.117.119.500.450,"Esophageal Spasm, Diffuse"
C12.050.703.277.060.480,Hydrops Fetalis
C15.378.295.480,Hydrops Fetalis
C15.378.420.826.100.350,Hydrops Fetalis
C16.300.060.480,Hydrops Fetalis
C16.320.365.826.100.350,Hydrops Fetalis
C20.306.480,Hydrops Fetalis
C23.888.277.395,Hydrops Fetalis
C10.228.140.300.150.477.200.199,"Dementia, Multi-Infarct"
C10.228.140.300.400.408,"Dementia, Multi-Infarct"
C10.228.140.300.775.200.200.199,"Dementia, Multi-Infarct"
C10.228.140.380.230.250,"Dementia, Multi-Infarct"
C14.907.253.092.477.200.199,"Dementia, Multi-Infarct"
C14.907.253.855.200.200.199,"Dementia, Multi-Infarct"
C23.550.513.355.250.200.199,"Dementia, Multi-Infarct"
C23.550.717.489.250.200.199,"Dementia, Multi-Infarct"
C01.597.880,Superinfection
C26.324.550,Lightning Injuries
C04.588.614.250.195.885,Supratentorial Neoplasms
C10.228.140.211.885,Supratentorial Neoplasms
C10.551.240.250.700,Supratentorial Neoplasms
C04.588.614.250.803.342,Epidural Neoplasms
C10.228.854.765.342,Epidural Neoplasms
C10.551.240.750.200,Epidural Neoplasms
C04.557.470.035.625,Prolactinoma
C04.588.322.609.792,Prolactinoma
C10.228.140.617.738.675.800,Prolactinoma
C19.344.609.792,Prolactinoma
C19.700.734.792,Prolactinoma
C04.588.274.476.411.307,Colorectal Neoplasms
C06.301.371.411.307,Colorectal Neoplasms
C06.405.249.411.307,Colorectal Neoplasms
C06.405.469.158.356,Colorectal Neoplasms
C06.405.469.491.307,Colorectal Neoplasms
C06.405.469.860.180,Colorectal Neoplasms
C04.588.614.250.195.411,Infratentorial Neoplasms
C10.228.140.211.500,Infratentorial Neoplasms
C10.551.240.250.400,Infratentorial Neoplasms
C05.550.114.606.400,"Osteoarthritis, Hip"
C05.799.613.400,"Osteoarthritis, Hip"
C26.200.322.800,Smoke Inhalation Injury
C06.130.120.200.110,"Cholangitis, Sclerosing"
C05.550.114.423.410,"Arthritis, Gouty"
C05.550.354.500.500,"Arthritis, Gouty"
C05.799.414.410,"Arthritis, Gouty"
C16.320.565.798.368.410,"Arthritis, Gouty"
C18.452.648.798.368.410,"Arthritis, Gouty"
C06.552.970,Zellweger Syndrome
C10.228.140.163.100.968,Zellweger Syndrome
C12.050.351.968.419.978,Zellweger Syndrome
C12.200.777.419.978,Zellweger Syndrome
C12.950.419.978,Zellweger Syndrome
C16.131.077.970,Zellweger Syndrome
C16.320.565.189.968,Zellweger Syndrome
C16.320.565.663.970,Zellweger Syndrome
C18.452.132.100.968,Zellweger Syndrome
C18.452.648.189.968,Zellweger Syndrome
C18.452.648.663.970,Zellweger Syndrome
C06.405.205.731,Inflammatory Bowel Diseases
C06.405.469.432,Inflammatory Bowel Diseases
C16.320.565.398.641.201,Cholesterol Ester Storage Disease
C16.320.565.595.201,Cholesterol Ester Storage Disease
C18.452.584.563.641.201,Cholesterol Ester Storage Disease
C18.452.648.398.641.201,Cholesterol Ester Storage Disease
C18.452.648.595.201,Cholesterol Ester Storage Disease
C05.116.540.600,"Hyperostosis, Sternocostoclavicular"
C05.799.440,"Hyperostosis, Sternocostoclavicular"
C17.300.775.440,"Hyperostosis, Sternocostoclavicular"
C16.320.565.398.641.201.500,Wolman Disease
C16.320.565.595.201.500,Wolman Disease
C16.614.947,Wolman Disease
C18.452.584.563.641.201.500,Wolman Disease
C18.452.648.398.641.201.500,Wolman Disease
C18.452.648.595.201.500,Wolman Disease
C18.452.584.500.500.851,Hypertriglyceridemia
C01.221.812.640,"Sexually Transmitted Diseases, Viral"
C01.778.640,"Sexually Transmitted Diseases, Viral"
C01.925.813,"Sexually Transmitted Diseases, Viral"
C12.100.937.640,"Sexually Transmitted Diseases, Viral"
C23.550.291.531.937.640,"Sexually Transmitted Diseases, Viral"
C01.150.252.734,"Sexually Transmitted Diseases, Bacterial"
C01.221.812.281,"Sexually Transmitted Diseases, Bacterial"
C01.778.281,"Sexually Transmitted Diseases, Bacterial"
C12.100.937.281,"Sexually Transmitted Diseases, Bacterial"
C23.550.291.531.937.281,"Sexually Transmitted Diseases, Bacterial"
C01.925.256.721.150,"Carcinoma, Merkel Cell"
C01.925.928.216,"Carcinoma, Merkel Cell"
C04.557.465.625.650.240.325,"Carcinoma, Merkel Cell"
C04.557.470.200.025.370.325,"Carcinoma, Merkel Cell"
C04.557.580.625.650.240.325,"Carcinoma, Merkel Cell"
C14.907.940.897.249.249,Churg-Strauss Syndrome
C15.604.515.292.015,Churg-Strauss Syndrome
C17.800.862.105.500,Churg-Strauss Syndrome
C20.111.193.500,Churg-Strauss Syndrome
C01.150.252.410.040.552.475.495,Mycobacterium avium-intracellulare Infection
C15.604.515.880,Tumor Lysis Syndrome
C20.683.515.950,Tumor Lysis Syndrome
C01.160.762.301,Discitis
C05.116.165.762.301,Discitis
C05.116.900.853.500,Discitis
C16.320.565.202.251,"Fructose Metabolism, Inborn Errors"
C18.452.648.202.251,"Fructose Metabolism, Inborn Errors"
C16.320.565.202.251.221,"Fructose-1,6-Diphosphatase Deficiency"
C18.452.648.202.251.221,"Fructose-1,6-Diphosphatase Deficiency"
C16.320.565.202.810,"Pyruvate Metabolism, Inborn Errors"
C18.452.648.202.810,"Pyruvate Metabolism, Inborn Errors"
C10.228.140.163.100.725,Pyruvate Carboxylase Deficiency Disease
C16.320.565.189.725,Pyruvate Carboxylase Deficiency Disease
C16.320.565.202.810.666,Pyruvate Carboxylase Deficiency Disease
C18.452.132.100.725,Pyruvate Carboxylase Deficiency Disease
C18.452.648.189.725,Pyruvate Carboxylase Deficiency Disease
C18.452.648.202.810.666,Pyruvate Carboxylase Deficiency Disease
C18.452.660.705,Pyruvate Carboxylase Deficiency Disease
C10.228.140.163.100.750,Pyruvate Dehydrogenase Complex Deficiency Disease
C10.597.606.360.455.875,Pyruvate Dehydrogenase Complex Deficiency Disease
C16.320.322.500.875,Pyruvate Dehydrogenase Complex Deficiency Disease
C16.320.400.525.875,Pyruvate Dehydrogenase Complex Deficiency Disease
C16.320.565.189.750,Pyruvate Dehydrogenase Complex Deficiency Disease
C16.320.565.202.810.766,Pyruvate Dehydrogenase Complex Deficiency Disease
C18.452.132.100.750,Pyruvate Dehydrogenase Complex Deficiency Disease
C18.452.648.189.750,Pyruvate Dehydrogenase Complex Deficiency Disease
C18.452.648.202.810.766,Pyruvate Dehydrogenase Complex Deficiency Disease
C18.452.660.710,Pyruvate Dehydrogenase Complex Deficiency Disease
C11.496.260,Dry Eye Syndromes
C10.597.751.941.905,"Vision, Low"
C11.966.905,"Vision, Low"
C23.888.592.763.941.848,"Vision, Low"
C11.525.381.348,"Glaucoma, Neovascular"
C11.768.400,Retinal Artery Occlusion
C14.907.137.780,Retinal Artery Occlusion
C18.654.180,Child Nutrition Disorders
C04.557.470.200.025.290.500,Gastrinoma
C04.588.274.761.500.124,Gastrinoma
C04.588.322.475.500.124,Gastrinoma
C06.301.761.500.124,Gastrinoma
C06.689.667.500.124,Gastrinoma
C19.344.421.500.124,Gastrinoma
C10.500.300,Hereditary Sensory and Motor Neuropathy
C10.574.500.495,Hereditary Sensory and Motor Neuropathy
C10.668.829.800.300,Hereditary Sensory and Motor Neuropathy
C16.131.666.300,Hereditary Sensory and Motor Neuropathy
C16.320.400.375,Hereditary Sensory and Motor Neuropathy
C10.292.700.225.500,"Optic Atrophies, Hereditary"
C10.574.500.662,"Optic Atrophies, Hereditary"
C11.270.564,"Optic Atrophies, Hereditary"
C11.640.451.451,"Optic Atrophies, Hereditary"
C16.320.290.564,"Optic Atrophies, Hereditary"
C16.320.400.630,"Optic Atrophies, Hereditary"
C10.500.300.820,"Spastic Paraplegia, Hereditary"
C10.574.500.495.820,"Spastic Paraplegia, Hereditary"
C10.668.829.800.300.820,"Spastic Paraplegia, Hereditary"
C16.131.666.300.820,"Spastic Paraplegia, Hereditary"
C16.320.400.375.820,"Spastic Paraplegia, Hereditary"
C11.790,Scleral Diseases
C11.790.500,Scleritis
C14.907.725,Reperfusion Injury
C23.550.767.877,Reperfusion Injury
C14.280.238.615,Myocardial Reperfusion Injury
C14.280.647.625,Myocardial Reperfusion Injury
C14.907.585.625,Myocardial Reperfusion Injury
C14.907.725.600,Myocardial Reperfusion Injury
C23.550.767.877.500,Myocardial Reperfusion Injury
C23.888.144.243.926,Weight Gain
C23.888.144.243.963,Weight Loss
C12.050.351.968.419.570.363.615,"Glomerulonephritis, Membranoproliferative"
C12.200.777.419.570.363.615,"Glomerulonephritis, Membranoproliferative"
C12.950.419.570.363.615,"Glomerulonephritis, Membranoproliferative"
C20.425,"Glomerulonephritis, Membranoproliferative"
C12.050.351.968.419.570.363.625,"Glomerulonephritis, Membranous"
C12.200.777.419.570.363.625,"Glomerulonephritis, Membranous"
C12.950.419.570.363.625,"Glomerulonephritis, Membranous"
C20.111.535,"Glomerulonephritis, Membranous"
C17.300.710,Panniculitis
C17.800.566,Panniculitis
C17.300.475.479.400,"Panniculitis, Lupus Erythematosus"
C17.300.710.400,"Panniculitis, Lupus Erythematosus"
C17.800.480.479.400,"Panniculitis, Lupus Erythematosus"
C17.800.566.400,"Panniculitis, Lupus Erythematosus"
C06.844.600,"Panniculitis, Peritoneal"
C17.300.710.600,"Panniculitis, Peritoneal"
C01.150.252.410.040.552.475.371.850.249,"Leprosy, Borderline"
C01.150.252.410.040.552.475.371.775.500,"Leprosy, Lepromatous"
C01.150.252.410.040.552.475.371.850.500,"Leprosy, Tuberculoid"
C04.557.337.428.080,"Leukemia, B-Cell"
C15.378.508.428.080,"Leukemia, B-Cell"
C15.604.515.560.080,"Leukemia, B-Cell"
C20.683.515.528.080,"Leukemia, B-Cell"
C04.557.337.428.080.125,"Leukemia, Lymphocytic, Chronic, B-Cell"
C15.378.508.428.080.125,"Leukemia, Lymphocytic, Chronic, B-Cell"
C15.604.515.560.080.125,"Leukemia, Lymphocytic, Chronic, B-Cell"
C20.683.515.528.080.125,"Leukemia, Lymphocytic, Chronic, B-Cell"
C23.550.291.500.483,"Leukemia, Lymphocytic, Chronic, B-Cell"
C04.557.337.428.600.600,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
C15.378.508.428.600.600,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
C15.604.515.560.600.600,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
C20.683.515.528.600.600,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
C04.557.337.428.100,"Leukemia, Biphenotypic, Acute"
C15.378.508.428.100,"Leukemia, Biphenotypic, Acute"
C15.604.515.560.100,"Leukemia, Biphenotypic, Acute"
C20.683.515.528.100,"Leukemia, Biphenotypic, Acute"
C04.557.337.428.580,"Leukemia, T-Cell"
C15.378.508.428.580,"Leukemia, T-Cell"
C15.604.515.560.575,"Leukemia, T-Cell"
C20.683.515.528.582,"Leukemia, T-Cell"
C04.557.337.428.580.100,"Leukemia-Lymphoma, Adult T-Cell"
C15.378.508.428.580.100,"Leukemia-Lymphoma, Adult T-Cell"
C15.604.515.560.575.100,"Leukemia-Lymphoma, Adult T-Cell"
C20.683.515.528.582.100,"Leukemia-Lymphoma, Adult T-Cell"
C04.557.337.428.565.750,"Leukemia, Prolymphocytic, T-Cell"
C04.557.337.428.580.075,"Leukemia, Prolymphocytic, T-Cell"
C15.378.508.428.565.750,"Leukemia, Prolymphocytic, T-Cell"
C15.378.508.428.580.075,"Leukemia, Prolymphocytic, T-Cell"
C15.604.515.560.550.750,"Leukemia, Prolymphocytic, T-Cell"
C15.604.515.560.575.125,"Leukemia, Prolymphocytic, T-Cell"
C20.683.515.528.565.750,"Leukemia, Prolymphocytic, T-Cell"
C20.683.515.528.582.125,"Leukemia, Prolymphocytic, T-Cell"
C04.557.337.428.565,"Leukemia, Prolymphocytic"
C15.378.508.428.565,"Leukemia, Prolymphocytic"
C15.604.515.560.550,"Leukemia, Prolymphocytic"
