Symptom,Related terms
moderate anemia,"Helminthiasis;beta-Thalassemia;Fibromatosis, Aggressive;Reoperation;Heart Failure;Leukocyte Common Antigens;Repressor Proteins;ROC Curve;Myelodysplastic Syndromes;Triazoles;HIV Infections;Dietary Supplements;Randomized Controlled Trials as Topic;Prenatal Care;Autoantibodies;Ferric Compounds;Magnetic Resonance Imaging;Point-of-Care Testing;Hematopoietic Stem Cell Transplantation;Multimorbidity;Immunoconjugates;Depression;Coombs Test;Hemolysis;Percutaneous Coronary Intervention;Adaptation, Psychological;Health Surveys;Hemoglobin A2;Pregnancy Trimester, Third;Pregnancy Complications, Hematologic;Anemia, Sickle Cell;Peritoneal Dialysis;Erythropoietin;Migraine Disorders;Sleep Apnea, Obstructive;Diet;Malaria;Nutritional Status;Hemoglobins;Hospitals, Public;Hematologic Neoplasms;Artemisinins;Fanconi Anemia;Social Class;Iron;COVID-19;Inflammatory Bowel Diseases;Anemia;Algorithms;Fetofetal Transfusion;Quality of Life;Antimalarials;Anemia, Iron-Deficiency;Micronutrients;Neoplasms;Ventricular Dysfunction, Left;Ultrasonography, Prenatal;Placenta Accreta;Echocardiography;Erythrocyte Transfusion;Arthroplasty, Replacement, Hip;Graft vs Host Disease;Neonatal Screening;Arthroplasty, Replacement, Knee;Glucosides;Benzhydryl Compounds;Anemia, Hemolytic, Autoimmune;Graves Disease;Thalassemia;Atrial Fibrillation;Postoperative Complications"
multiple abscesses,"Lipid Metabolism Disorders;Vaginal Discharge;Urinary Tract Infections;HIV Infections;Staghorn Calculi;Soft Tissue Infections;Anti-Bacterial Agents;Hematopoietic Stem Cell Transplantation;Arteriovenous Fistula;Sarcoidosis;Carotid Stenosis;Cranial Nerve Diseases;Ovarian Diseases;Burkholderia gladioli;Colic;Carbapenems;Escherichia coli Infections;Lymphoma;Respiratory Insufficiency;COVID-19;Nocardia Infections;Osteomyelitis;Musculoskeletal Diseases;Pyrazoles;Nocardia;Mastodynia;Mycobacterium tuberculosis;Shock, Septic;Pseudomonas Infections;Granulomatosis with Polyangiitis;Dyskinesias;Erythema Nodosum;Colistin;Mycoplasma hominis;Coinfection;Fusobacterium Infections;Liver Abscess, Pyogenic;Klebsiella pneumoniae;Abscess;Staphylococcal Skin Infections;Rectal Neoplasms;Clostridium perfringens;Bicuspid Aortic Valve Disease;Clostridium Infections;Disease Models, Animal;Mediastinitis;Pharyngeal Diseases;Burkholderia Infections;Cholangitis;Microbial Sensitivity Tests;Staphylococcal Infections;Urogenital Abnormalities;Lactation;Cysts;Bites and Stings;Neoplasms;Liver Abscess;Brain Abscess;Psoas Abscess;Lemierre Syndrome;Streptococcal Infections;Kidney Calculi;Methicillin-Resistant Staphylococcus aureus;Intestinal Fistula;Primary Myelofibrosis;Heart Aneurysm;Abdomen;Empyema, Pleural;Colon, Transverse;Telangiectasia, Hereditary Hemorrhagic;Epidural Abscess;Hemolysis;Postpartum Hemorrhage;Abdominal Abscess;Endocarditis;Retropharyngeal Abscess;Gastrointestinal Diseases;Drug Synergism;Drug Therapy, Combination;Liver Failure;Endometriosis;Pleural Effusion;Pneumorrhachis;Dog Diseases;Dermatomyositis;Heart Defects, Congenital;Listeria monocytogenes;Mastitis;Lupus Erythematosus, Systemic;Echocardiography, Three-Dimensional;Listeriosis;Glioma;Pyrimidines;Hepatitis;Fistula;Myositis;Alcoholic Intoxication;Colonic Neoplasms;Drug Resistance, Multiple, Bacterial;Sepsis;Peritonsillar Abscess;Pyometra;Toxoplasmosis, Cerebral;Tuberculosis;Breast Diseases;Anti-Infective Agents;Klebsiella Infections;Marfan Syndrome;Tuberculosis, Miliary;Pseudomonas aeruginosa;Aspergillosis;Granulomatous Mastitis;Desulfovibrio desulfuricans;Esophageal Perforation;Actinomycosis;Tetralogy of Fallot;Community-Acquired Infections;Endocarditis, Bacterial;Abnormalities, Multiple;Actinobacteria;Nephritis;Brain Neoplasms"
multiple organ failure,"Leukemia;Acute Kidney Injury;Anti-Bacterial Agents;Tertiary Care Centers;Hematopoietic Stem Cell Transplantation;Diabetes Mellitus, Type 2;Intensive Care Units;Ileus;Mitochondrial Diseases;Cardiovascular Agents;Urinary Bladder, Neurogenic;Acidosis;Shock;COVID-19;Respiratory Insufficiency;Vasodilator Agents;Algorithms;Organ Dysfunction Scores;Severe Fever with Thrombocytopenia Syndrome;Critical Illness;Pyrazoles;Shock, Septic;Respiratory Tract Diseases;Extracorporeal Membrane Oxygenation;Pneumonia, Bacterial;Intestinal Perforation;Exosomes;Liver Transplantation;Continuous Renal Replacement Therapy;Insect Bites and Stings;Rectal Neoplasms;Antifungal Agents;Respiratory Distress Syndrome;Hemoglobins;Liver Cirrhosis, Biliary;Renal Insufficiency;Diabetes Mellitus, Type 1;Wasps;Weil Disease;Shock, Cardiogenic;Neuropilin-1;Procalcitonin;Ceftizoxime;Scrub Typhus;Mucormycosis;Phlebovirus;T-Lymphocytes, Regulatory;Rhabdomyolysis;Laparoscopy;Portal Vein;Intensive Care Units, Pediatric;Virus Diseases;Multiple Trauma;Heart Diseases;Length of Stay;Thrombocytosis;Disseminated Intravascular Coagulation;Coronavirus Infections;Blood Coagulation Disorders;Stevens-Johnson Syndrome;Hypokalemia;Lipopolysaccharides;Bacterial Infections;Biomarkers;Mesenteric Ischemia;Hypoglycemia;Hyperglycemia;Sepsis;Inflammation;Multiple Organ Failure;Hemodynamics;Shock, Hemorrhagic;Immunocompromised Host;Emergency Service, Hospital;Electric Stimulation Therapy;Community-Acquired Infections;Proteome;Hospital Mortality;Coronavirus;Fasciitis, Necrotizing"
necrosis of jejunum,"Claudin-2;Animal Feed;Proctectomy;Curcumin;Pancreaticoduodenectomy;Intussusception;Cytokines;Jejunum;Gastrointestinal Microbiome;Lactobacillus plantarum;Tumor Necrosis Factor-alpha;Trichothecenes;Fluorouracil;Jejunal Diseases;Cattle Diseases;Dietary Supplements;Sulfinic Acids;Probiotics;Microbiota;Colon, Transverse;Enterocytes;Goats;Blind Loop Syndrome;Diet, Western;Fistula;Escherichia coli;Hernia, Abdominal;Mesenteric Ischemia;Melatonin;Anastomotic Leak;Eucommiaceae;Glycine max;Antioxidants;Jejunal Neoplasms;Enterococcus faecium;Deglutition Disorders;Pancreaticojejunostomy;Mycotoxins;NF-kappa B;Clostridium perfringens;Laparoscopy;Intestinal Diseases;Tight Junctions;beta Carotene;Goat Diseases;Rumex;Butyric Acid;Gastrointestinal Diseases;Escherichia coli Infections;Gastric Bypass;Enteritis;COVID-19;Porcine epidemic diarrhea virus;Pediococcus acidilactici;Gastrointestinal Stromal Tumors;Diet, High-Fat;Intestinal Mucosa;Selenium;Neoplasms;Plastic Surgery Procedures;Food Quality;Patulin;Free Tissue Flaps;Cymbopogon;Chickens;NF-E2-Related Factor 2;Retrospective Studies;Illicium;Esophageal Neoplasms;Immunity, Innate;Eggs;Indocyanine Green;Lipopolysaccharides"
partial hind limb paralysis,"Gait;Weight-Bearing;Locked-In Syndrome;Posture;Bone Diseases, Metabolic;Microcomputers;Cervical Vertebrae;Aorta, Abdominal;Stroke Rehabilitation;Stem Cell Transplantation;Magnetic Resonance Imaging;Hot Temperature;Patient Satisfaction;Emergencies;Paraplegia;Brain-Computer Interfaces;Recovery of Function;Collateral Circulation;Neural Prostheses;Spinal Cord Stimulation;Peroneal Neuropathies;Self-Help Devices;Body Composition;Prosthesis Failure;Stents;Varicose Veins;Laser Therapy;Amanita;Electric Stimulation Therapy;Spinal Cord Injuries;Lower Extremity;Automobile Driving;Upper Extremity;Surgical Flaps;Wheelchairs;Nerve Transfer;Saguinus;Catheterization;Spinal Cord;Acorus;Blood Vessel Prosthesis;Movement;Diskectomy;Phytotherapy;Electrodes, Implanted"
rapid respiration,"Surface-Active Agents;Pulmonary Surfactants;Infant, Premature;Exanthema;Bacterial Infections;Bronchopulmonary Dysplasia;Pneumonia, Pneumocystis;Parabrachial Nucleus;Parkinson Disease, Postencephalitic;Coinfection;Viruses;Bacteremia;Bronchopneumonia;Anti-Bacterial Agents;Methemoglobinemia;Respiratory Syncytial Virus, Human;Muscle Fatigue;Magnetic Resonance Imaging;Magnetic Resonance Imaging, Cine;Respiratory Muscles;Dyspnea;Diverticulitis;Transient Tachypnea of the Newborn;Sepsis;Hospital Rapid Response Team;Protein C;Bradycardia;Respiratory Syncytial Virus Infections;Clinical Deterioration;Noninvasive Ventilation;Tool Use Behavior;Premature Birth;Kynurenic Acid;Lung Diseases;Respiratory Distress Syndrome;Anti-Infective Agents;Antipyretics;Lung;Pneumonia, Mycoplasma;Lung Diseases, Interstitial;High-Frequency Ventilation;Ventricular Dysfunction, Right;COVID-19;Apnea;Respiratory Insufficiency;Pregnancy Complications, Infectious;Gadolinium DTPA;Optogenetics;Ultrasonography;Tachypnea;Abdominal Injuries;Dog Diseases;Pan troglodytes;Respiration, Artificial;Urticaria;Pneumonia;Wounds, Nonpenetrating;Diaphragm;Dexamethasone;Pulmonary Disease, Chronic Obstructive;Cytomegalovirus Infections;Artifacts;Infant, Newborn, Diseases;Respiratory Rate;Body Temperature Regulation;Cryptogenic Organizing Pneumonia;Bronchoscopes;Respiratory Distress Syndrome, Newborn;Tachycardia"
renal failure,"Registries;Tissue Inhibitor of Metalloproteinase-2;Heart Failure;Neutrophils;Telemedicine;Acute Kidney Injury;Glomerular Filtration Rate;Diabetes Mellitus, Type 2;Ischemic Preconditioning;Bortezomib;Latent Tuberculosis;Oximetry;Mice, Inbred MRL lpr;Acidosis;COVID-19;Cinacalcet;Predictive Value of Tests;Algorithms;Reperfusion Injury;Circadian Rhythm;Feasibility Studies;B-Cell Activating Factor;Glomerulonephritis;Respiration, Artificial;Critical Illness;Peripheral Arterial Disease;Annexin A5;B-Cell Activation Factor Receptor;Postoperative Complications;Kidney Transplantation;Dietary Supplements;Smad3 Protein;Zonula Occludens-1 Protein;Lipocalin-2;Drugs, Chinese Herbal;Coronary Angiography;Renal Dialysis;Interferon-gamma Release Tests;Disease Models, Animal;Mesenchymal Stem Cell Transplantation;Phospholipids;Nutritional Status;Nephritis, Hereditary;Kidney;Oxygen;STAT3 Transcription Factor;Contrast Media;Serum Albumin, Human;Pasteurella Infections;Coronary Artery Disease;Ventricular Dysfunction, Left;Tretinoin;Hypertension;Lupus Nephritis;Fibroblast Growth Factors;Health Services Accessibility;Multiple Myeloma;Cell-Free Nucleic Acids;Severity of Illness Index;Parathyroid Hormone;Magnesium;Collagen Type IV;Randomized Controlled Trials as Topic;Sarcopenia;Rats, Sprague-Dawley;Plasmapheresis;Signal Transduction;Glomerulonephritis, IGA;Peritoneal Dialysis;Mesenchymal Stem Cells;Genetic Association Studies;Oral Health;Hyperparathyroidism, Secondary;Hip Fractures;Machine Learning;Fibrosis;MicroRNAs;Length of Stay;Actinin;Ice Cream;Living Donors;Echocardiography;Kidney Failure, Chronic;Cellular Microenvironment;Dental Implants;Fibroblast Growth Factor-23;Pasteurella multocida;Peritoneal Dialysis, Continuous Ambulatory;Calcimimetic Agents;Bacteremia;Insulin-Like Growth Factor Binding Proteins;Cardiac Surgical Procedures;Biomarkers;Mendelian Randomization Analysis;Amiodarone;Renal Insufficiency, Chronic;Allografts;Sepsis;Liver;Healthy Lifestyle;Hydroxychloroquine;Mice, Knockout;Vitamin D;Arteriovenous Shunt, Surgical;Lipidomics;Diet, Protein-Restricted;Glutamine;Sodium Bicarbonate;Vascular Remodeling;Muscle, Skeletal"
lymph gland swelling,"Immunoblastic Lymphadenopathy;Biopsy, Fine-Needle;Sexual and Gender Minorities;Thrombocytopenia;Esophageal Neoplasms;HIV Infections;Moringa oleifera;Lymph Nodes;Cyperus;Leishmania;Magnetic Resonance Imaging;Mucocutaneous Lymph Node Syndrome;Paraneoplastic Syndromes;Neck Dissection;Lymphedema;Sepsis;Cholestasis;Leishmaniasis, Cutaneous;Breast Diseases;Simuliidae;Epstein-Barr Virus Infections;Tularemia;Lymphoma, T-Cell;Lymphatic Diseases;Renal Insufficiency;Kidney;Infectious Mononucleosis;Carcinoma, Squamous Cell;Lymphoma;Emergency Service, Hospital;Adrenocortical Carcinoma;Tomography, X-Ray Computed;Hodgkin Disease;Neoplasm Recurrence, Local;Osteomyelitis;Adrenal Cortex Neoplasms;Castleman Disease;Vascular Diseases;Lipectomy;Lymphatic Vessels;Rodentia;Radiation Dose Hypofractionation;Biomechanical Phenomena;Hypothyroidism;Pulmonary Fibrosis;Breast Neoplasms;Edema;Vulvar Neoplasms;Lymphadenopathy"
respiratory tract mucosa ulcer,"Chitosan;Cocaine;Severity of Illness Index;Radiodermatitis;Disinfectants;Bronchitis;Substance-Related Disorders;Lasers, Solid-State;Re-Irradiation;Pulmonary Ventilation;Mesenchymal Stem Cells;Stomach Ulcer;Radiotherapy, Intensity-Modulated;Aspergillosis;Nasal Septum;Pseudomonas aeruginosa;Poisoning;Peptic Ulcer;Nasopharyngeal Neoplasms;Intestinal Obstruction;Mucous Membrane;Maxillary Sinus;Splints;Radiation Injuries;Oral Ulcer;Ulcer;Tracheitis"
yellowish green diarrhea,"Methyl Green;Microsporidia;Diarrhea;Diagnostic Techniques, Digestive System;Coloring Agents;Eosine Yellowish-(YS);Azo Compounds"
bronchopulmonary bleeding,"Pulmonary Surfactants;Pregnancy, Multiple;Infant, Premature;Bronchial Diseases;Retinopathy of Prematurity;Patient Care Bundles;Intestinal Perforation;Bronchopulmonary Dysplasia;HIV Infections;Hepatitis C;Infant, Extremely Premature;Embolization, Therapeutic;Sepsis;Postpartum Hemorrhage;Noninvasive Ventilation;Intellectual Disability;Puberty;Enterocolitis, Necrotizing;Stroke;Premature Birth;Respiratory Distress Syndrome;Ductus Arteriosus, Patent;Infant, Small for Gestational Age;Brain Ischemia;High-Frequency Ventilation;Intracranial Hemorrhages;Leukomalacia, Periventricular;Mammary Arteries;Hypertension, Pulmonary;Laryngeal Masks;Infant, Premature, Diseases;Chorioamnionitis;Hypogonadism;Hemoptysis;Hypotension;Ischemic Stroke;Respiration, Artificial;Neoplasms;Vascular Diseases;Pneumonia;Pulmonary Embolism;Bronchopulmonary Sequestration;Obstetrics;Pulmonary Emphysema;Gestational Age;Heart Defects, Congenital;Infant, Newborn, Diseases;Diabetes Mellitus;Cerebral Palsy;Body Fluids;Pneumothorax;Hypertension;Respiratory Distress Syndrome, Newborn;Vascular Malformations;Atrial Fibrillation"
genitourinary hemorrhage,"Collagen Type III;Postpartum Period;Registries;Acute Kidney Injury;Abortion, Spontaneous;Operative Time;Glomerular Filtration Rate;Overweight;Natural Orifice Endoscopic Surgery;Diabetes Mellitus, Type 2;Intrauterine Devices, Medicated;Uterine Cervical Neoplasms;Lithotripsy;Thulium;Atrial Fibrillation;Penile Diseases;COVID-19;Ultrasonography;Nephrotic Syndrome;Glomerulosclerosis, Focal Segmental;Pelvic Pain;Postoperative Hemorrhage;Nephrosis, Lipoid;Robotic Surgical Procedures;Hemorrhage;Acute Pain;Kidney Neoplasms;Contraceptive Agents, Female;Aneurysm, False;Drugs, Chinese Herbal;Urinary Bladder Neoplasms;Leiomyoma;Adenoma;Placenta Previa;Prostatic Hyperplasia;Ureter;Lower Urinary Tract Symptoms;Lithotripsy, Laser;Stroke;Vena Cava, Inferior;Autonomic Nervous System Diseases;Nephritis, Hereditary;Glomerulonephritis, Membranous;Kidney;Nephrolithiasis;Aneurysm;Kidney Diseases;Abortion, Threatened;Thrombophilia;Metal Nanoparticles;Kidney Calculi;Polyps;Nephrectomy;Lupus Nephritis;Ureteroscopy;Nephrons;Pyelonephritis;Aorta, Abdominal;Embolization, Therapeutic;Purpura, Thrombocytopenic, Idiopathic;Uterus;Glomerulonephritis, IGA;Retroperitoneal Neoplasms;Schistosomiasis haematobia;Laparoscopy;IgA Vasculitis;Sex Reassignment Surgery;Penis;Levonorgestrel;Conversion to Open Surgery;Renal Veins;Hematoma;Endometriosis;Sodium Oxybate;Length of Stay;Placenta Accreta;Electrocoagulation;Uterine Neoplasms;Diabetic Retinopathy;Hematuria;Robotics;Uterine Hemorrhage;Endometrial Neoplasms;Nephrolithotomy, Percutaneous;Metrorrhagia;Autonomic Nervous System;Desogestrel;Hamartoma;Menorrhagia;Vascular Diseases;Diabetic Nephropathies;Ovarian Neoplasms;Ultrasonography, Doppler, Color;Obstetric Labor Complications;Endometrium;Uterine Diseases;Nephritis"
nasal bleeding,"Rhinoplasty;Blastomycosis;Chlorhexidine;Tranexamic Acid;Vagina;Sinusitis;Recurrence;Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis;Aneurysm, False;Nose Diseases;Acromegaly;Porphyria, Erythropoietic;Students, Medical;Telangiectasia, Hereditary Hemorrhagic;Nasal Obstruction;Cat Diseases;Cellulose, Oxidized;Facial Paralysis;Embolization, Therapeutic;Arteriovenous Malformations;Head and Neck Neoplasms;Internship and Residency;Nasal Cavity;Arteriovenous Fistula;Intubation, Intratracheal;Endoscopy;Nasal Surgical Procedures;Telangiectasis;Heart Arrest;Otolaryngology;Anesthetics;Polyvinyl Alcohol;Hemostatics;Alginates;Lacrimal Apparatus Diseases;Lung Diseases;Hemangioma;Formaldehyde;Angiofibroma;Anemia, Hemolytic;Leeches;Venous Thromboembolism;Intracranial Arteriovenous Malformations;Ecchymosis;Weather;Lymphoma;COVID-19;Emergency Service, Hospital;Simulation Training;Otitis Media with Effusion;Thrombasthenia;Kidney Diseases;Aneurysm;Neoplasm Recurrence, Local;Nasopharyngeal Neoplasms;Hemangiosarcoma;Surgery, Plastic;Anemia, Iron-Deficiency;Drug-Related Side Effects and Adverse Reactions;Atherosclerosis;Catheterization;Epistaxis;Precursor Cell Lymphoblastic Leukemia-Lymphoma;Erectile Dysfunction;Blood Coagulation Disorders;Hemorrhagic Disorders;Carotid Artery Diseases;Thrombosis;Reflex, Trigeminocardiac;Exsanguination;Intracranial Aneurysm;Otitis Externa"
gum bleeding,"Smoking Cessation;Vascular Stiffness;Vitamin D Deficiency;Blood Coagulation Disorders, Inherited;Gingival Hemorrhage;Arthritis, Juvenile;Cetylpyridinium;Hashimoto Disease;Periodontal Diseases;Microbiota;Purpura;Mobile Applications;Health Behavior;Dental Calculus;Dentin Sensitivity;Gingival Recession;Dental Plaque;Hypercholesterolemia;Oral Health;Saliva;Oils, Volatile;Periodontal Index;Dental Caries;Toothpastes;Arginine;Oral Hygiene;Disabled Children;COVID-19;Periodontitis;Perception;Fever;Appointments and Schedules;Quality of Life;Matrix Metalloproteinase 3;Healthy Volunteers;Toothbrushing;Gingivitis;Mouthwashes;Dental Plaque Index;Anti-Infective Agents, Local;Social Media;Dental Prosthesis, Implant-Supported;Oral Ulcer;Hypertension;Malocclusion;Social Capital"
blotchy red rash,Vancomycin;Exanthema
cervical lymphadenopathy,"Lupus Erythematosus, Systemic;Diagnostic Imaging;Vascularized Composite Allotransplantation;Orbital Diseases;Pharyngitis;Ichthyosis Vulgaris;HIV Infections;Vasculitis;Lymph Nodes;Leukemia, Myeloid, Acute;Chondrosarcoma;Tick Bites;Testicular Neoplasms;Immunoglobulin G4-Related Disease;Stomatitis, Aphthous;Mastocytosis, Systemic;Microbiota;Familial Mediterranean Fever;Ichthyosis;Carcinoma, Squamous Cell;Mastocytosis, Cutaneous;Head and Neck Neoplasms;Neoplasms, Germ Cell and Embryonal;Thyroid Nodule;Tuberculosis;Uterine Cervical Neoplasms;Lung Neoplasms;Mouth Diseases;Tonsillectomy;Autoimmune Diseases;Epstein-Barr Virus Infections;Breast Implantation;Carcinoma, Non-Small-Cell Lung;Angiolymphoid Hyperplasia with Eosinophilia;Lymphoma, T-Cell;Sentinel Lymph Node;Cryopyrin-Associated Periodic Syndromes;Positron Emission Tomography Computed Tomography;Relapsing Fever;Lymphoma;Composite Tissue Allografts;Neuroendocrine Tumors;Kimura Disease;Fluorodeoxyglucose F18;Choline;Hodgkin Disease;Histiocytosis, Sinus;Neck;Mouth Neoplasms;Thyroid Neoplasms;Carcinoma, Neuroendocrine;Lymphadenitis;Nomograms;Castleman Disease;Catheter Ablation;Neoplasms;Breast Implants;Bone Neoplasms;Nucleic Acids;Rickettsia Infections;Seminoma;BNT162 Vaccine;Neoplasms, Second Primary;Leukopenia;Precursor Cell Lymphoblastic Leukemia-Lymphoma;NLR Family, Pyrin Domain-Containing 3 Protein;Deep Learning;Skin Diseases;Histiocytic Necrotizing Lymphadenitis;Amyloidosis;Vasculitis, Leukocytoclastic, Cutaneous;Plasmacytoma;Lymphadenopathy"
change in body sensation,"Pain Perception;Osteoarthritis, Knee;Somatosensory Cortex;Grid Cells;Proprioception;Occupational Exposure;Leg Ulcer;Muscle Contraction;Jaw;Gestational Weight Gain;Geriatric Assessment;Volleyball;Smell;Wasps;Resistance Training;Hand Strength;Electromyography;Pain Threshold;Touch Perception;Cluster Headache;Caenorhabditis elegans Proteins;Scoliosis;Auditory Pathways;Virtual Reality;Electroencephalography;Athletic Performance;Obesity;Motor Neurons;Hot Temperature;Ketamine;Spine;Puberty;Myopia;Anti-Inflammatory Agents, Non-Steroidal;Spinal Cord Diseases;Diet, Carbohydrate-Restricted;Bone Diseases;Scapula;Odorants;Central Nervous System Sensitization;Caenorhabditis elegans;Hearing;COVID-19;Presbycusis;Walking;Soccer;Myocardial Ischemia;Magnetic Resonance Imaging;Upper Extremity;Sea Cucumbers;Achilles Tendon;Spinal Fractures;Fabry Disease;Gait Disorders, Neurologic;RNA, Long Noncoding;Movement;Sural Nerve;Arthroplasty, Replacement, Hip;Cognitive Behavioral Therapy;Postural Balance;Feedback, Sensory;Quality of Life;Walking Speed;Spatial Navigation;Tongue;Hip Prosthesis;Aging;Music;Weight Loss;Firefighters;Mindfulness;Lipedema;Drosophila melanogaster;Touch;Electric Stimulation;Cochlea;Cerebellum;Auditory Cortex;Body Image;Physical Functional Performance;Musculoskeletal Pain;Cognition;Foot Diseases;Running;Vibration;Interleukin-8;Posture;Maternal Deprivation;Illusions;Self Concept;Pain;Spinal Neoplasms;Low Back Pain"
facial edema,"Drug-Related Side Effects and Adverse Reactions;Pain, Postoperative;Exophthalmos;Eosinophilia;Ecchymosis;Blepharoplasty;Papilledema;Precursor B-Cell Lymphoblastic Leukemia-Lymphoma;Intestinal Failure;Airway Obstruction;Pain Measurement;Immunoglobulin G4-Related Disease;Autoimmune Diseases;Protein-Losing Enteropathies;Optic Neuropathy, Ischemic;Nasal Polyps;Corneal Injuries;Venous Thrombosis;Laser Therapy;IgA Vasculitis;Magnetic Resonance Imaging;Lymphoma, T-Cell, Peripheral;Salivary Gland Diseases;Myiasis;Lasers, Solid-State;Molar, Third;Trismus;Hydrops Fetalis;Athletic Tape;Tooth Extraction;Sinusitis;Wound Closure Techniques;Eyelid Diseases;Acne Vulgaris;Scleritis;Frostbite;Precursor Cell Lymphoblastic Leukemia-Lymphoma;Rhinoplasty;Low-Level Light Therapy;Eye Diseases;Superior Vena Cava Syndrome;Asthma;Dermal Fillers;Brain Edema;Sterile Alpha Motif;Angioedema;Paranasal Sinuses;Platelet-Rich Fibrin;Keratoconus;Neck;Periodontitis;Face;Diabetes Mellitus;Diptera;Bromelains;Rosacea;Cicatrix;Thrombosis;Corneal Transplantation;Scalp;Transcutaneous Electric Nerve Stimulation;Ranula;Sarcoidosis;Adverse Drug Reaction Reporting Systems;Histiocytosis;Drug Hypersensitivity Syndrome;Rhinitis;Betamethasone;Sialadenitis;Erythema;Eye;Tooth, Impacted;Off-Road Motor Vehicles;Cosmetic Techniques;Edema"
hemorrhage into mucous membrane,"Dog Diseases;Cytomegalovirus Infections;Chemokine CCL5;Basophils;Blood-Brain Barrier;Ferroptosis;Neuroendocrine Tumors;Simplexvirus;Neutrophil Infiltration;Th17 Cells;Sepsis;Glucagon-Like Peptide 2;Citrobacter rodentium;T-Lymphocytes;Cross-Over Studies;Sensitivity and Specificity;Intestine, Small;Rats, Sprague-Dawley;Staphylococcal Infections;Pemphigoid, Bullous;Curcumin;Allergens;Chickens;DNA;Spleen;B-Lymphocytes;Cervix Uteri;Polycystic Ovary Syndrome;MicroRNAs;Interleukin-13;Brain;Disease Models, Animal;Colitis, Ulcerative;Helicobacter Infections;Endoscopic Mucosal Resection;Acetic Acid;Sinusitis;Rhinitis, Allergic;Oral Submucous Fibrosis;Serotonin;RNA, Ribosomal, 16S;Drugs, Chinese Herbal;Indomethacin;Nasal Polyps;Interleukin-6;Gastrointestinal Microbiome;Oncorhynchus mykiss;HIV-1;Obesity;Microbiota;Biofilms;Endodeoxyribonucleases;Tobacco, Smokeless;Dietary Supplements;Cytomegalovirus;Malus;Neuroprotective Agents;Goblet Cells;Proto-Oncogene Proteins c-akt;Dendritic Cells;Angelman Syndrome;Asthma;STAT3 Transcription Factor;Mesenchymal Stem Cells;Th2 Cells;Bacterial Translocation;Losartan;Quinolones;Antihypertensive Agents;Stomach Ulcer;Candida albicans;Butyric Acid;Acrylic Resins;Alanine;Nasal Mucosa;Duloxetine Hydrochloride;Coculture Techniques;Lipopolysaccharide Receptors;Ovalbumin;Mouth;Malaria;Epithelial Cells;Permeability;Spike Glycoprotein, Coronavirus;Dermatitis, Atopic;Signal Transduction;COVID-19;Streptococcus pneumoniae;Ileum;Reperfusion Injury;Zinc;Vascular Endothelial Growth Factor A;Histone Demethylases;Bacillus subtilis;Intraepithelial Lymphocytes;Hypertension;Receptors, Notch;Polyphenols;Administration, Intranasal;Pyroglyphidae;Mouth Mucosa;Gastritis;Hypromellose Derivatives;Intestinal Mucosa;Iron Overload;Flow Cytometry;Tacrolimus Binding Proteins;Mice, Inbred C57BL;Pneumococcal Infections;Chemokines;Cytochrome P-450 CYP2E1;Marathon Running;Plasmodium yoelii;Oxidative Stress;Tropomyosin;Tryptophan;Plasma Cells;Exercise;Chromogranin A;Colon;Tertiary Care Centers;Cytokines;Prader-Willi Syndrome;Immunity, Innate;Helicobacter pylori;Candidiasis;Tissue Fixation;Pancreatitis;Black People;Rectum;Organoids;Insulin;Weaning;Thrombotic Microangiopathies;Cell Differentiation;Fixatives;Stomach Neoplasms;Interleukin-22;Inflammation;Fruit and Vegetable Juices;Enterobacteriaceae Infections;Saccharomyces cerevisiae;Severity of Illness Index;Immune Checkpoint Inhibitors;DNA Methylation;Colitis;Antibodies, Viral;Feces;Dysbiosis;Galectins;Microglia;Formaldehyde;Herpes Simplex;Stem Cells;Drug Delivery Systems;Genomic Imprinting;Gastric Mucosa;Biomarkers;Leukocytes;Single-Cell Analysis;Real-Time Polymerase Chain Reaction;Olfactory Mucosa;Enterohemorrhagic Escherichia coli;Staphylococcus aureus;Mucositis;Celiac Disease;Animal Feed;HIV Infections;T-Lymphocytes, Regulatory;Fasting;SARS-CoV-2;Metaplasia;Interleukin-4;DNA, Viral;Extracellular Vesicles;Gels;Physical Endurance;Phosphoenolpyruvate Carboxykinase (GTP);Diabetes Mellitus, Experimental;Rhinitis;Interleukins"
